roles,companies,locations,experience,skills,Dates,PresentDate,salary
Accounts Manager,MHKS Mart,Nagpur(Byramji Town),5-10 Yrs,Inventory ManagementPurchase AccountingGst WorkingTeam HandlingMis Report PreparationVendor ReconciliationBank ReconciliationProfit And Loss Account,13 Days Ago,24-11-2024,2.5-3 Lacs PA
Marketing Executive,Kalyan Jewellers,Hybrid - Kolkata(Salt Lake),24-Nov,MarketingCommunication SkillsCreativity SkillsAnalyticalAdaptabilityCustomer FocusTeamworkPlanning,5 Days Ago,24-11-2024,1-3 Lacs PA
Sales Officer,Dharampal Satyapal Group (DS Group),"Karimnagar, Khammam, Mahabubnagar",2-7 Yrs,Retail Channel SalesRetail SalesDistributor SalesFMCG SalesGeneral TradeSecondary SalesTSIPrimary Sales,5 Days Ago,24-11-2024,Not disclosed
City Manager,Barista,Bengaluru,5-7 Yrs,QSRHospitalitySales DevelopmentBusiness DevelopmentRegional SalesManagementSalesDevelopment,6 Days Ago,24-11-2024,7-9 Lacs PA
Purchase Engineer,Sintex Industries,Ahmedabad(Thaltej),3-6 Yrs,ERP SystemSAPvendor developmentpurchaseSupply Chain ManagementEngineering PurchaseSupplyERP,8 Days Ago,24-11-2024,Not disclosed
Restaurant Manager,Lite Bite Foods (LBF),Mohali,20 Nov - 24 Nov,Restaurant ManagementLeadershipHospitalityProfitabilityHotel ManagementPlanning And AnalysisRevenue ManagementGeneral Management,6 Days Ago,24-11-2024,Not disclosed
Team Leader - Inside Sales,Zolostays,Bengaluru,5-10 Yrs,Interpersonal skillsSales RepresentativeSalesSenior managementCustomer satisfactionAnalyticalCustomer supportInside sales,6 Days Ago,24-11-2024,Not disclosed
Area Sales Executive - Modern Trade - Vijayawada,Adani Wilmar,Vijayawada,5-9 Yrs,MTModern TradeModern RetailKey AccountsSalesTradeRetailArea sales,5 Days Ago,24-11-2024,5-8.5 Lacs PA
ADP Java Developer_Securtime,ADP Solutions,Chennai,3-5 Yrs,HibernateManager Quality AssuranceSOACodingJSPEquityAgileHTTP,6 Days Ago,24-11-2024,Not disclosed
Operations Manager,Taj Hotels,Shimla,13-20 Yrs,HousekeepingResidential salesFront officeOperations ManagerBusiness reportingFinanceComplaint handlingHoD,6 Days Ago,24-11-2024,Not disclosed
Associate Manager - ETP (ZLD Plant Operations),Arvind Limited,Ahmedabad(Santej),3-5 Yrs,PLC SystemsZLD SystemsSCADA SystemsSystemPlant OperationPLC panelManagementPLC,6 Days Ago,24-11-2024,Not disclosed
Cluster Manager,Zolostays,Bengaluru,5-8 Yrs,Supply chainHousekeepingCustomer acquisitionHospitalityTeam managementSales operationsCustomer handlingCost management,6 Days Ago,24-11-2024,Not disclosed
Housekeeping Executive,Zolostays,Bengaluru,10-12 Yrs,HousekeepingSupervisorTrainingUsageHousekeeping ExecutiveInspectionhousekeeping staffForecasting,6 Days Ago,24-11-2024,Not disclosed
Store Manager,Starbucks,Bengaluru,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,30+ Days Ago,24-11-2024,Not disclosed
Store Manager,Starbucks,Hyderabad,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,30+ Days Ago,24-11-2024,Not disclosed
Food and Beverage Intern,Hilton Hotels,Gurugram,0-1 Yrs,HospitalityData analysisInternProject managementTrend analysisCorporatePackagingMarket research,30+ Days Ago,24-11-2024,Not disclosed
Retail Sales Executive,Wakefit Innovations,Ranchi,0-5 Yrs,Furniture SalesKPIShowroom SalesCustomer ManagementCustomer HandlingCommunication SkillsRetail SalesSelling Skills,9 Days Ago,24-11-2024,Not disclosed
Refinery Operator,Cargill,Nellore(Krishnapatnam),6-11 Yrs,Oil RefineryMaintenanceRefinery OperationsEdible OilSCADAOilRefineryOperating,8 Days Ago,24-11-2024,3-5 Lacs PA
Room Division Manager,Aristocrat Hotel,Kolkata(New Town),1-3 Yrs,Revenue MaximizationFront Office OperationsRoom Division managementEnglishBengaliFront OfficeFront Office ManagementHindi,7 Days Ago,24-11-2024,2.4-3 Lacs PA
Nutrition Officer (Similar To Medical Representative),Nestle,"chhattisgarh, madhya pradesh",1-5 Yrs,NutritionPharmaceutical SalesMedical RepresentativePharma MarketingPharma SellingHealthcare SalesPediatricsMedical Sales,8 Days Ago,24-11-2024,Not disclosed
Jr Executive / Executive - Human Resources,MALABAR GOLD & DIAMONDS,Bengaluru,1-4 Yrs,HR OperationsOnboardingResourceOperations,13 Days Ago,24-11-2024,Not disclosed
Sales Officer - Ganganagar,Relaxo,Ganganagar,2-7 Yrs,Field SalesSecondary SalesSalesField WorkSales Executive ActivitiesFieldSecondarySecondary Sale,8 Days Ago,24-11-2024,3.25-4.5 Lacs PA
Sales Officer - Begusarai,Relaxo,Begusarai,2-7 Yrs,Field SalesSecondary SalesSalesField WorkSales Executive ActivitiesSecondarySecondary SaleField,9 Days Ago,24-11-2024,3.25-4.5 Lacs PA
Line Cook,Beyond Burg Inc,"Kochi(Vytilla +10), Kozhikode(Thondayad +8), Bengaluru(Race Course Road +8)",18 Nov - 27 Nov,Food PreparationHotel ManagementCommisFood ProductionCafeCookingKitchen ManagementRestaurant Management,6 Days Ago,24-11-2024,1.75-3.5 Lacs PA
Senior Operational Trainer,Optum,Chennai,3-8 Yrs,trainingoutpatient codingprocess trainingWindows operating systemsHome Healthcare CodingOperational Trainerinpatient codingOperating systems,8 Days Ago,24-11-2024,Not disclosed
Workforce Planning Analyst,Optum,Gurugram,5-8 Yrs,Workforce PlanningOracle Financeproject managementHRISSharePointWFMManagementOracle,8 Days Ago,24-11-2024,Not disclosed
It Recruiter,FCM Travel,Noida,2-6 Yrs,IT RecruitmentEnd To End RecruitmentSourcing ProfilesStakeholder ManagementRecruitmentEnd To EndManagementSourcing,9 Days Ago,24-11-2024,Not disclosed
Purchase Officer,TVS Electronics,Tumkur,2-6 Yrs,Electronic ComponentsPurchase ManagementPurchase Vendor DevelopmentComponentsManagementPurchaseVendorElectronics,9 Days Ago,24-11-2024,4-6 Lacs PA
TV Panel Repair Engineer,TVS Electronics,Tumkur,2-5 Yrs,Pcb RepairRepairSolderingPCBTelevisionPanels,8 Days Ago,24-11-2024,2.5-5 Lacs PA
GM- Business Excellence,Updater Services (UDS),Chennai,20-25 Yrs,Food ProcessingRevenue ExpansionOperationsRevenue GenerationCatering SalesConcept SellingP&Lteam handling,8 Days Ago,24-11-2024,Not disclosed
Sales Manager - Trade,Bajaj Electricals,Gurugram,4-9 Yrs,Distributor ManagementRelationship BuildingChannel SalesMarket IntelligenceData AnalyticsTradeIntelligenceBuilding,7 Days Ago,24-11-2024,Not disclosed
Technical Business Analyst,FCM Travel,Noida,8-12 Yrs,Agile MethodologyGap AnalysisPower BiAzure CloudTableau ReportingAws IamTableauJIRA,7 Days Ago,24-11-2024,Not disclosed
Technical Lead (Drupal),FCM Travel,Noida,10-20 Yrs,DrupalDrupal DevelopmentSoftware Architecture DesignGitHub ActionsAws CloudApi IntegrationNodejs ScriptingReactjs Workflows,7 Days Ago,24-11-2024,Not disclosed
Associate - Finance & Accounts,IndiGo,Gurugram,1-3 Yrs,Finance And AccountsTDSGst ReconciliationGstFinanceAccountingAccountingReconciliation,10 Days Ago,24-11-2024,Not disclosed
Production Executive,Varun Beverages Limited,"Chengalpattu, Mamandur",3-5 Yrs,HOT FILLCSDGRBBeveragePetBreweryProduction OperationsProduction Management,15 Days Ago,24-11-2024,3.5-4 Lacs PA
Manager-Industrial Engineering,Havells,Tumkur,10-14 Yrs,Lean ManufacturingTPMIndustrial EngineeringOperational ExcellenceTime StudyContinuous ImprovementMethod StudyProcess Improvement,10 Days Ago,24-11-2024,15-20 Lacs PA
Software Engineer III,Walmart,Chennai,2-6 Yrs,Product managementMavenAutomationData structuresOpen sourceBusiness solutionsInformation technologyMonitoring,10 Days Ago,24-11-2024,Not disclosed
Sr. Specialist eCom Master Data,Adidas,Gurugram,3-5 Yrs,demandwareBrand activationExcelMaster data managementProduct presentationE-commerceStakeholder managementMerchandising,10 Days Ago,24-11-2024,Not disclosed
Property Manager,CBRE,Gurugram,10-16 Yrs,Technical OperationsFacility OperationsProperty ManagementHotel OperationsHotelHotel MaintenancePropertyManagement,10 Days Ago,24-11-2024,15-25 Lacs PA
Sr. Specialist eCom Master Data,Adidas,Gurugram,3-8 Yrs,Product launchData managementMaster data managementProject managementE-commerceJIRAAnalyticsMonitoring,10 Days Ago,24-11-2024,Not disclosed
Chartered Accountant - Accounts Payable,Shahi,Faridabad,1-5 Yrs,chartered accountantProcure To PayAccounts PayableP2PPayablesPayAccountingProcurement,9 Days Ago,24-11-2024,Not disclosed
Store Operations Manager,Titan Company,Chennai,5-10 Yrs,Store SupervisionStore OperationsStore ManagementRetail Store OperationsRetail OperationsStore PlanningRetail outletsSupervision,10 Days Ago,24-11-2024,Not disclosed
Shift Incharge- Finishing,2coms,Kolkata,3-8 Yrs,productionadministrationcottonhousekeepingfinishingmanpower handlingpressingoperations,9 Days Ago,24-11-2024,Not disclosed
Mechanical Technician,Sodexo,Gummidipoondi,3-8 Yrs,PumpsCompressorsBlowersMechanical,9 Days Ago,24-11-2024,2-2.5 Lacs PA
"Sales Manager Gurgaon, India",Cargill,Gurugram,8-10 Yrs,retail managementretail operationsfloor managementshrinkage controlshowroom managementstore operationsretail salesstore supervision,10 Days Ago,24-11-2024,Not disclosed
Field Service Engr I,Honeywell,Chennai,3-4 Yrs,Breakdown maintenanceproject supportNetwork troubleshootingDatabaseCustomer serviceCustomer experienceTroubleshootingHardware troubleshooting,10 Days Ago,24-11-2024,Not disclosed
Technical Recruiter,TVS Electronics,Chennai,2-7 Yrs,Technical Hiringblue collarhindiTechnical recruitmentTechnicalRecruitmentHiring,9 Days Ago,24-11-2024,1-4 Lacs PA
Graphic Designer Executive,Emami,Kolkata,5-8 Yrs,Creative DesigningIllustratoradobePhotoshopCreative CloudPackaging DesignArtworkCloud Applications,10 Days Ago,24-11-2024,Not disclosed
Sales HR - Delhi,Varun Beverages Limited,"Faridabad, Gurugram, Delhi / NCR",5-10 Yrs,Sales HRBusiness PartneringHR GeneralistHRBPHRHR generalist activitiesHrsdSales,9 Days Ago,24-11-2024,Not disclosed
Automation Engineer,Sodexo,Sri City,3-8 Yrs,Allen Bradley PlcRockwell SoftwareIndustrial AutomationRSLogixControl LogixCompactlogixRs ViewHMI Programming,10 Days Ago,24-11-2024,3.5-6 Lacs PA
Manager - Digital Learning & Content Specialist,Hindustan Coca Cola Beverages (HCCB),Bengaluru,5-8 Yrs,Instructional DesignContent ManagementContent DevelopmentArticulate StorylineLMSDigital LearningDigitalDesign,9 Days Ago,24-11-2024,Not disclosed
Manager Software Engineering - Big Data / Cloud,Optum,Chennai,5-8 Yrs,Software Softwaresoftware developmentCloudBig DataAWScloud nativeSTEMManagement,10 Days Ago,24-11-2024,Not disclosed
Store Manager,Starbucks,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra",5-14 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,11 Days Ago,24-11-2024,Not disclosed
Retail Associate,Adidas,Kolkata,1-8 Yrs,RetailBasicSalesBrand AmbassadorRetail AssociateVisual MerchandisingCustomer serviceStore operations,11 Days Ago,24-11-2024,Not disclosed
TECHNOLOGY SERVICES ENGINEER III,Walmart,Chennai,1-8 Yrs,NetworkingProduction supportAnalyticalAccount managementCustomer supportScrumSAP applicationSAP Finance,11 Days Ago,24-11-2024,Not disclosed
Accounts Officer,DMart,"Jalandhar, Zirakpur, Amritsar",3-7 Yrs,AccountsAccountingAccounts FinalisationBalance SheetSheetBalanceFinalisation,10 Days Ago,24-11-2024,2-3.5 Lacs PA
Urgent Opening For Garment Technician Department in Dmart Thane HO,DMart,Thane,5-10 Yrs,Garment TechnicianQuality AssuranceQuality AuditTextilePattern MakingFittingClothingApparel Industry,10 Days Ago,24-11-2024,8-11 Lacs PA
Opening For Buyer/Merchandiser in Dmart HO For Mens/Womens/kids wear,DMart,Thane,8-13 Yrs,BuyerMerchandisingApparelBuyingMerchandiserBuyer CommunicationTextileApparel Merchandising,10 Days Ago,24-11-2024,5-14 Lacs PA
Sales Executive,Nac Jewellers,Chennai(Perambur +3),0-5 Yrs,JEWELLERY SALESSales executive activitiesJewellerySales,11 Days Ago,24-11-2024,2-3 Lacs PA
Job Opening with D-Mart_Talent Acquisition_Ahmedabad,DMart,Ahmedabad,2-5 Yrs,End To End RecruitmentNon IT RecruitmentTalent AcquisitionEndAcquisitionRecruitmentIT recruitmentEnd To End,10 Days Ago,24-11-2024,Not disclosed
Urgent Opening For Fit Technician - Garments in Dmart Head Office,DMart,Thane,7-12 Yrs,Fit TechnicianQuality CheckGarment TechnologyGarment TechnicianQuality AssuranceQuality AuditTextilePattern Making,10 Days Ago,24-11-2024,6-12 Lacs PA
Brew Master,Barista Coffee,Lucknow,1-3 Yrs,BrewBaristaBeverage,3 Days Ago,24-11-2024,"96,000-1.8 Lacs PA"
Retail Sales Executive,Wakefit Innovations,Ludhiana,0-5 Yrs,Communication SkillsRetail SalesHome DecorCustomer HandlingStore OperationsFurniture SalesCounter SalesShowroom Sales,11 Days Ago,24-11-2024,Not disclosed
Merchandiser For MENS KNITS WEAR AND MENS Wovens WEAR,retail,Kolkata,5-10 Yrs,MERCHANDISERMerchandisingRetail MerchandisingApparel MerchandisingBuyingvendor coordinationBuyer ActivitiesCoordination,11 Days Ago,24-11-2024,4.5-6.5 Lacs PA
District Manager - Retail ( North ),Adidas,Gurugram,2-5 Yrs,RetailProduct trainingRetail ManagerBack officeCustomer serviceTraining and DevelopmentMerchandisingSCM,11 Days Ago,24-11-2024,Not disclosed
CA Inter - Kolkata,2coms,Kolkata,5-10 Yrs,tdsreleasegstgeneral accountingonline bankingauditingaccountinggeneral,11 Days Ago,24-11-2024,6-12 Lacs PA
Accounts Head,Allianz Distillery,Noida,6-11 Yrs,Preparation of IGAAP compliant financial statements and interaction with auditors ROC filings Income tax return filings Excellent verbal and written communication skill. Good team builder.Strong mindset for adherence to policy & procedures Tax auditTax PaymentsIncome tax returnReturn FilingTax auditFilingFinance,11 Days Ago,24-11-2024,10-15 Lacs PA
Deputy Manager - Audit,Optum,Gurugram,6-8 Yrs,AuditCCSFPISO27001software testingCISAaudit planningCRISCroot cause analysis,10 Days Ago,24-11-2024,Not disclosed
Category Manager (Men's Wear and Women's Wear ),retail,Kolkata,10-15 Yrs,Category ManagementBuyingWomens Wearmens wearApparelcategory buyingBuyer Activitiesretail,11 Days Ago,24-11-2024,15-18 Lacs PA
Software Engineer III (Full Stack),Walmart,Chennai,4-8 Yrs,Process designNetworkingGCPJavascriptData structuresHTMLManager Quality ControlTroubleshooting,11 Days Ago,24-11-2024,Not disclosed
Store Manager,Adidas,Chandigarh,8-10 Yrs,Loss preventionRetailTeam leadingBrand AmbassadorVisual MerchandisingBack officeHR policiesStore operations,11 Days Ago,24-11-2024,Not disclosed
Project Mgmt Specialist II,Honeywell,Gurugram,8-10 Yrs,Fire alarm systemPMPSAPCustomer satisfactionBillingInstrumentationSchedulingRisk management,11 Days Ago,24-11-2024,Not disclosed
Store Manager,Starbucks,Meerut,5-14 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,12 Days Ago,24-11-2024,Not disclosed
Deputy Manager - Market Equipment | Gurugram,Varun Beverages Limited,Gurugram,8-13 Yrs,Team HandlingERPSAPExcelReport GenerationInventory ControlIT SkillsTechnical Support,11 Days Ago,24-11-2024,8-12 Lacs PA
Senior Executive - Customer Experience,Stanza Living,Gurugram,4-9 Yrs,Customer SupportQSRHospitality ManagementCustomer ExperienceCustomer Service ManagementRestaurant ManagementCustomer FocusCSAT,10 Days Ago,24-11-2024,5-9 Lacs PA
Senior Manager - Reporting & Future Capabilities,Adidas,Chennai,8-10 Yrs,Data analysisSAPBusiness transformationBusiness analysisProject managementFinancial planningBudgetingBusiness intelligence,11 Days Ago,24-11-2024,Not disclosed
Officer - Marketing (Kitchen Appliances),V Guard,Chennai,0-5 Yrs,channel salessalesDistributor SalesChannelDistributionAppliancesKitchen EquipmentsMarketing,11 Days Ago,24-11-2024,Not disclosed
Executive - HR,MALABAR GOLD & DIAMONDS,Jaipur(Sitapura +1),3-6 Yrs,recruitmentInductionJoining FormalitiesLeave ManagementExit ProcessExit FormalitiesLeaveExit,11 Days Ago,24-11-2024,Not disclosed
Sales Representative,2coms,Kolkata,1-6 Yrs,sales presentationsgenerationclient handlingsales orderinterpersonal skillssalesretailmonthly reports,11 Days Ago,24-11-2024,Not disclosed
Assistant Manager - Finance,Pyrotech Workspace Solutions,Udaipur,2-4 Yrs,Income Tax ComplianceChartered AccountantGST ComplianceCASAP Finance MonitoringTax Filing and ReturnsAccounting OperationsAccounting,11 Days Ago,24-11-2024,3-7 Lacs PA
Territory Sales Incharge- B2C | Godrej Interio,Godrej & Boyce (G&B),Hyderabad,2-7 Yrs,salesProduct MixStock ManagementBtl ActivityB2CStockBtlTerritory sales,11 Days Ago,24-11-2024,Not disclosed
Assistant Manager - Admin,Pepsico,Gurugram,5-6 Yrs,Administrationfinancial managementBillingBudgetingFacility budget managementFacility managementcontract workforce managementWorkforce,12 Days Ago,24-11-2024,Not disclosed
"Senior, Software Engineer",Walmart,Bengaluru,4-13 Yrs,CodingInformation securityJavascriptTroubleshootingBusiness solutionsInformation technologyDistribution systemMonitoring,12 Days Ago,24-11-2024,Not disclosed
"STAFF, DATA SCIENTIST",Walmart,Bengaluru,7-13 Yrs,ConsultingMachine learningSEZData miningContinuous improvementForecastingInformation technologyAnalytics,11 Days Ago,24-11-2024,Not disclosed
Sales Executive - MT || Heritage Foods Ltd,HERITAGE FOODS LIMITED,"Chennai, Coimbatore",4-9 Yrs,Modern TradeModern RetailModern Trade SalesMTDairyFMCG SalesKey accountsSales executive activities,11 Days Ago,24-11-2024,Not disclosed
Software Engineer III,Walmart,Bengaluru,2-9 Yrs,Object oriented designCodingPackagingSEZData structuresJ2EeOpen sourceInformation technology,12 Days Ago,24-11-2024,Not disclosed
Quality Executive,Tops,Noida,4-6 Yrs,Quality ControlQuality AuditQuality AnalysisQuality ManagementAuditingManagementQualityAnalysis,12 Days Ago,24-11-2024,Not disclosed
Manager - R&D,Pepsico,Gurugram,10-14 Yrs,R&DQATQMQCProduct developmentproject executionGMPProject,12 Days Ago,24-11-2024,Not disclosed
Electrical Engineer,Sodexo,Sri City,3-8 Yrs,Electrical Maintenance33KvElectrical engineeringMaintenanceElectricals,11 Days Ago,24-11-2024,3-4 Lacs PA
Team Leader - Taxation,Hindustan Coca Cola Beverages (HCCB),Hyderabad,5-8 Yrs,Gst Compliance2A/ 2B ReconciliationGst ReturnIndirect TaxationTeam leadingReconciliationTeamIndirect,11 Days Ago,24-11-2024,Not disclosed
Staff Software Engineer,GAP,Hyderabad,8-12 Yrs,AutomationCodingCloudAgilepower biStored proceduresTest casesSSIS,12 Days Ago,24-11-2024,Not disclosed
Brand Manager,Brillon Consumer Products (Formerly known as SC Johnson),Gurgaon/Gurugram,3-5 Yrs,Brand MarketingmarketingBrand ManagementAssistant brand Manageratl btlBrand Planningbrand executivebrand activation,11 Days Ago,24-11-2024,Not disclosed
Relationship Manager,OYO,"Jalandhar, Ludhiana",2-7 Yrs,B2B SalesPortfolio ManagementKey AccountsClient AcquisitionRelationship ManagementField SalesBusiness DevelopmentRevenue Generation,12 Days Ago,24-11-2024,3.5-5.5 Lacs PA
"SENIOR, DATA ANALYST",Walmart,Bengaluru,5-12 Yrs,AutomationNetworkingSASData modelingOracleApacheInformation technologyAnalytics,13 Days Ago,24-11-2024,Not disclosed
Assistant Manager- HRBP,IndiGo,Patna,4-8 Yrs,Business PartneringHuman Resource ManagementEmployee EngagementTalent ManagementEmployee GrievancesEngagementGrievance handlingManagement,12 Days Ago,24-11-2024,Not disclosed
OPPO is looking For Finance Executive For Nagpur Location,Oppo Mobiles,Nagpur,0-3 Yrs,TallyAccountingCredit NoteCash VoucherJournal VoucherDebit NoteVoucher EntryBank Reconciliation,12 Days Ago,24-11-2024,Not disclosed
Urgent Opening - Counter Sales - Ahmedabad,Orra Fine Jewellery,"Ahmedabad(Maninagar +1), Surat, Vadodara",0-5 Yrs,SalesJewelleryshowroom salejewellery saleGemsCounter SalesShowroom salesShowroom,12 Days Ago,24-11-2024,2-5.5 Lacs PA
Senior Executive Talent Acquisition (Bulk Hiring),Leading company,"Salem, Coimbatore",3-8 Yrs,Bulk HiringTalent AcquistionSales HiringNon IT HiringSeniorBulkHiringSales,12 Days Ago,24-11-2024,Not disclosed
Quality Executive,Tops,Noida,4-8 Yrs,Quality ControlQuality AnalysisQuality CheckQuality ManagementManagementCheckQualityAnalysis,13 Days Ago,24-11-2024,Not disclosed
"STAFF, SOFTWARE ENGINEER",Walmart,Bengaluru,9-15 Yrs,Product managementNetworkingProject managementConsultingData structuresUnit testingTroubleshootingOpen source,13 Days Ago,24-11-2024,Not disclosed
Officer - Tool Room (Mould),Relaxo,Bhiwadi,3-8 Yrs,Tool RoomMouldsMould DevelopmentTool EngineeringTool MaintenanceMould MaintenanceRoomTools,12 Days Ago,24-11-2024,Not disclosed
SOFTWARE ENGINEER III,Walmart,Bengaluru,2-9 Yrs,Computer scienceRetailNetworkingSEZData structuresData miningOpen sourceInformation technology,13 Days Ago,24-11-2024,Not disclosed
Software Engineer III,Walmart,Bengaluru,2-9 Yrs,HibernateSAPFront endJavascriptHTMLOpen sourceTroubleshootingInformation technology,13 Days Ago,24-11-2024,Not disclosed
Executive Sales & Services,MALABAR GOLD & DIAMONDS,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra",4-5 Yrs,Order managementTallyPeople developmentStock managementVisual MerchandisingMarketing supportSales ExecutiveCustomer service,12 Days Ago,24-11-2024,Not disclosed
"SENIOR, SOFTWARE ENGINEER",Walmart,Bengaluru,4-13 Yrs,spring bootBackendFront endNetworkingDevelopment ManagerInformation securitySEZInformation technology,13 Days Ago,24-11-2024,Not disclosed
"Senior Counsel, Development - South Asia",Hilton Hotels,Gurugram,3-8 Yrs,HospitalitySenior CounsellorCounsellorLegalLegal adviceBusiness modelingCustomer serviceSubject matter expertise,13 Days Ago,24-11-2024,Not disclosed
Junior Territory sales executive,Well known beer manufacturing company,"Sirsa, Gurugram, Hisar",1-6 Yrs,salesDealer SalesField Marketingsales representativeDistributor SalesChannel Salesgenerate tradeFMCG Sales,12 Days Ago,24-11-2024,1.5-2.5 Lacs PA
Junior Territory sales executive,Well known beer manufacturing company,"Sonipat, Kurukshetra, Kaithal",1-6 Yrs,salesDealer SalesField Marketingsales representativeDistributor SalesChannel Salesgenerate tradeFMCG Sales,12 Days Ago,24-11-2024,1.5-2.5 Lacs PA
Offering Management Lead,Honeywell,Gurugram,4-6 Yrs,Product managementProduct qualityManager Quality AssurancePrototypeConcept developmentProject managementResource allocationMarket research,13 Days Ago,24-11-2024,Not disclosed
Head HR Talent Acquisition,Leading Media company,Chennai,13-16 Yrs,Bulk hiringTalent AcquisitionBulkAcquisitionHiring,12 Days Ago,24-11-2024,Not disclosed
Data Scientist,Pepsico,Gurugram,4-7 Yrs,Data Sciencepythonrexploratory data analysismachine learningstatistical programmingartificial intelligencesql,12 Days Ago,24-11-2024,Not disclosed
Lead - Software Engineering - QA,Pepsico,Gurugram,9-12 Yrs,Software EngineeringRegression TestingPerformance TestingREST APIDefect ManagementTest AutomationQuality Assurance TestingTest Execution,13 Days Ago,24-11-2024,Not disclosed
Apprentice,Starbucks,"Bokaro, Dhanbad, Jamshedpur, Ranchi",0-1 Yrs,TrainingNetworkingCustomer serviceService qualityQuality,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,"Bokaro, Dhanbad, Jamshedpur, Ranchi",0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Data Engineer,Jubilant FoodWorks (JFL),Noida,5-7 Yrs,Data ModelingData WarehousingEtl PipelinesLambdasShell ScriptingGithubKinesisSCALA,Today,24-11-2024,Not disclosed
Relationship Manager,OYO,"New Delhi, Agra",2-7 Yrs,B2B SalesKey Client ManagementClient OnboardingRelationship ManagementField SalesKey Account ManagementRevenue ManagementBusiness Development,13 Days Ago,24-11-2024,4-5.5 Lacs PA
Talent Acquisition specialist - Sr.HR officer/Asst Mananger,DMart,Ahmedabad,4-9 Yrs,RecruitmentTalent AcquisitionSourcing ProfilesScreeningInterview SchedulingVendor ManagementJob PostingAttendance Management,13 Days Ago,24-11-2024,3.5-5.5 Lacs PA
Textile Apprentice (Wovens & Knits Fabric Vertical),Arvind Limited,Ahmedabad(Santej),0-1 Yrs,TextileWeavingFabricVerticalKnits,15 Days Ago,24-11-2024,Not disclosed
Customer Executive/ Sales Officer,Varun Beverages Limited,"Hanumangarh, Suratgarh, Shri Ganganagar",1-6 Yrs,Team HandlingFMCG SalesDistributor HandlingterritoryTeamSalesDistributionHandling,6 Days Ago,24-11-2024,Not disclosed
Area Manager BD (Modern Trade/ KAM ) | Nagpur,Varun Beverages Limited,Nagpur,5-10 Yrs,Modern TradeKey AccountsKey Account ManagementBusiness DevelopmentKamTradeDevelopmentManagement,13 Days Ago,24-11-2024,Not disclosed
"Hiring Executive Facility- Technical, Chennai",Sodexo,Chennai,3-8 Yrs,Electrical MaintenanceC LicensePreventive MaintenancePreventiveTechnicalFacilitiesMaintenanceHiring,13 Days Ago,24-11-2024,3-4.25 Lacs PA
Collection Executive,Club Mahindra,"Patna, Ranchi",3-6 Yrs,Payment CollectionField CollectionsCollection ManagementRecovery OperationsOperationsManagementCollectionsPayments,13 Days Ago,24-11-2024,"50,000-2 Lacs PA"
Supply Planning/ Demand Planning Analyst- Gurgaon,Varun Beverages Limited,Gurugram,2-6 Yrs,Demand PlanningSupply PlanningPlanningSupply,13 Days Ago,24-11-2024,Not disclosed
Visual Merchandising & Branding Manager,Cars24,Gurugram,5-10 Yrs,Visual MerchandisingMerchandise DisplaysRetail OperationsStore SetupVisualInstallationBrandingMerchandising,13 Days Ago,24-11-2024,10-20 Lacs PA
"SENIOR, SOFTWARE ENGINEER",Walmart,Bengaluru,4-13 Yrs,Computer scienceHibernateNetworkingCodingInformation securityJ2EeInformation technologyDistribution system,13 Days Ago,24-11-2024,Not disclosed
Recruiter,MALABAR GOLD & DIAMONDS,Maheswaram,2-5 Yrs,Non IT RecruitmentRetail HrNon Technical RecruitmentManufacturing IndustryRecruitmentTalent AcquisitionTechnicalTechnical recruitment,13 Days Ago,24-11-2024,Not disclosed
Sales Officer/Executive - Northeast,Nestle,"Guwahati, Kohima, Jorhat",2-7 Yrs,General TradeDistribution ManagementTerritory SalesPersonal Carechannel salesGTSSecondary SalesConsumer Products,13 Days Ago,24-11-2024,Not disclosed
SOFTWARE ENGINEER III,Walmart,Bengaluru,2-9 Yrs,Computer scienceSystem architectureMavenBackendSOAIntegration testingJIRAInformation technology,13 Days Ago,24-11-2024,Not disclosed
Area Business Manager- Eyecare,Titan Company,Nagpur,4-7 Yrs,Area Sales ManagementBusiness Performance ManagementStore OperationsFranchisee ManagementSales StrategyRetail ManagementStore ManagementBusiness Management,13 Days Ago,24-11-2024,11-15 Lacs PA
Software Engineer III,Walmart,Bengaluru,2-9 Yrs,Computer scienceRetailNetworkingCodingAnalyticalData structuresInformation technologyDistribution system,13 Days Ago,24-11-2024,Not disclosed
Electrical Engineer,Sodexo,Chennai(Irungattukottai),3-8 Yrs,Electrical MaintenanceSubstationC LicenseElectrical engineeringCMaintenanceLicensingElectricals,13 Days Ago,24-11-2024,2.25-3.25 Lacs PA
