roles,companies,locations,experience,skills,Dates,PresentDate,salary
Senior Executive Assistant,Unibliss Hospitality,Gurugram,3-6 Yrs,Executive,30+ Days Ago,24-11-2024,Not disclosed
Receptionist,Unibliss Hospitality,Gurugram,1-3 Yrs,Receptionist Employee,30+ Days Ago,24-11-2024,Not disclosed
Digital Marketing Strategist,Yescom India Softech,Patna,5-7 Yrs,Relationship managementStaffingProject managementManager Technologydigital strategyProject planningBudgetingResearch,30+ Days Ago,24-11-2024,Not disclosed
AREA SALES MANAGER / BUSINESS DEVELOPMENT MANAGER,Rashmi Lighting,"Guwahati, Silchar, Dibrugarh, Tezpur, Nagaon",3-5 Yrs,NetworkingISO 14001ISO 9001Social mediaArea salesChannel salesElectronicsFMCG,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive,SRS Cinemas,"Rewari, Faridabad",2-3 Yrs,Residential salesHead Business DevelopmentInterpersonal skillsExecutive 2Sales ExecutiveSalesSales executive activitiesInterpersonal,30+ Days Ago,24-11-2024,Not disclosed
Telecaller For Sales,SRS Cinemas,Faridabad,1-2 Yrs,Lead generationSalesCustomer handlingDatabaseHandlingGenerationDBMS,30+ Days Ago,24-11-2024,Not disclosed
CRM & SALES,SRS Cinemas,Faridabad,1-2 Yrs,BackendCustomer complaintsCRM salesSalesCRMComplaints,30+ Days Ago,24-11-2024,Not disclosed
Business Development Manager,Kyari Innovations,Ghaziabad,1-7 Yrs,channel salesbusiness development managementbusiness developmentcorporate salessalesresearchmarketingmarketing initiatives,30+ Days Ago,24-11-2024,Not disclosed
Team Member,Krishnatheeram Ayur Holy Beach Resort,Thiruvananthapuram,1-4 Yrs,Quality standardsManager Quality AssurancePayment processingFinancial reportingComplianceCustomer serviceQuality managementQuality,30+ Days Ago,24-11-2024,Not disclosed
Data Entry,Triumph Sportswear Design Studio,Ahmedabad,1-6 Yrs,design studioMS OfficeData entryDataDesignMicrosoftOfficeStudio,30+ Days Ago,24-11-2024,Not disclosed
senior Graphic Designer,Triumph Sportswear Design Studio,Ahmedabad,1-6 Yrs,design studioCorel DrawPhotoshopCorelGraphicsDesignStudioGraphic designing,30+ Days Ago,24-11-2024,Not disclosed
Sales Excutive,Triumph Sportswear Design Studio,Ahmedabad,3-8 Yrs,design studioSANFrenchPDFCookJPEGSales ExecutiveSales executive activities,30+ Days Ago,24-11-2024,Not disclosed
Telecaller,Triumph Sportswear Design Studio,Ahmedabad,1-6 Yrs,design studioTelecallingStudioDesign,30+ Days Ago,24-11-2024,Not disclosed
Sales and Marketing Executive,Revgrow360-A Revenue and Ota Management Company,Kolkata,4-7 Yrs,Market analysisOperations managementExecutive Sales & MarketingFinanceProductionDirectorRevenue managementManagement,30+ Days Ago,24-11-2024,Not disclosed
Accounting Assistant/ Finance Clerk,Revgrow360-A Revenue and Ota Management Company,Malda,4-7 Yrs,HospitalitySAPExcelAccountingFinanceBillingFinancial operationsOracle,30+ Days Ago,24-11-2024,Not disclosed
Revenue Management Trainee,Revgrow360-A Revenue and Ota Management Company,Malda,4-6 Yrs,Analytical skillsMarket analysisFront officeManagement TraineeHotel managementData processingChannel managementRevenue management,30+ Days Ago,24-11-2024,Not disclosed
Digital Marketing Executive,Revgrow360-A Revenue and Ota Management Company,Malda,6-10 Yrs,Content strategySearch engine marketingCodingOnline marketingSenior SEO ExecutiveLink buildingSEODigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Sales and Marketing and Business Development Manager,Revgrow360-A Revenue and Ota Management Company,Kolkata,6-10 Yrs,TrainingSalesExcelNew market developmentManager Sales & MarketingManagementResearchPowerpoint,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive,Ef-if Diamond Jewellery,Chennai,1-3 Yrs,SalesPDFSales Executivesales executive activities,30+ Days Ago,24-11-2024,Not disclosed
Jewellery Designer,Ef-if Diamond Jewellery,Chennai,1-3 Yrs,PDFFinanceWorkflowManagementResearchForecastingCostdesign,30+ Days Ago,24-11-2024,Not disclosed
Corporate Health and Safety Operations Coordinator,Vitalcheck Wellness,Gurugram,1-2 Yrs,Associate OperationsData analysisErgonomicsOperations CoordinatorMedical servicesHealthcareAsset managementCustomer service,30+ Days Ago,24-11-2024,Not disclosed
Junior Accountant,Himalayan Explorer,Manali,3-8 Yrs,Financial statementsData analysisPoliciesFinancial reportingAccountingTimeTaxationfinancial auditing,30+ Days Ago,24-11-2024,Not disclosed
Branch Manager,Jardine Henderson,Kolkata,5-7 Yrs,UsageProcess improvementProfit Center HeadFinanceHRCustomer serviceBudgetingManagement,30+ Days Ago,24-11-2024,Not disclosed
Manager Corporate Sales,Jardine Henderson,Kolkata,5-7 Yrs,Client handlingClient satisfactionInterpersonal skillsChemicalSalesCustomer satisfactionBillingCorporate,30+ Days Ago,24-11-2024,Not disclosed
Front Office Executive,Sinclairs Hotels & Resorts,"Kolkata, Siliguri, Asansol, Durgapur, Haldia",2-4 Yrs,HousekeepingFront officeFront Office ExecutiveReservationHotel managementBusiness Executivemanagementfront,30+ Days Ago,24-11-2024,Not disclosed
Materials & Outbound Executive,AP Management Consultants Pvt Ltd,Kolkata,3-6 Yrs,vendor managementPurchaseprocurementMaterialsstock managementSourcingBuyermaterial receipt,30+ Days Ago,24-11-2024,2-4.75 Lacs PA
Procurement Manager,MERAPASHU360 PRIVATE LIMITED,Gurugram,1-3 Yrs,ProcurementSANSupply chain managementPerformance managementMarket researchBusiness strategyBudgetingSCM,30+ Days Ago,24-11-2024,Not disclosed
Website Developer,Happy Go Trips,Noida,1-3 Yrs,BackendIllustratorWeb developmentMySQLWordpressJavascriptPHPWeb designing,30+ Days Ago,24-11-2024,Not disclosed
Tour Leader,Happy Go Trips,Noida,1-4 Yrs,Corporateleadershiptours,30+ Days Ago,24-11-2024,Not disclosed
Digital Marketing Executive,Happy Go Trips,Noida,1-3 Yrs,CSSEmail marketingSocial mediaSEMHTMLSEOAdvertisingProof reading,30+ Days Ago,24-11-2024,Not disclosed
Content Writer,Happy Go Trips,Noida,1-3 Yrs,Content strategyCopy writingCSSContent writingHTMLContent editingManagementProof reading,30+ Days Ago,24-11-2024,Not disclosed
Product Manager,GreenHonchos Solutions,Noida,5 Yrs,WoocommercePhpRedisLaravelmanagementproduct management,30+ Days Ago,24-11-2024,Not disclosed
Software Developer/Fullstack Developer (Laravel),GreenHonchos Solutions,Noida,2-3 Yrs,Data Services ApiPhp ApplicationsCssSoftware DeveloperLife CycleJavascriptUser ExperienceHtml,30+ Days Ago,24-11-2024,Not disclosed
UI and UX Designer,GreenHonchos Solutions,Noida,3-4 Yrs,IllustratorAdobe XdUser ExperiencePhotoshopUx DesignerInteraction DesignVisual Designadobe,30+ Days Ago,24-11-2024,Not disclosed
Social Media Marketer,GreenHonchos Solutions,Noida,2-3 Yrs,LinkedinCustomer ServiceSocial MediaYoutubeBusiness OperationsCampaignsFacebookoperations,30+ Days Ago,24-11-2024,Not disclosed
Graphics Designer,Shree Shivam Attires,Raipur,1-5 Yrs,GraphicsGraphic designingSoftware designProject implementationIllustratorBudgetingPhotoshopdesign,30+ Days Ago,24-11-2024,Not disclosed
Sales Person,Sujan Carnival Furniture,Gandhidham,2-4 Yrs,SalesFurnitureMarketingcontract managementBusiness DevelopmentDevelopmentManagementContracts,30 Days Ago,24-11-2024,Not disclosed
Interior Designer,Sujan Carnival Furniture,Gandhidham,2-4 Yrs,SketchupCADVray3Ds Max3D rendersAutoCADInterior DesignerDesign,30 Days Ago,24-11-2024,Not disclosed
Junior Accounts Executive,Whole 9 Yards,Kolkata,2-5 Yrs,AccountingTallypurchase invoicestax invoicesGSTAccountantGST reconciliationAccounts,30 Days Ago,24-11-2024,Not disclosed
Vendor Management Executive,Whole 9 Yards,Kolkata,3-8 Yrs,Vendor ManagementClient Managementvendor Coordinationvendor performanceVendor Management programsClientManagementProgram,30 Days Ago,24-11-2024,Not disclosed
Accounts Executive,Collin Couture,Tiruppur,1-3 Yrs,accountingAccounts ExecutiveAccounts ReconciliationAccountsReconciliation,30 Days Ago,24-11-2024,Not disclosed
Accounts Executive / Senior Executive,Gemtree Natural Produce,Noida,4-6 Yrs,Modern trade billingstock reconciliationinvoicingAccounts Executiveinventory managementAccountsbillingSenior,30 Days Ago,24-11-2024,Not disclosed
Dispatch Executive,Gemtree Natural Produce,Chennai(Parvatharajapuram +1),2-4 Yrs,DispatchMaterial ManagementTeam managementStock managementWarehouse operationDispatch operationsDispatch ManagementTeam handling,30 Days Ago,24-11-2024,Not disclosed
HR Executive,Office Today India,Gurugram,3-5 Yrs,HRCommunication Skillsperformance improvement planningHR ExecutivetrainingHR RecruiterHrsdImprovement,30 Days Ago,24-11-2024,Not disclosed
Area Sales Manager,ADM,Ongole,2-6 Yrs,aquacultureLead generationSalesMatrixBusiness Development ManagerProject managementArea salesCustomer retention,30 Days Ago,24-11-2024,Not disclosed
Principal,Kaivalyadham Yoga Institute,Lonavala,3-6 Yrs,bedteaching englishadministrationacademicsteachingtrainingmentoringresearch,30 Days Ago,24-11-2024,Not disclosed
Fundraiser Executive,Kaivalyadham Yoga Institute,Lonavala,4-9 Yrs,Data managementSenior ExecutiveEvent planningFund raisingMarketing communicationCRMSenior Executive CRMEvents,30 Days Ago,24-11-2024,Not disclosed
HR Manager,Kaivalyadham Yoga Institute,Lonavala,7-12 Yrs,Business administrationPerformance managementComplianceHRTraining and Developmenthr complianceMS OfficeHR analytics,30 Days Ago,24-11-2024,Not disclosed
Ayurveda Doctor (Female),Kaivalyadham Yoga Institute,Lonavala,1-4 Yrs,health educationpharmaceuticalbachealth care servicesyogaayurvedamedicinehospital administration,30 Days Ago,24-11-2024,Not disclosed
ACCOUNTANT,Nectar Origin,Moga,1-3 Yrs,balance sheettdsaccounts payableinvestmentgeneral accountinggstauditingaccounting,30 Days Ago,24-11-2024,Not disclosed
Plant Manager,Shree Bharat International,Thiruvallur,7-10 Yrs,Plant Manager (Semi automatic line corrugated boxes)Plant managementManagementSEMPlantBoxLine,30 Days Ago,24-11-2024,Not disclosed
Tele-Caller,Rayzon Solar,Surat,2-7 Yrs,OutboundLead generationSalesUPSManagementResearchCustomer engagementData entry,30 Days Ago,24-11-2024,Not disclosed
Officer - HR (Third Party Roll) Gurugram Male Candidate Only,Panasonic Life Solutions India,Gurugram,2-4 Yrs,vendorTime Office ManagementOnboardingInductionHRISJoining FormalitiesOrientationExit Process,30 Days Ago,24-11-2024,4-6.5 Lacs PA
Supervisor,Bluestone Consultancy,Himayathnagar,0-2 Yrs,MS OfficeTypingComputer OperatingOperatingOfficeSupervisionComputerMicrosoft,30 Days Ago,24-11-2024,1.75-2.5 Lacs PA
Graphic Designer,AMSWAN,Gurugram,4-6 Yrs,Graphic DesigningContent CreationVideo EditingSocial MediaPhoto EditingEditingGraphicsMedia,30 Days Ago,24-11-2024,3.5-4.25 Lacs PA
Crm Manager,AMSWAN,Gurugram,4-6 Yrs,CRMCustomer RelationshipDatabase ManagementCustomer ManagementAnalyticsStakeholder ManagementCRM managementManagement,30 Days Ago,24-11-2024,3.5-5 Lacs PA
Demi Chef De Partie / Commis,K1 Facility,Noida,7-8 Yrs,Tandoor CuisineMulti CuisineJapanese CuisineContinental CuisineChinese CuisineHACCPCooking practices5 star hotel experience,20 Days Ago,24-11-2024,Not disclosed
Beverage Shop Manager - Chain Barnd,TEAFORIA INDIA Pvt. Ltd.,"Gurugram, Delhi / NCR",5-7 Yrs,BeverageIce CreamTeaFood And BeverageBaristaShakebubble teaCafe Management,20 Days Ago,24-11-2024,Not disclosed
Sr Brand Manager-Kolkata-FMCG,SYMBIOSIS,Kolkata,10-16 Yrs,ATLBRAND MANAGERBrand ActivationBrand ManagementBTLSRManagementBranding,30 Days Ago,24-11-2024,Not disclosed
Stock Maintenance Accountant,Needha Gold Pvt Ltd,Chennai,2-7 Yrs,Cost AccountingInventory AccountingReconcilation between book of accounts and physical inventoryInventory ManagementStock RegisterAnalytical AbilityTally ERPStock Reconciliation,30 Days Ago,24-11-2024,Not disclosed
Assistant Manager Talent Management,Top B2C Firm specializing in Gems & Jewellery,Chennai,5-7 Yrs,TeluguEmployee ManagementPerformance ManagementTalent ManagementEmployee relationsEmployee WelfarechennaiManagement,30 Days Ago,24-11-2024,8-10 Lacs PA
Executive Assistant (International),Airbnb,"Hybrid - Noida, Gurugram, Delhi / NCR",2-7 Yrs,Executive SupportCalendar ManagementEATravel ManagementStakeholder ManagementTravelManagementInternational,30 Days Ago,24-11-2024,5-10 Lacs PA
Executive Talent Acquisition,Easy Source Hr Solutions,Gurugram(Sector 20 Gurgaon +1),1-5 Yrs,BPO HiringSales HiringNon IT RecruitmentVolume HiringMass RecruitmentMass HiringBulk HiringBpo Recruitment,30 Days Ago,24-11-2024,1-3.75 Lacs PA
Jewellery Industrial Engineer,Needha Gold Pvt Ltd,Chennai,3-8 Yrs,Production PlanningDigital Project Managementjewellery industryWorkflow AnalysisProject ManagementStrategy DevelopmentDigital ManufacturingProblem Solving,30 Days Ago,24-11-2024,Not disclosed
Office Administrator,Aviagen,"Madurai, Tiruppur, Salem, Chennai, Tiruchirapalli, Coimbatore",5 Yrs,AdministrationSalesOffice equipmentPackagingOffice AdministratorManagementSupervisionOffice,30+ Days Ago,24-11-2024,Not disclosed
Operations Manager,Greenmount Spices,Kothamangalam,2-4 Yrs,Operations managementSupply chain managementInterpersonal skillsTeam leadingInventory controlFMCGManagementForecasting,30+ Days Ago,24-11-2024,Not disclosed
Manager - Finance,Greenmount Spices,Kothamangalam,5-10 Yrs,Market analysisSales budgetingCostingControl systemFinanceRevenue analysisVariance analysisAuditing,30+ Days Ago,24-11-2024,Not disclosed
Mechatronics & Service Engineer,Press Room Automation And Feed Fixtures,Thane,2-5 Yrs,InstallationMechanicalProductionTechnical SupportMaintenanceService EngineerManufacturing ProcessProcess,30+ Days Ago,24-11-2024,Not disclosed
Executive - Online Marketing,Teabox,Siliguri,1-3 Yrs,Display advertisingExecutiveOnline marketingAnalyticalMarketing campaignsDatabaseSEMSEO,30+ Days Ago,24-11-2024,Not disclosed
Graphic Designer,Teabox,Siliguri,2-4 Yrs,PrintingGraphic designingWeb technologiesIllustratorSocial mediaE-commerceDeploymentpackaging design,30+ Days Ago,24-11-2024,Not disclosed
Logistics Executive,Teabox,Siliguri,1-3 Yrs,Logistics ExecutiveExcelfedexProcess documentationRoutingManagementTroubleshootingPowerpoint,30+ Days Ago,24-11-2024,Not disclosed
Watch Service Technician,EUROPA GROUP CHENNAI,Chennai,2-5 Yrs,Watch Service TechnicianServicing,30+ Days Ago,24-11-2024,Not disclosed
Retail Showroom Manager,EUROPA GROUP CHENNAI,Chennai,1-3 Yrs,Team managementRetail salesSalesTeamRetailShowroomManagement,30+ Days Ago,24-11-2024,Not disclosed
Customer Service Executive,EUROPA GROUP CHENNAI,Chennai,2-5 Yrs,Retail ExecutiveCustomer Service ExecutiveRetail salesCustomer serviceRetailSales,30+ Days Ago,24-11-2024,Not disclosed
Training & Development Specialist,Rawalwasia Yarn Dyeing,Surat,3-7 Yrs,TrainingDevelopmentTraining And Development,30+ Days Ago,24-11-2024,Not disclosed
DIGITAL MARKETING MANAGER,Dollon's Food Products,Kolkata,4-9 Yrs,Customer acquisitionPPCEmail marketingSocial mediaCMSInternet marketingSEMSEO,30+ Days Ago,24-11-2024,Not disclosed
Sr Principal Project Engineer,Ingredion,Ahmedabad,12-16 Yrs,material handlingbrownfieldmanufacturingconstructionproject executionengineeringproject engineeringcommunication skills,30+ Days Ago,24-11-2024,Not disclosed
Planning Engineer,Ridhira Group - Building World's largest Wellness Communities,Himayatnagar,3-8 Yrs,stakeholder managementproject schedulingmultitaskingms projectgantt chartliaisonproject planningcommunication skills,30+ Days Ago,24-11-2024,Not disclosed
Backend Engineer II,Opentable,Itanagar,1-3 Yrs,springspring bootgitkafkaproblem solvingsoftware engineeringhibernatecommunication skills,30+ Days Ago,24-11-2024,Not disclosed
"Team Lead, Accounting and Compliance",Poshmark,Chennai,2-4 Yrs,ms office applicationstdsstatutory compliancegsttax lawaccountingaccounting softwarecommunication skills,30+ Days Ago,24-11-2024,Not disclosed
Area Sales Manager (B2B),Karuna Financial Services,Bardhaman,5-10 Yrs,Distribution managementArea salesB2B SalesCredit managementConsumer electronicsdistribution channel salesDistributor salesDistribution,30+ Days Ago,24-11-2024,Not disclosed
TSO,Walkaroo International,Amritsar,1-5 Yrs,TSOConsultingTerritory salesSecondary salesSalesTerritorySecondarySecondary Sale,30+ Days Ago,24-11-2024,Not disclosed
Store Manager,Karuna Financial Services,Basirhat,1-6 Yrs,RetailVisual MerchandisingLead OperationsRetail managementb2c salesStore operationsConsumer electronicsRetail sales,30+ Days Ago,24-11-2024,Not disclosed
Sales officer,Karuna Financial Services,Kolkata,2-7 Yrs,RetailDistribution managementField Sales ExecutiveRetail distributionRetail Executiveb2c salesConsumer electronicsdistribution channel sales,30+ Days Ago,24-11-2024,Not disclosed
Nordusk LED - Senior / Sales - Officer,Karuna Financial Services,Kolkata,8-13 Yrs,Direct marketingFMCGMarketing communicationConsumer electronicsWholesaledistribution channel salesElectricalsSales,30+ Days Ago,24-11-2024,Not disclosed
Project & Planning Engineer - Manager,Pharmintech,Thane,4-6 Yrs,ProcurementTechnical analysisHVACAutoCADProject managementAnalyticalREVITProject planning,30+ Days Ago,24-11-2024,Not disclosed
"Associate, Content",Klook Travel Technology Limited,Gurugram,2-7 Yrs,StaffingTalent acquisitionSocial mediaAnalyticalsocial media associateE-commerceCustomer experienceSEO,30+ Days Ago,24-11-2024,Not disclosed
"VP/Head, Polyester Yarn, Ahmedabad",NImbark fashion Limited,Ahmedabad,10-20 Yrs,Polyesterpolyester yarnDTYPOPFDY AdministrationRisk AssessmentIndustrial SafetytextileirrEHSSustainabilityFireEnvironmentManufacturingSafetyManagementLeadershipYARNPolyesterVPHeading,30+ Days Ago,24-11-2024,Not disclosed
Associate Product Manager,Pickyourtrail,Chennai,5-10 Yrs,Product managementSANUsageHead Business DevelopmentAnalyticalSOCSMSVendor,30+ Days Ago,24-11-2024,Not disclosed
Graphic Designer,Bioworld Merchandising,Gurgaon,2-5 Yrs,Screen printingPrintingRetailSoftware designIllustratorCorel DrawAnimationPhotoshop,30+ Days Ago,24-11-2024,Not disclosed
Footwear / Accessories Designer,Bioworld Merchandising,Gurgaon,2-5 Yrs,AccessoriesTradeRetailSoftware designFDDIIllustratorTransitionCorel Draw,30+ Days Ago,24-11-2024,Not disclosed
SEO / Digital Marketing,Z Square Mall,Kanpur,2-7 Yrs,AdWordsMarketing managementManagementSEODigital marketingdigitalmarketing,30+ Days Ago,24-11-2024,Not disclosed
UI/UX Developer,Z Square Mall,Kanpur,2-4 Yrs,jQueryUXhtml5Creative designingJavascriptPHPHTMLbootstrap,30+ Days Ago,24-11-2024,Not disclosed
PHP Web Developer,Z Square Mall,Kanpur,2-4 Yrs,jQueryCWeb technologieshtml5OOPSMySQLJavascriptPHP,30+ Days Ago,24-11-2024,Not disclosed
Web Content Writer,Z Square Mall,Kanpur,2-5 Yrs,Press RelationsgrammarpunctuationsyntaxInternal CommunicationsformattingEvent Strategycontent writing,30+ Days Ago,24-11-2024,Not disclosed
Mechatronics Engineer,Vision Mechatronics,Thane,1-3 Yrs,MechatronicsFinished productsManufacturing processelectromechanicalAnalyticalMechanicalResearchAutoCAD Mechanical,30+ Days Ago,24-11-2024,Not disclosed
Sales & Marketing Executive,Vision Mechatronics,Thane,2-5 Yrs,Team managementExecutive Sales & MarketingMarketing campaignsMarket researchMentorManagementMarketing managementMarketing strategy,30+ Days Ago,24-11-2024,Not disclosed
Embedded Software Engineer,Vision Mechatronics,Thane,3-5 Yrs,Computer scienceElectrical engineeringEmbedded systemsC++CSoftware developmentOperating systemsProgramming,30+ Days Ago,24-11-2024,Not disclosed
Digital Marketing Executive,Vision Mechatronics,Thane,1-3 Yrs,Google AnalyticsWeb analyticsOnline marketingSocial mediaGoogle AdWordsSEMContent writingSEO,30+ Days Ago,24-11-2024,Not disclosed
Business Development Executive,Vision Mechatronics,Thane,1-3 Yrs,Cold callingBusiness administrationSalesAfter sales serviceSales Account ExecutiveMarketing campaignsBusiness Development ExecutiveBusiness Development Representative,30+ Days Ago,24-11-2024,Not disclosed
Travel Consultant,Travelating Travel Services,Gurugram,1-5 Yrs,HospitalityTravel bookingSalesCustomer satisfactionTime managementSATMarket researchCustomer support,30+ Days Ago,24-11-2024,Not disclosed
Lead Management,UD Food Products,Ghaziabad,4-8 Yrs,Product launchTeam managementExcelSales LeadSchedulingMS WordBusiness strategyMarket survey,30+ Days Ago,24-11-2024,Not disclosed
Product Manager (PM),GT Silicon,"Kanpur, Kanpur",10-15 Yrs,pcb designinstrumentsfpgausbpackaginghandlinginstrumentationdiploma,30+ Days Ago,24-11-2024,Not disclosed
Junior Hardware Engineer / Lab Technician (JHE / LT),GT Silicon,"Kanpur, Kanpur",4-9 Yrs,pcb designfpgausbfabricationinstrumentationdiplomaschematictools,30+ Days Ago,24-11-2024,Not disclosed
INDUSTRIAL SALES & MARKETING,High Fliers,Kolkata,4-5 Yrs,Manager TechnologyIndustrial salesManagementIndustrialMarketingTechnologyTechnology managementSales,30+ Days Ago,24-11-2024,Not disclosed
Senior Accountant,High Fliers,Kolkata,7-8 Yrs,financial analysisledgeraccounts receivableaccounts payableaccountinggeneral ledgeraccounting standardscompliance,30+ Days Ago,24-11-2024,Not disclosed
HR Manager,Adore Medical,Jaipur,3-5 Yrs,Head Business DevelopmentHRManagement HeadHuman resource managementResourceHrsdBusiness developmentDevelopment,30+ Days Ago,24-11-2024,Not disclosed
Production Executive,Adore Medical,Jaipur,3-8 Yrs,Head Business DevelopmentProduction ExecutiveExecutive HeadExecutive ProductionProductionBusiness developmentDevelopment,30+ Days Ago,24-11-2024,Not disclosed
Senior Developers / Leads,Bluejay Enterprises,Thiruvananthapuram,3-10 Yrs,InfotainmentDeveloperSeniorLeadershipDevelopment,30+ Days Ago,24-11-2024,Not disclosed
Marketing Associates,Clarion Hotel,Chennai,2-3 Yrs,Hotel managementCateringHotelMarketingManagement,30+ Days Ago,24-11-2024,Not disclosed
Quality Assurance/Quality Control Executive,Meatwale,Ghaziabad,1-6 Yrs,Manager Quality AssuranceExecutive Quality AssuranceExecutive Quality ControlSoftware servicesControlQuality managementSoftwareQuality,30+ Days Ago,24-11-2024,Not disclosed
QA Engineer,Hotelogix,Noida,8-10 Yrs,Computer scienceautomation frameworkProduct qualityMavenTest strategyFunctional testingAnalyticalRegression testing,30+ Days Ago,24-11-2024,Not disclosed
HR Recruiter/corporate HR,Allview India Electronics,Noida,5-10 Yrs,Business administrationHealth insuranceInterpersonal skillsNetworkingCorporate recruitmentCorporate HRHRCost,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager - Leasing,Phoenix Marketcity,Bareilly,3-5 Yrs,Sales HeadTrainingSalesBankingBusiness planningLeasingManagementRevenue maximization,30+ Days Ago,24-11-2024,Not disclosed
Retail Store Executive,Fully Filmy,Chennai,1-3 Yrs,TrainingSalesBillingBudgetingRetail Store Executiveretail outletsstoresretail,30+ Days Ago,24-11-2024,Not disclosed
PHP Developer,Clear Car Rental Private Limited,Aurangabad,2-7 Yrs,DrupaljQueryCodingXMLWordpressJavascriptServiceJSON,30+ Days Ago,24-11-2024,Not disclosed
Product Manager,GT Silicon,Kanpur,10-15 Yrs,pcb designinstrumentsbeelectronic circuit designverbal communicationproduct managerpackagingagile,30+ Days Ago,24-11-2024,Not disclosed
Hardware Engineer,GT Silicon,Kanpur,4-9 Yrs,microprocessorgsmmicrocontrollerpcb designfpgausbdebugginginstrumentation,30+ Days Ago,24-11-2024,Not disclosed
Junior Hardware Engineer Lab Technician JHE LT,GT Silicon,Kanpur,4-9 Yrs,design layoutpcb designlayout designbefabricationsmtsolderingdesign software,30+ Days Ago,24-11-2024,Not disclosed
Embedded Engineer,GT Silicon,Kanpur,3-8 Yrs,gsmdevelopmentcusbandroidgpsspizigbee,30+ Days Ago,24-11-2024,Not disclosed
Embedded Engineer EE,GT Silicon,Kanpur,3-8 Yrs,developmentcusbandroidcommunication protocolsdevelopinggpsspi,30+ Days Ago,24-11-2024,Not disclosed
"Assistant Manager, Digital Platform Operations, APAC",NMD,Gurugram,2-7 Yrs,RCARoot cause analysisBackendAnalyticalIT skillsIssue resolutionCustomer serviceSCM,30+ Days Ago,24-11-2024,Not disclosed
Agronomist,Agri Care,"Ludhiana, ferozepur",1-4 Yrs,TrainingTradeConsultancyAgronomy,30+ Days Ago,24-11-2024,Not disclosed
Nursing Superintendent,Anandloke,"WEST BENGAL, INDIA",1-5 Yrs,EMERGENCYCASUALTYNursingHospitalsStaff NurseNursesGNMPCBSC,30+ Days Ago,24-11-2024,Not disclosed
Receptionist,Anandloke,"WEST BENGAL, INDIA",1-5 Yrs,ReceptionistAdministrationFront DeskTelephone ScreeningTravel ArrangementsFront OfficeComputer Operatingdesk,30+ Days Ago,24-11-2024,Not disclosed
Electrician,Anandloke,"WEST BENGAL, INDIA",1-5 Yrs,ElectricianElectricalselectrical works,30+ Days Ago,24-11-2024,Not disclosed
Pharmacist,Anandloke,"WEST BENGAL, INDIA",1-5 Yrs,PharmaPharmacyPharmacistpharmaceutical,30+ Days Ago,24-11-2024,Not disclosed
Staff Nurse,Anandloke,"WEST BENGAL, INDIA",1-5 Yrs,EMERGENCYCASUALTYNursingHospitalsStaff NurseNursesGNMPCBSC,30+ Days Ago,24-11-2024,Not disclosed
Production Supervisor,Urmin Group,Ahmedabad,2-5 Yrs,MIS reportingHR SupervisorHR MISProduction SupervisorTranslationTeam managementPDFmanagement,30+ Days Ago,24-11-2024,Not disclosed
Purchase Executive,Pharmintech,Thane,2-7 Yrs,Supply chainPurchase ExecutiveHR ExecutiveResearchCostMonitoring,30+ Days Ago,24-11-2024,Not disclosed
Electrical Design Engineer,Pharmintech,Thane,2-7 Yrs,Electrical engineeringDesign engineeringHVACElectrical designSwitchgearProtection systemSingle line diagramControl panel,30+ Days Ago,24-11-2024,Not disclosed
Guest Relation Executive,The Altius A Boutique Hotel,Chandigarh,2-5 Yrs,PresentableHouseCommGuest Relation ExecutiveBusiness ExecutiveBASICGuest relationsRelationship,30+ Days Ago,24-11-2024,Not disclosed
Marketing Manager Alliances,ClearDekho,Ghaziabad,1-6 Yrs,Relationship managementSupervisorTradeMarketing ManagerSalesNetworkingLegalConceptualization,30+ Days Ago,24-11-2024,Not disclosed
UI / UX Designer,Br Designs,Surat,3-5 Yrs,CSSIllustratorManager TechnologyE-commercewireframingbootstrapTroubleshootingAdobe,30+ Days Ago,24-11-2024,Not disclosed
Assistant F&B Manager,Sinclairs Hotels & Resorts,bengal,3-5 Yrs,quality serviceunitoperationsgmbeverageguesthotel managementdiploma,30+ Days Ago,24-11-2024,Not disclosed
Travel Booking Executive,Skywings Travel,Gurugram,5-10 Yrs,Travel bookingReservationTicketingExcelMISIATATravel ExecutiveDomestic Executive,30+ Days Ago,24-11-2024,Not disclosed
Sr. Executive Accounts & Billing,Skywings Travel,Gurugram,5-10 Yrs,TDSMISReconciliationBillingPackagingForeign remittanceAccounts ExecutiveAccounts receivable,30+ Days Ago,24-11-2024,Not disclosed
Domestic & International Tour Executive,Skywings Travel,Gurugram,5-10 Yrs,back officecustomer serviceinternational ticketingtourismitineraryair ticketingtoursdomestic,30+ Days Ago,24-11-2024,Not disclosed
Domestic & International Reservation & Ticketing Professional,Skywings Travel,Gurugram,3-4 Yrs,bponon voice processsabrecustomer serviceinternational ticketingcustomer caretourismair ticketing,30+ Days Ago,24-11-2024,Not disclosed
