roles,companies,locations,experience,skills,Dates,PresentDate,salary
Sales Officer - Batteries / Torches,Geep Industries India,"Madhya Pradesh, Maharashtra, Rajasthan",3-5 Yrs,SalesSales GenerationLead GenerationCustomer Relationship ManagementSales AdministrationManagementCustomer relationshipBattery,5 Days Ago,24-11-2024,Not disclosed
Sales Officer - LED Business,Geep Industries India,"Madhya Pradesh, Maharashtra, Rajasthan",3-5 Yrs,SalesSales GenerationLead GenerationCustomer Relationship ManagementSales AdministrationManagementCustomer relationshipBusiness leadership,5 Days Ago,24-11-2024,Not disclosed
State Head - Batteries / Torches,Geep Industries India,"Madhya Pradesh, Maharashtra, Rajasthan",10-18 Yrs,Salescompetitor analysisCustomer Relationship ManagementSales Strategymarket researchSales Planninginventory managementMarketing,6 Days Ago,24-11-2024,Not disclosed
State Head - LED Business,Geep Industries India,"Madhya Pradesh, Maharashtra, Rajasthan",10-20 Yrs,SalesTeam ManagementCustomer Relationship ManagementSales StrategyDistribution Network ExpansionSales ManagementSales PlanningMarketing,6 Days Ago,24-11-2024,Not disclosed
Company Secretary,Square 1 Consulting,Kolkata(Park Street),3-8 Yrs,Company SecretarialCsCompanies ActNBFCSecretarial ActivitiesRBIROC ComplianceStatutory Compliance,6 Days Ago,24-11-2024,4-6 Lacs PA
Company Secretary,Square 1 Consulting,Kolkata(Theatre Road),1-4 Yrs,CsLLP agreementsCompanies ActComplianceROCCompliance ManagementLegal ComplianceCorporate Law,6 Days Ago,24-11-2024,4-5.5 Lacs PA
Sales and Product Manager,Square 1 Consulting,Kolkata(Park Street),3-7 Yrs,CargoHydraulicsDirect SalesSales And Operations PlanningbargeProduct SalesSales And MarketingShipping,6 Days Ago,24-11-2024,4-7 Lacs PA
Pricing Manager,Square 1 Consulting,Kolkata(Park Street),3-8 Yrs,CostingPricingProduct CostingPricing AnalysisFleetTransportationbreakbulkProduct Pricing,6 Days Ago,24-11-2024,3-7 Lacs PA
Costing Manager (Cargo & Logistics),Square 1 Consulting,Kolkata,4-9 Yrs,Cost ManagementCost AnalysisFleetCostingCost EstimationCostODCProject Cargo,6 Days Ago,24-11-2024,4-6 Lacs PA
Sales Manager (Project),Square 1 Consulting,Kolkata,5-10 Yrs,Sales DevelopmentCargoIndustrial SalesProject SalesHydraulicsPortLogistics SalesODC,6 Days Ago,24-11-2024,4-6 Lacs PA
Account Executive,Square 1 Consulting,Kolkata,4-7 Yrs,AccountingGst ReturnTDS ReturnTDSTally ERPAnnual ReturnGstSales Entry,6 Days Ago,24-11-2024,2-2.5 Lacs PA
Account Executive,Square 1 Consulting,Kolkata(Minto Park),1-6 Yrs,accountantGst ReturnE Way BillE-InvoicingGst FilingTDS ReturnFilingAccounting,6 Days Ago,24-11-2024,2-3 Lacs PA
Peb Design Engineer,Square 1 Consulting,Kolkata(Park Circus),5-10 Yrs,Pre Engineered BuildingStructural EngineeringBuilding ConstructionDesign EngineeringPEBSteel FabricationStructural DesignSteel Design,6 Days Ago,24-11-2024,4-7.5 Lacs PA
Project Manager Civil,Square 1 Consulting,"Kolkata, Bokaro",8-13 Yrs,Civil ProjectProject EngineeringProject MonitoringCivil Project ManagementBudget ControlCommunication SkillsProposal PreparationConstruction Management,6 Days Ago,24-11-2024,7-10 Lacs PA
Project Manager,Square 1 Consulting,"Kolkata, Bokaro",8-13 Yrs,Hotel ProjectsCivil Project ManagementConstruction Project ManagementHigh Rise BuildingReal Estate ConstructionConstruction ManagementCivil ConstructionCommercial Complex,6 Days Ago,24-11-2024,7-11 Lacs PA
Administration Executive,Square 1 Consulting,Kolkata(Theatre Road),2-5 Yrs,Administration WorkFixing AppointmentsScanningSecretarial ActivitiesDocumentationMS OfficeOffice CoordinationDrafting,6 Days Ago,24-11-2024,1.75-2.25 Lacs PA
Personal Assistant,Square 1 Consulting,Kolkata(Theatre Road),2-6 Yrs,Administration WorkFixing AppointmentsWordPersonal AssistanceSecretarial ActivitiesDocumentationVisitor ManagementPowerpoint,6 Days Ago,24-11-2024,1.75-2.5 Lacs PA
Administration Manager,Square 1 Consulting,Kolkata(Shakespeare Sarani ),2-7 Yrs,Personal AssistanceAdministrative AssistanceTravel ArrangementsOffice AdministrationSecretarial ActivitiesSecretarial OperationsAdmin executiveAssistance,6 Days Ago,24-11-2024,2-3 Lacs PA
Mep Engineer,Square 1 Consulting,Kolkata(Park Street),3-7 Yrs,mep engineerVentilationHVAC SystemElevatorsPlumbingFire ProtectionMep DesignPlumbing System,6 Days Ago,24-11-2024,3.5-6 Lacs PA
Production Manager,Square 1 Consulting,"Kolkata(Bagnan +1), Howrah",5-10 Yrs,ProductionFactory AdministrationFabricationSteel FabricationPre Engineered BuildingProduction ManagementSchedulingFactory Operations,6 Days Ago,24-11-2024,4-7 Lacs PA
Maintenance Engineer,Square 1 Consulting,"Kolkata, Sonarpur",2-5 Yrs,MaintenanceBreakdown MaintenanceEquipmentEquipment MaintenancePreventive MaintenanceMechanical EngineeringRepairPEB,6 Days Ago,24-11-2024,2-3 Lacs PA
Research And Development Manager (CIVIL),Square 1 Consulting,Kolkata(New Town),18-25 Yrs,Research And DevelopmentConstructionCostingR&D initiativesAnalytical AbilityCivil ConstructionCoordinationRnd,6 Days Ago,24-11-2024,9-14 Lacs PA
Project Head,Square 1 Consulting,Kolkata(New Town),10-20 Yrs,Civil Project ManagementResearch And DevelopmentConstruction Managementproject headR And DResearchRCivil,6 Days Ago,24-11-2024,9-15 Lacs PA
Back Office Operations Executive,Square 1 Consulting,Kolkata(Park Street),1-6 Yrs,Stock BrokingBack Office OperationsTradingDematBrokingTally Accounting PackageSharesTally Accounting,6 Days Ago,24-11-2024,1.25-2 Lacs PA
Civil Site Engineer,Square 1 Consulting,Kolkata(EM Bypass),6-11 Yrs,Site EngineeringCivil ConstructionBar Bending ScheduleBoqAutoCADCivil Project ManagementSite ExecutionCivil Engineering,6 Days Ago,24-11-2024,4-6 Lacs PA
Documentation Executive,Square 1 Consulting,Kolkata(Theatre Road),1-3 Yrs,DocumentationDocuments ScanningDocument VerificationDocumentsBack OfficeBack Office OperationsDocument CheckingMS Office,6 Days Ago,24-11-2024,1.25-1.75 Lacs PA
State Head - Batteries / Torches,Geep Industries India,"Tamil Nadu, Kerala",10-18 Yrs,Salescompetitor analysisCustomer Relationship ManagementSales Strategymarket researchSales Planninginventory managementMarketing,6 Days Ago,24-11-2024,Not disclosed
Accounts manager (CA/CA-inter),A well reputed solar module Fabrication and galvanizing & tower structure manufacturing company,Jaipur,8-13 Yrs,AccountancyTDSGstAccount ManagementTaxationAccounting OperationsAccountingLegal Compliance,5 Days Ago,24-11-2024,7.8-10.8 Lacs PA
Lawyer,Archers Properties Llp,Shirur,4-7 Yrs,Drafting DeedsMoUAgreementsDraftingEnglishLegal DocumentationContract DraftingLitigation,5 Days Ago,24-11-2024,2.4-3.6 Lacs PA
Quality Head,A well reputed solar module Fabrication and galvanizing & tower structure manufacturing company,Jaipur,10-20 Yrs,Quality ManagementQuality AnalysisGalvanizingQuality ControlQuality AuditSolar PanelCustomer QualityPlant Quality,5 Days Ago,24-11-2024,9.6-14.4 Lacs PA
Incharge Block Fabrication,India International Technical Recruiters,Gujarat,7-12 Yrs,Ship BuildingBuildingFabrication,5 Days Ago,24-11-2024,8-12 Lacs PA
Motion Graphics Artist,Leading Real Estate Group,Noida(Noida-Greater Noida Expressway),5-10 Yrs,Video EditingAdobe PremiereMotion Graphics2D AnimationAdobe After EffectsMotionVisual EffectsSpecial Effects,5 Days Ago,24-11-2024,6-8 Lacs PA
Office Assistant - Female,Greyhound Engineers India Pvt. Ltd.,"Ballabhgarh, Faridabad",1-3 Yrs,Executive AssistantOffice CoordinatorMSofficeOffice AssistantMS OfficefilingExcelBack Office,5 Days Ago,24-11-2024,2-2.5 Lacs PA
Assembly Technician,Win Solutions,Chennai(Thiruvallur +4),5-8 Yrs,Assembly TechnicianValve ProductOil & GasOilAssemblyGasValves,5 Days Ago,24-11-2024,"50,000-1.5 Lacs PA"
Administration Executive,Flexus Soft Services,Chennai,1-3 Yrs,TallyOffice AdministrationAccountingExecutive supportAdministrationOffice,5 Days Ago,24-11-2024,1-2.5 Lacs PA
Lead Generation Executive,Galaxy Jobs,Chennai,4-5 Yrs,Lead GenerationSocial MediaClient AcquisitionEmail MarketingCold CallingProspectingLead QualificationAcquisition,5 Days Ago,24-11-2024,6.5-9 Lacs PA
Receptionist/Front Office Executive (Females),Shalimar Corp,Lucknow,1-6 Yrs,Very Good Communication SkillsFront DeskFront OfficePresentableOfficeDeskFrontCommunication skills,5 Days Ago,24-11-2024,4-4.75 Lacs PA
Assistant General Manager / Senior Manager,Apto Management Services,"Noida, New Delhi, Faridabad, Gurugram, Delhi / NCR",12-20 Yrs,Civil EngineeringTunnelingCost EstimationTenderingSeniorEngineeringManagementCivil,5 Days Ago,24-11-2024,Not disclosed
Design Engineer For Ice-cream Manufacturing Machines At Ahmedabad,A NEW STARTUP ICE CREAM MANUFACTERING NEEDS DESIGN ENGINEEERS FOR AHMEDABAD BASED PLANT WHO CREATE M,Ahmedabad,2-6 Yrs,Autocad DraftingManufacturing DrawingsAutoCAD 3DAutoCAD 2DAutoCADDrawingDrafting3D,5 Days Ago,24-11-2024,Not disclosed
"Exe/Sr. Exe-Banking || Real Estate, Noida",Ecogreen Buildtech,"Noida, Ghaziabad, Greater Noida",3-8 Yrs,bankingHousing Financeresidential loanHLHome LoansProperty LoanHousingLoan Sales,5 Days Ago,24-11-2024,Not disclosed
"Hiring For Planning Manager | Sohna, Gurgaon",Rsb Infrastructure,Sohna,5-8 Yrs,AutoCADMSPPrimaveraConstruction PlanningConstructionHiringManagementPlanning,5 Days Ago,24-11-2024,Not disclosed
Seo Executive/Noida sec135,Axis Ecorp Holdings Pvt. Ltd.,Noida,3-7 Yrs,Search Engine OptimizationOff-page OptimizationSEOOn-page OptimizationOptimizationSearch engineSearchingEngine,5 Days Ago,24-11-2024,2.25-3 Lacs PA
CNC Machine Operator Job Openings in Dubai | UAE | GULF,Thugil Technologies,"Dubai, Chennai, UAE",1-3 Yrs,CNC ProgrammingCNC MillingCNC TurningMachine OperatingLathe MachineLatheCNC GrindingSiemens Control,5 Days Ago,24-11-2024,4-5.5 Lacs PA
Sales And Marketing Manager,ANM Consultants,Raipur,3-8 Yrs,salesLPGIndustrial SalesLubricantsLNGGreaseSales And MarketingRefinery,5 Days Ago,24-11-2024,3-8 Lacs PA
"Executive Assistant (EA To MD) || Preet Vihar, New Delhi",Ecogreen Buildtech,"Noida, Ghaziabad, New Delhi(Preet Vihar)",10-15 Yrs,executive assistantEAFixing AppointmentsPersonal AssistanceCalendaringSecretarial ActivitiesMOMexecutive support,6 Days Ago,24-11-2024,Not disclosed
Hr Executive And Recruiter/Noida sec135,Axis Ecorp Holdings Pvt. Ltd.,Noida,3-6 Yrs,Human Resource ManagementHR Generalist ActivitiesHR OperationsRecruitmentResourceManagementHrsdResource management,6 Days Ago,24-11-2024,2.75-3.75 Lacs PA
Purchase Manager & executive,Srinath Homes India,Jamshedpur(Bistupur),14-15 Yrs,Purchase ManagementEnglishPurchase PlanningPurchase OperationsPurchase ProcessPurchase AccountingHindiManagement,6 Days Ago,24-11-2024,1.8-4.8 Lacs PA
Maintenance Manager,Safeway Concessions,Gujarat,3-6 Yrs,Maintenance ManagementHighwaysRoad ProjectCivil MaintenanceExpresswayCivil EngineeringCivilProject,6 Days Ago,24-11-2024,5-9 Lacs PA
Cad Officer - Contract(One Year),Xylem Water Solutions,Vadodara,2-5 Yrs,CreoAutoCAD2D Modeling3D ModelingGeometric DesignModelingCAD3D Model,5 Days Ago,24-11-2024,Not disclosed
Purchase Executive,Vijay Raja Homes,Chennai(Jafferkhanpet),1-2 Yrs,Purchase PlanningPurchase ManagementInventory ControlMaterial ManagementPurchase Vendor DevelopmentRaw Material ProcurementProcurement PlanningPrice Negotiation,6 Days Ago,24-11-2024,Not disclosed
Civil Engineer,Simho Hr Services,"Tada, Chennai",3-7 Yrs,Site SupervisionCivil Site EngineeringCivil ConstructionCivil EngineeringSite ExecutionSite EngineeringConstructionExecution,6 Days Ago,24-11-2024,Not disclosed
Executive - Training Co-ordination,Simho Hr Services,"Noida, Delhi / NCR",2-6 Yrs,Travel ArrangementsCoordinationMIS ReportingTraining coordinationTrainingTravelMISTravel Operations,6 Days Ago,24-11-2024,Not disclosed
Maintenance Engineer,Safeway Concessions,Gujarat,5-7 Yrs,Maintenance EngineeringRoad ProjectHighwaysMaintenance PlanningInfrastructurePlanningProjectEngineering,6 Days Ago,24-11-2024,8-12 Lacs PA
Civil Engineer,Boyen Haddin,Vadodara(Subhanpura),2-5 Yrs,EPCCivil EngineeringQC EngineeringCivilQCEngineering,6 Days Ago,24-11-2024,"50,000-3 Lacs PA"
Urgent hiring Sales Coordinator For a reputed Company,K3M Industries Llp,Noida,3-8 Yrs,office assistantback endsales coordinatorMISbackendcoordinatoroffice coordinatordocumentation,6 Days Ago,24-11-2024,Not disclosed
Business Development Executive,Rishi Jobs,Rajkot,2-5 Yrs,SalesLogistics SalesLogisticsBusiness developmentDevelopment,6 Days Ago,24-11-2024,2-3.5 Lacs PA
Design Engineer,Vinnar Realty Llp,Vijaynagar,2-4 Yrs,Civil ConstructionSketchupEnglishKannadaBoqAutoCADEstimationHindi,6 Days Ago,24-11-2024,4.2-5.4 Lacs PA
Sr. Executive/Assistant Manager-Logistics,Shreshtham Services Llp,Gurugram,4-9 Yrs,Freight ManagementImport DocumentationCustom ClearanceFreight ForwardingExport ImportClearingFreightManagement,6 Days Ago,24-11-2024,4.5-5.5 Lacs PA
Project Manager - BIM (MEP),Smart Lion,Ahmedabad,5-10 Yrs,MEPPlumbingPlumbing DesignStructural DesignAutoCADMechanical DesignBIMCAD,6 Days Ago,24-11-2024,7.5-14 Lacs PA
Quality Engineer (Concrete QC),Ask Esquare Business Solution,Dahej,3-5 Yrs,Civil EngineeringQuality EngineeringQuality ControlConcrete TestingQCQa/QcReady Mix ConcreteConcrete,6 Days Ago,24-11-2024,3.5-6.5 Lacs PA
Qa Engineer,Gemsons Precision Engineering,Vasai,1-3 Yrs,Should have knowledge of Measurment InsturmentsQuality assuranceQuality assurance engineering,6 Days Ago,24-11-2024,3-5.5 Lacs PA
Project Manager /Site Incharge @field Work in a solar Power company,Talent Corner Hr Services,"Mundra, Navsari",2-6 Yrs,Solar ProjectSolar frameworkProject ExecutionSite ManagementProject MonitoringProject ManagerSite MonitoringFramework,6 Days Ago,24-11-2024,3-4.5 Lacs PA
"AM - Charter Plane Operation, Coordination with pilot. Domestic",Aviation Co .having 4 Charter Plane for Domestic Passenger- Delhi R1 Airport. office Cyber City. .,"New Delhi, Gurugram(Cyber City)",4-6 Yrs,Schedule plane take up & arrival knowing aviation regulations excellent communicationAviation operations responsible for Domestic Charter Plane Operations Coordination with the pilot coordinate other airport for arrival plane arrivalPlanningOperationsAviationCommunication skillsPilotingDomestic,6 Days Ago,24-11-2024,Not disclosed
Accountant,Mideast Pipeline Products,Kolkata(BBD Bag),5-10 Yrs,Tds FilingGst FilingAccounts ReconciliationGst ReturnIncome Tax ReturnPF Return FilingLiaisonChallan,6 Days Ago,24-11-2024,2.25-3.5 Lacs PA
Civil Site Project Engineer -Ahmedabad,mnc,Ahmedabad,1-5 Yrs,ResidentialpmcSite Executionsite supervisorInterior DesigningProject Executionproject engineerSite Supervision,6 Days Ago,24-11-2024,2.5-5 Lacs PA
Senior Accountant,Cubic HR,Kolkata(Airport Area),8-13 Yrs,TDSBooks Of AccountsAccountingDirect TaxIndirect TaxationFinalisationEnglishBengali,6 Days Ago,24-11-2024,4.2-5.4 Lacs PA
Dispatch Executive - For reputed engineering manufacturing company,Crown Hr Services,Vadodara,2-4 Yrs,DispatchWarehouseShipmentSupply Chain ManagementLogisticSupply chainEngineeringManufacturing Industry,6 Days Ago,24-11-2024,2.5-3 Lacs PA
Assistant Manager/Manager-Sales_Bhutani Infra,Bhutani Group,Noida,3-8 Yrs,SalesCommercial SalesReal Estate SalesResidential SalesReal estateResidentialCommercialEstate,6 Days Ago,24-11-2024,Not disclosed
Sr. Purchase Executive,PowerWind Limited,Gurugram(Sector 54 Gurgaon),4-6 Yrs,ProcurementNew Vendor DevelopmentPurchase OrderSupply Chain ManagementWind turbine components purchasingWind TurbinesTurbineSupply chain,6 Days Ago,24-11-2024,4-6 Lacs PA
Manager/Sr. Manager - India Sales,Vegazva,Gurugram,10-15 Yrs,CRM ManagementSales ForecastingSales PlanningMS Office SuiteAnalyticalcommunicationPresentationLeadership Skills,6 Days Ago,24-11-2024,Not disclosed
Interiors Site Engineers,Orange Green Interiors,Hyderabad(Gachibowli),3-6 Yrs,Interior FinishingProject ExecutionInterior ExecutionInterior WorksEnglishTeluguHindiFinishing,6 Days Ago,24-11-2024,2.4-4.8 Lacs PA
Senior Civil Engineer For Civil Construction at Ranchi,Reputed Construction Company,Ranchi,3-5 Yrs,BuildingConstructionBuilding ProjectBuilding ConstructionHigh Rise BuildingProject EngineeringSite ManagementCivil Construction,6 Days Ago,24-11-2024,2-3.5 Lacs PA
Architect,Raghuvir Amreliya,Ahmedabad(Nikol),3-6 Yrs,SketchupAutoCADArchitectingDrawingEnglishStructural DesignHindi3Ds Max,6 Days Ago,24-11-2024,6-11.88 Lacs PA
Billing Engineer,Dynacon Projects,"New Delhi, Gurugram, Delhi / NCR(Bahadurgarh)",5-10 Yrs,Sub Contractor BillingBillingContractorsSubcontractorsContractsSUBContractor billingBilling engineering,6 Days Ago,24-11-2024,6-12 Lacs PA
Civil Engineer- Canal Construction,Skills And Placement Services Bhopal,"Barmer, Rajsamand",5-10 Yrs,CanalCivilConstructionConstruction ManagementCivil ConstructionCivil Project ManagementEstimationBilling,6 Days Ago,24-11-2024,Not disclosed
Urgent requirement of QC Mechanical Engineer For Amravati Location,Stem Intec Llp,"Yavatmal, Akola, Amravati",8-12 Yrs,welding inspectionstructureQC Mechanical EngineerpipingHeat ExchangersStatic EquipmentNDT Level IIQuality Engineer,6 Days Ago,24-11-2024,Not disclosed
Tender Estimation Executive Required For Construction Co.,Reputed Civil Construction Company,Ranchi,5-9 Yrs,Tender AnalysisTender EstimationE-tenderingTender DocumentationCost EstimationGovernment TenderTender PreparationTendering,6 Days Ago,24-11-2024,3-6 Lacs PA
Urgent requirement of QC Mechanical Engineer For Sambhaji Nagar.,Stem Intec Llp,"Nashik, Ahmednagar, Aurangabad",8-13 Yrs,Welding InspectionPiping Inspectionsturcurequality inspecorHeat ExchangersStatic EquipmentRotatingNDT Level II,6 Days Ago,24-11-2024,Not disclosed
HR Executive,Corporate Stalwarts,"Mohali, Chandigarh, Kharar",1-5 Yrs,Communication SkillsPC literacyMS OfficePCOfficeMicrosoft,6 Days Ago,24-11-2024,Not disclosed
Senior Accounts Manager,RDP Infracon,Kolkata,4-9 Yrs,Financial AnalysisAccount ManagementAccounts And FinanceFinancial StatementsFund ManagementAccounting OperationsFinance And AccountsBudgeting,6 Days Ago,24-11-2024,Not disclosed
Senior Accounts Manager,Square 1 Consulting,Kolkata(Ballygunge),7-12 Yrs,Senior Account ManagerFinancial AccountingAccount headAuditingFinalisationTax AuditManagement AccountingAccounts Finalisation,6 Days Ago,24-11-2024,5-7.5 Lacs PA
Electrical Design Engineer,Sanelac Consultants,"Noida, Faridabad, Delhi / NCR(Okhla)",5-10 Yrs,DesignconsultantMEPElectrical DesignAutocad ElectricalDrawingBoqLayout,5 Days Ago,24-11-2024,5-10 Lacs PA
Urgent Opening For Tele sales | sales manager | AD | VP REAL Estate,Propshop,"Noida, Ghaziabad, Delhi / NCR",0-5 Yrs,SalesReal EstatetelesalesBusiness DevelopmentTarget AchievementClient Relationship ManagementConvincing PowerInside Sales,17 Days Ago,24-11-2024,2-7 Lacs PA
Sales Manager - Real Estate (Multiple locations),Buniyad Real Estate Services,"Noida, Gurgaon/ Gurugram, Greater Noida",1-5 Yrs,Real Estate SalesRetail SalesReal Estate MarketingSalesBrokerReal EstateClient Relationship ManagementChannel Sales,9 Days Ago,24-11-2024,1.25-4.5 Lacs PA
Inside Sales Executive- REAL ESTATE,MyRealestate.in,Noida,1-6 Yrs,Tele Sales ExecutiveOutboundLead generationClient handlingSalesCustomer serviceSales ExecutiveInside Sales Executive,7 Days Ago,24-11-2024,Not disclosed
Sales Trainer- Real Estate,360 Degree Ventures,Noida,2-7 Yrs,Real EstateBehavioural TrainingProject MonitoringSite ManagementSoft Skills TrainingCommercial ProjectsResidential ProjectsCorporate Training,6 Days Ago,24-11-2024,Not disclosed
Marketing Executive,Notoxic,Coimbatore,0-2 Yrs,Data analysisWeb analyticsSocial mediaStrategic planningMarket researchPromotional eventsMS OfficeMarketing Executive,30+ Days Ago,24-11-2024,Not disclosed
Jr. Engineer,Sahajanand Laser Technology Limited (SLTL),Gandhinagar,0-2 Yrs,TrainingISOAnalyticalTechnical salesElectronicsCustomer complaintsContinuous improvementTeam building,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive- Freshers,Atlant Global India,Bengaluru,0 Yrs,Cold callingBasicSalesCustomer retentionSales ExecutiveRetentionColdCalling,30+ Days Ago,24-11-2024,Not disclosed
Creative Writer,Principle Acs Engineering India,Hyderabad,0-3 Yrs,Senior managementProject documentationIntranetComputer proficiencyManagementCreative writingComputerDocumentation,30+ Days Ago,24-11-2024,Not disclosed
Executive Assistant,Principle Acs Engineering India,Hyderabad,0-1 Yrs,TicketingProject reportsSenior managementSenior ExecutiveProjectProject AuditReportingManagement,30+ Days Ago,24-11-2024,Not disclosed
Junior Engineers - Telecom,Principle Acs Engineering India,Chennai,0-2 Yrs,TelecomCivilQuality auditData collectionSupervisionQualityDataAuditing,30+ Days Ago,24-11-2024,Not disclosed
Pre Sales Executive,Jh Developers,Bengaluru,0-3 Yrs,Pre Sales ExecutiveSalesDatabaseSales ExecutivePreDBMSPresalesSales executive activities,30+ Days Ago,24-11-2024,Not disclosed
Engineer,Kjww Engineering Consultants,"Visakhapatnam, Ahmedabad",0-3 Yrs,ArchitectureCADBimSystem designClient relationshipStructural engineeringMS OfficePrincipal,30+ Days Ago,24-11-2024,Not disclosed
Graphic Designer,Lobb,Bengaluru,0-2 Yrs,GraphicsProduct engineeringIllustratorIllustrationProject managementConceptualizationPhotoshopTechnical documentation,30+ Days Ago,24-11-2024,Not disclosed
Senior Manager-Process & Proposal (Tendering-Water sector),Spml Infra,Kolkata,8-13 Yrs,Process EngineerTender EstimationWater SectorCost EstimationProcess DesignProposal EngineeringTenderingCosting,29 Days Ago,24-11-2024,Not disclosed
Graduate Engineer Trainee,Precision Equipments,"Sriperumbudur, Chennai(Irungattukottai)",0-5 Yrs,ProcurementSales And MarketingMechanical EngineeringOil and GasEngineering ProjectsPressure VesselsGasSales,9 Days Ago,24-11-2024,Not disclosed
Junior Sales Executives,Valcan Solar,Hyderabad,0-1 Yrs,Lead generationRenewable energySystem integrationSystem ExecutiveDealer network developmentUPSSales processSales Executive,30+ Days Ago,24-11-2024,Not disclosed
Quality Engineer,Ashapurna Buildcon,Jodhpur,2-5 Yrs,Civil EngineeringQuality EngineeringSite ExecutionCivilSiteEngineeringQualityExecution,3 Days Ago,24-11-2024,4-4.5 Lacs PA
Account Executive,Bhardwaj Group,Raipur,3-8 Yrs,Tally ERPGeneral AccountingJournal EntriesTellyGstTDS ReturnJournalERP,6 Days Ago,24-11-2024,1.75-3.5 Lacs PA
Sr. Executive/ Assistant Manager - Accounts,Desi Construction,Gurugram,6-11 Yrs,GSTService TaxTDScomplianceGeneral AccountingPayablesTaxationSR,13 Days Ago,24-11-2024,5-9 Lacs PA
Assistant Manager/ Manager - Human Resource,Desi Construction,Gurugram,5-10 Yrs,Talent AcquisitionHR Generalist ActivitiesHr OpsHuman resource managementOpsResourceManagementAcquisition,13 Days Ago,24-11-2024,5-9 Lacs PA
Manager - Retail Leasing (Real Estate),Buniyad Real Estate Services,Noida,2-7 Yrs,Retail LeasingCommercial Real EstateLeasingCommercial LeasingRetailManagementReal estateCommercial,15 Days Ago,24-11-2024,2.75-5 Lacs PA
Sales Manager,Wappsys,"Gurugram, Delhi / NCR",5-10 Yrs,Waste Water TreatmentETPWTPLead GenerationSales And MarketingSales ManagementBusiness DevelopmentSTP,13 Days Ago,24-11-2024,Not disclosed
Sales Manager,Shoperty Consultants,"Gurugram, Haryana, Delhi / NCR",0-5 Yrs,Real Estate SalesChannel PartnersEstatePropertyResidential SalessalesManagementChannel,3 Days Ago,24-11-2024,2.25-7 Lacs PA
Urgent hiring For a India's top leading company|| Quality Engineer,Landmark Adv,Nimbahera,8-12 Yrs,Quality InspectionCement PlantQuality CheckField QualitySCheckCompanyInspection,6 Days Ago,24-11-2024,Not disclosed
Senior Operations Executive,Edgistify,Thane,3-8 Yrs,Supply Chain OperationsWarehouse OperationsInventory ManagementSLA ManagementWarehouse ManagementWarehouseProcess ManagementLogistics Operations,6 Days Ago,24-11-2024,3.5-5 Lacs PA
Estimation / Proposal Engineer - Fire Fighting Systems - Ahmedabad,"Leading Fire Fighting, ELV, CCTV, IBMS & Protection System Company Located at Ahmedabad - Gujarat.","Gandhinagar, Ahmedabad(Amraiwadi +126), Gujarat",5-10 Yrs,Proposal EngineerAhmedabadGujaratFire Fighting SystemsSatelliteProjectsProposalsMarketing,6 Days Ago,24-11-2024,4-6.5 Lacs PA
AM/Manager Sales,Smile Management Solutions,Chandigarh,3-8 Yrs,min 3 yrs experience in real estate company and willing to relocate to cahndigarhAmsCompanySalesReal estateManagementSales managementEstate,7 Days Ago,24-11-2024,3.5-6 Lacs PA
Sr.Admin Executive,Real Estate Group,Raipur,3-8 Yrs,AdministrationAdministration Managementsenior adminOffice AdministrationAdministrative AssistanceAdmin ActivitiesAssistanceOffice,7 Days Ago,24-11-2024,3.75-6 Lacs PA
Sales Executive,Taneja Properties,Faridabad(Sector 10 HBC),1-6 Yrs,EstateEstate ManagementReal EstatePropertySales And MarketingSales ManagementReal Estate SalesReal Estate Construction,7 Days Ago,24-11-2024,1.2-1.32 Lacs PA
VP-Manufacturing --Pressure Vessels-heat exchanger-MNC-MANOR-Palghar,MNC Group,Palghar,25-30 Yrs,Heavy FabricationHeat ExchangersProcess EquipmentManufacturingPressure VesselsProcessEquipmentFabrication,7 Days Ago,24-11-2024,50-60 Lacs PA
CA INTER For A GROUP Company,GROUP COMPANY ( FAMILY RUN BUSINESS ),Kolkata(Salt Lake),15-20 Yrs,TDSGst ReturnMARWARIIncome Tax ReturnTDS ReturnBANK LOANIncome taxCa,4 Days Ago,24-11-2024,6-7.5 Lacs PA
Real Estate Manager,Search Homes India,Vadodara(Ajwa Road),1-2 Yrs,Real Estate SalesChannel PartnersEnglishGujaratiReal EstateLand AcquisitionProperty AcquisitionHindi,7 Days Ago,24-11-2024,3-5.4 Lacs PA
FLIGHT DISPATCHER,Star Air,Bengaluru,0-4 Yrs,PilotAnalyticalMS OfficeOperationsSupervisionTicket bookingPilotingFlight,30+ Days Ago,24-11-2024,Not disclosed
Business Development Executive,Rashian Engineering Technologies,Hyderabad,0-1 Yrs,Customer acquisitionCold callingInterpersonal skillsSalesmanagementDatabaseBusiness Development ExecutiveCustomer service,30+ Days Ago,24-11-2024,Not disclosed
Accountant / Account Executive,Rashian Engineering Technologies,Hyderabad,0-1 Yrs,Financial reportingAccountingTime managementFinanceCorporate financeTaxationManagementResearch,30+ Days Ago,24-11-2024,Not disclosed
Relationship Manager,Propertywala,Noida,1-5 Yrs,Salesmarketing researchonline saleskey account managementresearch analysisweb marketingcorporate salessales account,6 Days Ago,24-11-2024,Not disclosed
Apprentice Trainee (CRE),CW Services,Gurugram,0-1 Yrs,AdministrationCareer developmentAnalyticalCREData collectionAgileMarket researchScheduling,30+ Days Ago,24-11-2024,Not disclosed
