roles,companies,locations,experience,skills,Dates,PresentDate,salary
Ordinary Seaman,Focas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,HousekeepingSSPUsagecargo operationsSplicingComplianceRisk assessmentPower tools,30+ Days Ago,24-11-2024,Not disclosed
Seaman,Focas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,Corrective maintenanceInspectionMachineryElectricalsMaintenance,30+ Days Ago,24-11-2024,Not disclosed
Senior Executive Sales,Novel Office,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-4 Yrs,Relationship managementCold callingClient satisfactionSalesSenior Sales ExecutiveFinanceInvestment strategiesMarket research,30+ Days Ago,24-11-2024,Not disclosed
Sheeting Supervisor,Pramila Projects,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-5 Yrs,site executionproject managementquality controlproductionengineeringconstruction projectscivil engineeringquality standards,30+ Days Ago,24-11-2024,Not disclosed
Vessel Coordinator,Focas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Logistics planningWarehouseMaritimeProject managementFreight forwardingMonitoringFreightCoordination,30+ Days Ago,24-11-2024,Not disclosed
Assistant Project Superintendent,Focas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-7 Yrs,TrainingDevelopment managementCodingMaritimeMechanicalSuperintendentProject SuperintendentMachinery,30+ Days Ago,24-11-2024,Not disclosed
Instrument Engineer,Esteem Projects,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,TrainingAutomationQuality standardsSpare partsProcess controlRegulatory complianceInventory managementinstrumentation design,30+ Days Ago,24-11-2024,Not disclosed
board Trainer,Focas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,MaritimeTraining and DevelopmentTrainingDevelopment,30+ Days Ago,24-11-2024,Not disclosed
Deputy Manager - Planning O&M,Renew,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-10 Yrs,ProcurementCostingRenewable energySAP MMBillingSolar energywind energyBudgeting,30+ Days Ago,24-11-2024,Not disclosed
Network Engineer,RND Softech,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,UnixVMwareLinuxNetworkingDNSNetwork securityWindowsmicrosoft,30+ Days Ago,24-11-2024,Not disclosed
Regional Operations Manager,Focas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",15-18 Yrs,Career developmentChange managementClaimsCommercial operationsProcess ExpertPublic speakingCustomer experienceMS Office,30+ Days Ago,24-11-2024,Not disclosed
Marine Terminal Engineer,Focas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Analytical skillsCargoCivilPlanning engineeringStructural engineeringFire protectionTroubleshootingRisk management,30+ Days Ago,24-11-2024,Not disclosed
Marine Surveyor,Focas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,TrainingConstructionSecurity managementManagement auditNaval ArchitectMarine SurveyorMarine engineeringInspection,30+ Days Ago,24-11-2024,Not disclosed
Senior Naval Architect / Senior Engineer,Focas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",10-12 Yrs,UsageAutoCADDesign reviewMaritimeAnalyticalAnsysFinite element analysisResearch,30+ Days Ago,24-11-2024,Not disclosed
"AVP, Hedge Advisory & Analytics",Assimilate Solutions,"Mumbai, Hyderabad, Pune, Chennai, Gurugram, Bengaluru",8-13 Yrs,Data analysisSASData managementStaffingAnalyticalActuarialAnalyticsSQL,30 Days Ago,24-11-2024,Not disclosed
Data Engineer- Senior,FedEx TSCS (India) Pvt Ltd,"Mumbai, Hyderabad, Pune, Gurugram, Karnal, Bengaluru",6-11 Yrs,IT servicesComputer scienceData analysisSASData modelingAgileData qualityBusiness solutions,30+ Days Ago,24-11-2024,Not disclosed
Lead Application Developer,UPS Supply Chain Solutions (UPS SCS),"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-15 Yrs,Computer scienceMobile developmentProduction supportArchitectureCodingAgileManager TechnologyUPS,30+ Days Ago,24-11-2024,Not disclosed
Software Development Engineer 3,Reflektive,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-10 Yrs,javasoftwarerailsdesign patternsapicommunication skillsrubyarchitecture,30+ Days Ago,24-11-2024,Not disclosed
Senior Application Developer,UPS Supply Chain Solutions (UPS SCS),"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-10 Yrs,Computer scienceMobile developmentArchitectureCodingAgile developmentManager TechnologyUPSTalent management,30+ Days Ago,24-11-2024,Not disclosed
Administrative support,Posh Properties Real Estate Company,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,computer operatingerpadministrationwarehouse operationshr administrationlogisticsteachingvlookup,30+ Days Ago,24-11-2024,Not disclosed
Sr . Executive / Executive,Goin' My Way,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,ExecutiveOutbound toursToursOutboundSR,30+ Days Ago,24-11-2024,Not disclosed
Transport Operations Executive,Newcold,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,Supply chainMISSocial mediaCost reductionTransport operationsCost managementOperation ExecutiveFood safety,30+ Days Ago,24-11-2024,Not disclosed
Property Advisor,Varma Associates,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,channel salesadministrationreal estateestatebusiness developmentsalesmarketingreal estate sales,30+ Days Ago,24-11-2024,Not disclosed
Asst manager Operations,Om Trax Packaging Solution Pvt Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-3 Yrs,Assistant Manager OperationsManagementOperations managementAssistanceOperations,30+ Days Ago,24-11-2024,Not disclosed
Sales Team Leader,Universo Realtors,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-5 Yrs,Sales strategyInterpersonal skillsTeam managementPeople management skillsManagementManagement skillsTeam leadingPeople management,30+ Days Ago,24-11-2024,Not disclosed
Application Engineer,DEME,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,Product managementProcurementAutomationXMLProject managementJavascriptMiddlewareInformation technology,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager Maintenance & Repairs,Newcold,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-9 Yrs,Supply chainTrainingvehicle maintenanceConstructionContract managementSocial mediaAssistant Manager MaintenanceFood safety,30+ Days Ago,24-11-2024,Not disclosed
Project Coordinator,Induspect India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,Site managementHR AdministratorComplianceProject documentationHRManager Quality Controlhr complianceManagement,30+ Days Ago,24-11-2024,Not disclosed
Mechanical Engineer,Efmcpl,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,MiningDrillingUsageHydraulicsMechanicalManager TechnologyMining operationsTroubleshooting,30+ Days Ago,24-11-2024,Not disclosed
Project Manager,Efmcpl,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,coal miningproject managementmine managementmining engineeringproductiondata miningdrillingblasting,30+ Days Ago,24-11-2024,Not disclosed
Business Manager,Kataline Infraproducts,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Skill developmentSalesField marketingNetwork expansionLogisticsBusiness managementManagementMarketing,30+ Days Ago,24-11-2024,Not disclosed
Project Engineer,Newcold,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,Supply chainConstructionAutoCADProject engineeringREVITFood safetyTechnical supportCivil engineering,30+ Days Ago,24-11-2024,Not disclosed
Reports Coordinator,Subnet Services Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,TrainingSubnettingOffshoreEmailCVProject managementCheckASNT Level II,30+ Days Ago,24-11-2024,Not disclosed
Project Manager,Newcold,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",11-14 Yrs,ProcurementSupply chainAdministrationAutomationArchitectureProject managementSocial mediaOperations,30+ Days Ago,24-11-2024,Not disclosed
Team Member Taxation DM,Renew,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-6 Yrs,Renewable energyProcess improvementSolar energyReconciliationwind energyTaxationPower projectsBalance Sheet,30+ Days Ago,24-11-2024,Not disclosed
Asst. Business Manager,Kataline Infraproducts,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-4 Yrs,RetailSalesMS Office toolsMonitoringRetail salesToolsManagementAssistance,30+ Days Ago,24-11-2024,Not disclosed
Senior Data Engineer,UPS Supply Chain Solutions (UPS SCS),"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,Computer scienceData analysisCodingMISAgileData structuresApplication developmentBusiness intelligence,30+ Days Ago,24-11-2024,Not disclosed
Applications Architect,UPS Supply Chain Solutions (UPS SCS),"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-11 Yrs,Computer scienceSolution architectureContent managementDatabase designGCPInformation securityAgileAdobe,30+ Days Ago,24-11-2024,Not disclosed
Logistics Supervisor/ Coordinator,Sanghvi Movers,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,ProcurementPLMOutboundMISLogistics managementCustomer serviceFreight forwardingContinuous improvement,30+ Days Ago,24-11-2024,Not disclosed
Operations Manager,Novel Office,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,Operations managementRoot cause analysisCustomer satisfactionProcess improvementAnalyticalLegalIssue resolutionRisk management,30+ Days Ago,24-11-2024,Not disclosed
Senior HR(Recruiter),Universo Realtors,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,Business administrationInterpersonal skillsShapingHRSenior HRManagementRecruitmentHrsd,30+ Days Ago,24-11-2024,Not disclosed
SR SALES MANAGER,NCH Asia,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,Water treatmentHVACAutomationTechnology managementEmail marketingWaste water treatmentFood safetyRisk management,30+ Days Ago,24-11-2024,Not disclosed
Machining Technicians,Metalock Maco Engineering,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,manpower handlingprecision machiningproductionmanufacturingPrecisionManpowerHandlingMachining,30+ Days Ago,24-11-2024,Not disclosed
Senior Sales Executive,Universo Realtors,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,Client relationship managementSenior Sales ExecutiveFocusB2B SalesSales initiativesRelationship managementSalesClient Relation,30+ Days Ago,24-11-2024,Not disclosed
Technical Services Officer,Syntec Group,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Water treatmentTechnical servicesChemicalTechnicalWaterServicing,30+ Days Ago,24-11-2024,Not disclosed
WROV Pilot Techs,Subnet Services Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-5 Yrs,PilotProject managementRecruitmentProjectManagementTechnical analysisPiloting,30+ Days Ago,24-11-2024,Not disclosed
ROV Supervisor,Subnet Services Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,SupervisorDrillingPilotMINProject managementRecruitmentSupervisionManagement,30+ Days Ago,24-11-2024,Not disclosed
ROV Supervisor,Subnet Services Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,SupervisorProject managementRecruitmentLine inspectionInspectionLineProjectManagement,30+ Days Ago,24-11-2024,Not disclosed
Mechanical Erection Engineer,Induspect India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,MechanicalMechanical engineeringErection,30+ Days Ago,24-11-2024,Not disclosed
Project Engineer,Metalock Maco Engineering,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-6 Yrs,automechanical engineeringcadproject engineeringMechanicalEngineeringProject,30+ Days Ago,24-11-2024,Not disclosed
Business Development Executive and Managers,Syntec Group,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-7 Yrs,Business Development ExecutiveExecutive managementManagementDevelopmentBusiness development,30+ Days Ago,24-11-2024,Not disclosed
Facility Combustion Specialist,Zeeco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-11 Yrs,ChemicalDownstream processingService salesCustomer serviceTroubleshootingContinuous improvementPetrochemicalSales support,30+ Days Ago,24-11-2024,Not disclosed
Refining and Petrochemical Facility Combustion Specialist,Zeeco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-11 Yrs,ChemicalDownstream processingService salesCustomer serviceTroubleshootingContinuous improvementPetrochemicalSales support,30+ Days Ago,24-11-2024,Not disclosed
Manager- Billing,Renew,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,Manager Internal AuditRenewable energyBillingReconciliationSolar energyVendor paymentswind energyCorporate finance,30+ Days Ago,24-11-2024,Not disclosed
Carbon Development Manager_Nature Based Solutions,Renew,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,ExcelRenewable energyAccountingResearchDoePowerpointCarbonEnergy,30+ Days Ago,24-11-2024,Not disclosed
Interior Designer,Ridhira Zen,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-9 Yrs,HospitalityManager Quality AssuranceAutoCADadobe creative suiteProject managementDesign managementWellnessMaterial selection,30+ Days Ago,24-11-2024,Not disclosed
Biocompost Manager,Gps Renewables,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,Biocompost Manager,30+ Days Ago,24-11-2024,Not disclosed
Technical Consultant,Phistream Consulting,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,Requirement gatheringSolution architectureTechnical analysisClient consultingCustomizationSystem integrationTraining and supportImplementation,30+ Days Ago,24-11-2024,Not disclosed
Software Engineer,Welocalize,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,Product managementVersion controlGITWeb developmentMachine learningAgileSoftware development life cycleOperations,30+ Days Ago,24-11-2024,Not disclosed
Sales Coordinator,Novel Office,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,ERPConstructionManager Quality AssuranceERP systemSales coordinationProject coordinationSales CoordinatorManagement,30+ Days Ago,24-11-2024,Not disclosed
ERP Implementation Specialist,Ridhira Zen,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-7 Yrs,Computer scienceSystem testingERP systemAnalyticalProject managementERP implementationContinuous improvementInformation technology,30+ Days Ago,24-11-2024,Not disclosed
Chemical Engineer,SVAAR,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,Plant commissioningProcess engineeringChemicalHRDProject executionEngineeringProcessExecution,30+ Days Ago,24-11-2024,Not disclosed
Second Engineer,Seaspan,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,TrainingSafety management systemMaintenance planningmanagementsafetysafety managementmaintenanceplanning,30+ Days Ago,24-11-2024,Not disclosed
Erection Supervisor,Pramila Projects,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-8 Yrs,erectionsite executionproject managementweldingconstruction siteautocadbillingestimation,30+ Days Ago,24-11-2024,Not disclosed
Project Manager,Novel Office,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,Construction project managementSupervisorArchitectHVACMS projectExcelConstruction engineeringScheduling,30+ Days Ago,24-11-2024,Not disclosed
AI Response Evaluator - Hindi,Welocalize,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,TrainingRetailTranslationWeb technologiesNetworkingQuality testingMachine learningManager Technology,30+ Days Ago,24-11-2024,Not disclosed
Project Engineer,SVAAR,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,FabricationChemicalMechanicalSite executionHRDEngineering drawingProjectEngineering,30+ Days Ago,24-11-2024,Not disclosed
Planning Engineer,Ridhira Zen,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-8 Yrs,ProcurementHospitalityConstructionMS projectAnalyticalManager Program ManagementProject schedulingProject planning,30+ Days Ago,24-11-2024,Not disclosed
Site Project Lead,Induspect India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Site managementHR AdministratorComplianceProject managementFinanceManager Quality ControlManagementhr compliance,15 Days Ago,24-11-2024,Not disclosed
Construction Manager,Pramila Projects,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-15 Yrs,contract negotiationscontract managementresourceissue resolutionproject documentationconstruction sitebudgetingconstruction management,30+ Days Ago,24-11-2024,Not disclosed
"ETP, STP, WTP Operator",Pollucare Engineers India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-5 Yrs,Process monitoringWater treatmentWTPBreakdown maintenanceComplianceQuality testingCommercial buildingsOperations,30+ Days Ago,24-11-2024,Not disclosed
Channel sales / Sales,Ridhira Zen,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,Product managementDirect salesHealth insuranceMarket analysisStrategic partnershipsindirect salesRelationship buildingChannel sales,30+ Days Ago,24-11-2024,Not disclosed
Channel sales / Sales,Ridhira Zen,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,Product managementDirect salesHealth insuranceMarket analysisStrategic partnershipsindirect salesRelationship buildingChannel sales,30+ Days Ago,24-11-2024,Not disclosed
Graphic Designer and Video Editor,Ridhira Zen,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-6 Yrs,Client satisfactionAdobe Premiere ProTime managementVideo EditorWorkflowWellnessVideo editingManagement,30+ Days Ago,24-11-2024,Not disclosed
Project Manager,Pramila Projects,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-10 Yrs,project managementmitigationresourceproject schedulingprogram managementbudgetingpmpresource allocation,30+ Days Ago,24-11-2024,Not disclosed
Test Developer,Ridhira Zen,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,Computer scienceC++CodingMySQLDebuggingTroubleshootingContinuous improvementPython,30+ Days Ago,24-11-2024,Not disclosed
Zoho Implementation Specialist,Ridhira Zen,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,zoho creatorcapital market operationslibrary managementc++configuringredhat openshiftcustomizationzoho,30+ Days Ago,24-11-2024,Not disclosed
Senior Software Engineer - D365 FO,UPS Supply Chain Solutions (UPS SCS),"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-10 Yrs,Computer scienceCodingdata securityDebuggingX++UPSVisual StudioUnit testing,30+ Days Ago,24-11-2024,Not disclosed
Security Department Professional,Star Air,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-6 Yrs,Access controlTrainingControl-MM&ADeploymentCustomer serviceMSecurity,30+ Days Ago,24-11-2024,Not disclosed
Sales Engineer,Utech Enc,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-2 Yrs,industrial salescold callingsales servicechannel salesdirect marketingbusiness developmentengineeringmedia,30+ Days Ago,24-11-2024,Not disclosed
Sales Officers/TSM,Maxowin Petro Chemical,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-2 Yrs,sales and distributiondealer appointmentchannel salesbusiness developmentdistributionroisalessales and marketing,30+ Days Ago,24-11-2024,Not disclosed
Process Engineer,IDE Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,Process designWater treatmentDesign engineeringSemiconductorInterpersonal skillsComplianceChemical engineeringDirector,19 Days Ago,24-11-2024,Not disclosed
Mep Engineer - Data Centre,Aepl,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,switchingproject managementvmwaredata center managementnetworkingit infrastructure operationsospfrouting,30+ Days Ago,24-11-2024,Not disclosed
Electrical Project Engineer (Design) For Data Centre,Aepl,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Electrical designLT panelsCable schedulePMCCUPSMCCElectricalsTesting,30+ Days Ago,24-11-2024,Not disclosed
Site Engineer Civil,Aepl,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,FabricationCivil constructionConstructionBoq PreparationAutoCADBillingSite supervisionSite execution,30+ Days Ago,24-11-2024,Not disclosed
Software Engineer,Uparcel,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,GeometryData analysisApplication programmingDjangoArtificial IntelligenceMySQLMachine learningSystem software,30+ Days Ago,24-11-2024,Not disclosed
Purchase Executive -Female Candidate,Aepl,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Electrical engineeringPurchase ExecutiveCivilFocusStrategic purchasingMechanicalMEPManagement,30+ Days Ago,24-11-2024,Not disclosed
Fire & Safety Officer,Aepl,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,fire preventionppefireman activitiesfire safetyconstruction safetyjob safety analysisindustrial safetysafety training,30+ Days Ago,24-11-2024,Not disclosed
Interior Designer,Novel Office,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Interpersonal skillsSoftware designQuality standardsUsageAutoCADProject coordinationBudget managementBudgeting,19 Days Ago,24-11-2024,Not disclosed
Design Engineer,Utech Enc,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-2 Yrs,3d modelingmechanical engineeringasmeplant 3dansysengineeringautocaddesign engineering,30+ Days Ago,24-11-2024,Not disclosed
Service Engineer Maritime Systems and Instrumentations,Mr. Marine,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Analytical skillsMaritimeConsultingElectronicsManager TechnologyElectricalsInstrumentation engineeringTesting,30+ Days Ago,24-11-2024,Not disclosed
Manager Sales & Marketing,Aepl,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Electrical engineeringProject salesCivilBiddingMISValue engineeringConsultingCorporate,30+ Days Ago,24-11-2024,Not disclosed
Office Project Manager - Power Generation & Oil/Gas,Prismecs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",10-12 Yrs,MiningPMPManager Quality AssuranceProject managementthermalTurbineProject planningManager Quality Control,18 Days Ago,24-11-2024,Not disclosed
Production Engineer / Manager,Stride India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,ProcurementTrainingEHSDue diligenceISOComplianceProcess improvementRisk assessment,30+ Days Ago,24-11-2024,Not disclosed
Senior Engineer - Solar O&M,Renew,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-6 Yrs,Breakdown maintenanceRenewable energyContract managementSolar energywind energyManagementWMSMonitoring,19 Days Ago,24-11-2024,Not disclosed
TM2500 AERO I&C Controls Engineer,Prismecs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-6 Yrs,MiningSupply chainPumpsTurbineHSEANSIMachineryTechnical support,18 Days Ago,24-11-2024,Not disclosed
Senior Software Engineer,Propertyguru,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-9 Yrs,BackendGITManual testingFront endArchitectureDatabase designJavascriptAgile,16 Days Ago,24-11-2024,Not disclosed
Transition Manager,Inchcape Shipping Services,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-9 Yrs,Service managementChange managementProcess optimizationUsageTest managementTransitionInfrastructureSupport services,17 Days Ago,24-11-2024,Not disclosed
Store incharge,Shrishri Infrastructure,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,Business administrationRetailInterpersonal skillsCustomer managementFinancial planningRetail managementRetail operationsStaff management,30+ Days Ago,24-11-2024,Not disclosed
Entity Controller,Blueleaf Energy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,Project developmentRegulatory reportingComplianceExternal auditLegalVATTaxationTax audit,30+ Days Ago,24-11-2024,Not disclosed
Operations Assistant,Uparcel,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,WarehouseTime managementInventory managementLogistics managementSchedulingLogistics operationsManagementMS Office,30+ Days Ago,24-11-2024,Not disclosed
Jr. Engineer - QA/QC,Denasa Buildcon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-4 Yrs,CivilDECIndustrial constructionQuality assuranceJrssConstructionQA/QCQC,30+ Days Ago,24-11-2024,Not disclosed
Digital Marketing Specialist,Uparcel,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,PPCIntegrated marketingEmail marketingSocial mediaMarketing campaignsSEMSEODigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Tooling Digital Operations Analyst,FieldCore,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-12 Yrs,Supply chainData analysisSAPData modelingAnalyticalData qualityBusiness intelligenceOperations,30+ Days Ago,24-11-2024,Not disclosed
Sales Manager,Om Trax Packaging Solution Pvt Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,SalesSales managementManagement,30+ Days Ago,24-11-2024,Not disclosed
Asst. Sales Manager,Om Trax Packaging Solution Pvt Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,SalesAssistanceSales managementManagement,30+ Days Ago,24-11-2024,Not disclosed
Senior Data Analyst,FedEx TSCS (India) Pvt Ltd,"Mumbai, Pune, Karnal, Bengaluru",5-11 Yrs,Data analysisBusiness analysisFinancial analysisCompetitive analysisFinancial planningStrategic planningBusiness planningMarket research,30+ Days Ago,24-11-2024,Not disclosed
