roles,companies,locations,experience,skills,Dates,PresentDate,salary
Teammate,Taskus,Gurugram,1-7 Yrs,BPOWindows OSSocial mediaBillingIssue resolutionCustomer serviceOutsourcingContinuous improvement,30+ Days Ago,23-11-2024,Not disclosed
Sr Engineer,Unitedlex,Gurugram,9-10 Yrs,VMwareChange managementTicketingLinuxConfiguration managementProblem managementIncident managementWindows,30+ Days Ago,23-11-2024,Not disclosed
Technical Services Professional,Tcfm Services,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-7 Yrs,repairfield servicecustomer relationshipcustomer servicecustomer carenetwork administrationtechnical servicescustomer support,30+ Days Ago,23-11-2024,Not disclosed
Business Support Professional,Tcfm Services,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-6 Yrs,report generationsupply chain managementvendor sourcingoffice packageinvoice processingSourcingSupply chainOffice,30+ Days Ago,23-11-2024,Not disclosed
Trainer,Reboot Xp,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,process trainingsoft skillsbehavioural trainingtraining needstraining managementteachingtrainingtraining programs,30+ Days Ago,23-11-2024,Not disclosed
Executive,Reboot Xp,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,financial analysisadministrationdocumentationstore keepingauditingtrainingaccountingoffice administration,30+ Days Ago,23-11-2024,Not disclosed
Quality Analyst,Reboot Xp,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,project managementquality controlquality auditsoftware testingisoproblem solvingprocess improvementstrategic planning,30+ Days Ago,23-11-2024,Not disclosed
Office Boy,Cspar Enterprises,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,office equipmentcomputer operatingclerical workxeroxscanningback officereceptionist activitiesoffice assistance,30 Days Ago,23-11-2024,Not disclosed
Sales Representative ( Joist & Deck ),Canam Consultants,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,ConstructionBuilding constructionSalesSales RepresentativeNetworkingDevelopment ManagerProject managementCustomer service,30+ Days Ago,23-11-2024,Not disclosed
Business Development Executive 2,Dream House Makerz,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,Executive 2Business Development ExecutiveBusiness developmentDevelopment,9 Days Ago,23-11-2024,Not disclosed
Business Development Executive,Dream House Makerz,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-5 Yrs,Business Development ExecutiveBusiness developmentDevelopment,9 Days Ago,23-11-2024,Not disclosed
Node Js Fullstack Developer,Staffice Global,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-9 Yrs,JavascriptNode.jsFull StackNodeDevelopment,9 Days Ago,23-11-2024,Not disclosed
Power BI and Tabular Cube Role,Centric Consulting,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-4 Yrs,System architectureCodingSystem integrationpower biOLAPStored proceduresUnit testingmicrosoft,10 Days Ago,23-11-2024,Not disclosed
Risk and Governance Learning Consultant - full time,GP Strategies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3 Yrs,CismStakeholder EngagementCisaCobitRisk assessmentInformation securityConsultingManager Technology,10 Days Ago,23-11-2024,Not disclosed
Sr . Manager - Client Service Dept .,Veteran Investigation Services,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-9 Yrs,BasicManager Client ServicingInterpersonal skillsClient servicingHRComputer operatingInterpersonalSR,10 Days Ago,23-11-2024,Not disclosed
Canam Architectural Building Specialist,Canam Consultants,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-10 Yrs,Defined contributionUsageConstructionFrenchArchitectureProject managementEquitymicrosoft,12 Days Ago,23-11-2024,Not disclosed
Tax Senior Associate,Aloha Consulting Group,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-3 Yrs,Due diligenceIncome taxProject managementVATCorporate financeTaxationMS Office WordFinancial services,12 Days Ago,23-11-2024,Not disclosed
Audit Assistant Manager,Aloha Consulting Group,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,balance sheetmultitaskinginternal controlauditingaccountingdirect taxaccafinancial services,12 Days Ago,23-11-2024,Not disclosed
Senior Industrial Engineer,Aloha Consulting Group,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-7 Yrs,ExcelProduction operationsManufacturing engineeringIndustrial engineeringIssue resolutionManagementResource managementMachinery,12 Days Ago,23-11-2024,Not disclosed
HR Manager,Aloha Consulting Group,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-7 Yrs,Business administrationEmployee retentionStaffingPerformance appraisalProduction StaffHRTalent managementOperations,12 Days Ago,23-11-2024,Not disclosed
Production Manager,Aloha Consulting Group,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-3 Yrs,Product qualityPPCManager Quality AssuranceManufacturing engineeringResource allocationIndustrial engineeringManufacturing operationsResource management,12 Days Ago,23-11-2024,Not disclosed
Commercial Vehicle Consultant,MavensWorld Training Advisory Services,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Data analysisCommercial vehicleCompetitive analysisProject managementAnalyticalManagement consultingBusiness excellenceMarket research,12 Days Ago,23-11-2024,Not disclosed
Senior Front-end Developer (React/ .Net Razor),George Bernard Consulting,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-9 Yrs,cssasset managementbootstrapcapital marketbitbucketjqueryreact.jscoding,12 Days Ago,23-11-2024,Not disclosed
Trial Transparency Specialist,Kellyocg,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-3 Yrs,scalingdata managementproductiondentistrycomputer applicationuatproblem solvingauditing,15 Days Ago,23-11-2024,Not disclosed
Snowflake Developer,Apex 2000,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-9 Yrs,Performance tuningData modelingBillingStored proceduresVendorData warehousingSQLModeling,15 Days Ago,23-11-2024,Not disclosed
Technical Lead,Openings Advisory Firm,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-13 Yrs,resttechnical leadershipweb servicesbackend developmenthibernatescalabilitynosqlsql,15 Days Ago,23-11-2024,Not disclosed
Project Manager,Openings Advisory Firm,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Analytical skillsQuality standardsTeam managementProject managementResource allocationBudgetingManagementProject execution,15 Days Ago,23-11-2024,Not disclosed
Product Designer,Openings Advisory Firm,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-9 Yrs,Qualitative researchAnalytical skillsUser researchPrototypeWeb technologiesProduct designAnalyticsQualitative,15 Days Ago,23-11-2024,Not disclosed
Business Development Associate,Accurate Legal Billing (alb),"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,Cold callingSales Support AssociateLead generationInterpersonal skillsSalesNetworkingMarket researchBusiness Development Associate,17 Days Ago,23-11-2024,Not disclosed
Jr. Service Desk Executive,Fort Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Computer scienceService deliveryCustomer Service RepresentativeTicketingService levelIncident managementTroubleshootingInformation technology,30+ Days Ago,23-11-2024,Not disclosed
Telecaller,Inventure HR,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Cold callingLead generationMISTelecallingDatabasecallingcolddbms,30+ Days Ago,23-11-2024,Not disclosed
Graduate Sales Development Representative,LaunchPD,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,SalesLinuxSales developmentMarketing campaignsAgileManager TechnologySales Development Representativemicrosoft,30+ Days Ago,23-11-2024,Not disclosed
PHP CMS Developer,mycityband,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,DrupalCWordpressCMSPHPJoomlaPHP CMSDevelopment,30+ Days Ago,23-11-2024,Not disclosed
Yardi Technical Resource,MM STAFFING CAREER CONSULTANTS PRIVATE LIMITED,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,Interpersonal skillsMultithreadingManagement systemsTime managementReport writingConsultingSchemaDebugging,30+ Days Ago,23-11-2024,Not disclosed
Sr. Associate- Research and Advisory,Renalysis Consultants,"Guwahati, Bhubaneswar, Mumbai, New Delhi, Pune, Chennai, Ahmedabad, Bengaluru",0-2 Yrs,Stakeholder EngagementData analysisCSRConsultingSupply chain operationsResearchMS OfficeAdvisory,30 Days Ago,23-11-2024,Not disclosed
Practice Outreach Associate,CORPORATE PROFESSIONALS SECRETARIAL SERVICES PRIVATE LIMITED,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-1 Yrs,Business administrationSIDENetworkingDatabaseCommerceInvestment bankingFund raisingMarketing communication,30+ Days Ago,23-11-2024,Not disclosed
Virtual Teacher,Towers and Young,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Computer scienceElectrical engineeringOperations managementTime managementChemical engineeringMS OutlookWindowsSubject Matter Expert,30+ Days Ago,23-11-2024,Not disclosed
Customer Service Associate,Towers and Young,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Time managementMS OutlookVCSE-commerceCustomer serviceWindowsResearchCustomer Service Associate,30+ Days Ago,23-11-2024,Not disclosed
Business Systems Analyst,Varite,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-7 Yrs,TicketingAutomationManager Quality AssuranceStaffingProject managementTravel managementBack officeTroubleshooting,30+ Days Ago,23-11-2024,Not disclosed
Mainframe Production Control Specialist,Fort Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",10-12 Yrs,VSAMAutomationJCLDb2CobolDisaster recoveryControl-MIncident management,9 Days Ago,23-11-2024,Not disclosed
Operations/Project Management - Business Analyst I,Highpoints Technologies India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,UsageExcelBusiness AnalystProject managementSupervisionProjectManagementBusiness analysis,30+ Days Ago,23-11-2024,Not disclosed
Data Engineer,Beinex,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-1 Yrs,Service deliveryhuman capitalExcelFinanceBankingSales processCustomer experienceManagement,30+ Days Ago,23-11-2024,Not disclosed
Azure ETL Developer,Fort Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,Analytical skillsTPAData modelingData processingData qualityBusiness intelligenceData warehousingAnalytics,10 Days Ago,23-11-2024,Not disclosed
Operations/Project Management - Business Analyst I.,Highpoints Technologies India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-7 Yrs,Change managementBusiness AnalystProject managementData collectionData processingOracle business intelligenceBusiness Operations Analystdelivery operations,10 Days Ago,23-11-2024,Not disclosed
Recruiter Specialist,Werber Global Consulting Llp,"Hybrid - Mumbai, Hyderabad, Pune, Bengaluru",2-5 Yrs,IT StaffingIT RecruitmentDomestic StaffingTechnical RecruitmentStaffingTechnicalDomesticRecruitment,4 Days Ago,23-11-2024,Not disclosed
Architecture / Design / Development - Application Developer I,Highpoints Technologies India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,c#technical writingproject managementsoftware developmentbusiness analysisrobohelpframemakerjavascript,10 Days Ago,23-11-2024,Not disclosed
Operations/Project Management - Business Analyst I,Highpoints Technologies India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-6 Yrs,Administrator SupportSPMExcelBusiness AnalystProject managementOracleAdministrationProject,10 Days Ago,23-11-2024,Not disclosed
Presales Solution Architect (EWM),Westernacher Consulting,"Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",7-12 Yrs,Supply chainBusiness processOperational excellenceComplianceAnalyticalConceptualizationGeneticsPresales,11 Days Ago,23-11-2024,Not disclosed
Sub Editor,Pubninja,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-5 Yrs,editorialpoliticssub editingentertainmentcontent editingmediacontent managementediting,11 Days Ago,23-11-2024,Not disclosed
Front Office Executive,Akmv Consultants,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Front Office ExecutiveFront office managementTime managementSenior ExecutiveOffice administrationManagementFacility managementTime Managements,30+ Days Ago,23-11-2024,Not disclosed
Mechanical maintenance Fresher,Right Step Consulting,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-1 Yrs,processProject managementEngineering project managementTechnicalPlant designMechanical maintenanceToolsEngineering Design,30+ Days Ago,23-11-2024,Not disclosed
Video Editor & Instructor,Yoursdesk Bizcon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-5 Yrs,TrainingTraining deliveryAdobe Premiere ProVideo EditorInstructorVideo editingTeaching,11 Days Ago,23-11-2024,Not disclosed
Graphic Designer & Instructor,Yoursdesk Bizcon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,TrainingTraining deliveryGraphic designingSoftware designIllustratoradobe creative suiteSocial mediaInstructor,11 Days Ago,23-11-2024,Not disclosed
Digital Marketing Specialist & Instructor,Yoursdesk Bizcon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-5 Yrs,Media managementSocial mediaOnline marketingAnalyticalSEMcontent marketingSEODigital marketing,11 Days Ago,23-11-2024,Not disclosed
Senior Project Manager (Service Desk & FSO),Fort Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,PMPInfrastructure managementAnalyticalIncident managementSchedulingWindowsTroubleshootingService quality,12 Days Ago,23-11-2024,Not disclosed
L3 Technical Support Engineer,Fort Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-6 Yrs,Computer scienceLinuxDNSWindowsTroubleshootingJIRAInformation technologyTechnical support,12 Days Ago,23-11-2024,Not disclosed
Senior Integration Engineer,Fort Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Computer scienceFTPNoSQLCodingCloudSDKSubject Matter ExpertInformation technology,12 Days Ago,23-11-2024,Not disclosed
Pharmacist,Z2plus Placement & Security Agency Pvt. Ltd.,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-6 Yrs,QCPharmacy,30+ Days Ago,23-11-2024,Not disclosed
Medical Officer,Z2plus Placement & Security Agency Pvt. Ltd.,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-1 Yrs,Medical DirectorMMUMedical servicesmbbs doctorHoDHospital AdministratorDirectHospital administration,30+ Days Ago,23-11-2024,Not disclosed
ANM Nurses,Z2plus Placement & Security Agency Pvt. Ltd.,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-6 Yrs,NurseAnmNursing,30+ Days Ago,23-11-2024,Not disclosed
Accounting/Operations - Accountant.,Highpoints Technologies India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,Journal entriesAccounting operationsGAAPManagementResearchOracleAccountingOperations,30+ Days Ago,23-11-2024,Not disclosed
CS Trainee - Prakasha & Co,Prakasha & Co,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0 Yrs,Interpersonal skillsNetworkingComplianceROCBusiness advisoryIPRClient interactionCompany law,30+ Days Ago,23-11-2024,Not disclosed
AWS development Engineering lead,MM STAFFING CAREER CONSULTANTS PRIVATE LIMITED,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-8 Yrs,AWSEngineering LeadPythonEngineeringDevelopmentEngineering Leadership,30+ Days Ago,23-11-2024,Not disclosed
Content Writer,Franolaxy Consulting,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,digital marketingcontent editingseo writingmediaadvertisingresearcheditingproof reading,18 Days Ago,23-11-2024,Not disclosed
Manager - Business Tax,Gionik Human Capital Solutions,"Mumbai, Pune, Bengaluru",5-10 Yrs,direct taxCompliancebusiness taxinternational taxLitigationFEMA Matterscorporate taxincome tax advisory,10 Days Ago,23-11-2024,15-20 Lacs PA
Customer Support Executive (CSE),D Source,"Mumbai, Nashik, Hyderabad, Pune, Chennai, Bengaluru",0-1 Yrs,Operational excellenceExcelISOProduct serviceCustomer Support ExecutiveConsultancyCustomer serviceCustomer complaints,30+ Days Ago,23-11-2024,Not disclosed
Associate / Sr Associate,Valueonshore,"Mumbai, Hyderabad, Pune, Bengaluru",0-5 Yrs,Internal process auditManager Internal AuditExcelTime managementMS Office toolsWorkflowManagementRisk management,30+ Days Ago,23-11-2024,Not disclosed
Practicing Chartered Accountant,Ramana Reddy And Associates,Hyderabad/Secunderabad(Madhapur +1),0-5 Yrs,MUST be a Chartered Accountant with hands-on experience in internal audit of private limited companies with a minimum turnover of Rs.100 crores. Hands-on experience in SAP preferred. CAs with Articles experience from medium-size firms preferredAccountingAuditingCasTurnoverCaSAPArticles,1 Day Ago,23-11-2024,6-12 Lacs PA
accountant,Prime Search,"Mumbai, Hyderabad, New Delhi, Pune, Chennai",0-1 Yrs,TallyAccountingqueryTaxationAccounts ExecutiveAuditing,30+ Days Ago,23-11-2024,Not disclosed
HR Recruiter,Leading Client,"Mumbai, Chandigarh, Pune",1-5 Yrs,HRSourcingTalent Pipeline ManagementPipelineRecruitmentManagementPipeline managementHrsd,6 Days Ago,23-11-2024,Not disclosed
Management Trainee - Sales,DC Consultants,"Mumbai, New Delhi, Pune, Bengaluru",0-2 Yrs,Cold callingAccessoriesSalesSOCHIPAAWellnessManagementServicing,30+ Days Ago,23-11-2024,Not disclosed
Python Application Developer,Info Test Ehire Campaign,"Mumbai, Pune, Chennai",4-12 Yrs,Full StackPythonAmazon Ec2UIGCPDjangoLambadareact,11 Days Ago,23-11-2024,15-29 Lacs PA
Business Development Executive - Law Firm,Link Legal,"Mumbai, Pune, Chennai",3-6 Yrs,Business DevelopmentmarketingConflict resolutionLegal development strategyBusiness Development ManagementResolutionLegalLaw,12 Days Ago,23-11-2024,Not disclosed
Junior Architect,Raster Engineers,Hyderabad/Secunderabad,0 Yrs,ArchitectureAutoCADDraftingTechnical drawingTechnicalDraftDrawingDraw,1 Day Ago,23-11-2024,Not disclosed
O2C (Cash applications & Billing),BDO India,Hyderabad/Secunderabad,2-5 Yrs,accountingCash Applicationsorder to cashbillingOrder fulfillmentCashApplication,16 Days Ago,23-11-2024,3-7 Lacs PA
Staff Nurse GNM,Z2plus Placement & Security Agency Pvt. Ltd.,"Mumbai, Vijayawada, Indore, New Delhi, Navi Mumbai, Pune, Chennai, Raipur",0-1 Yrs,BasicNursing StaffStaff NurseIndentingManagementNursingGNM,30+ Days Ago,23-11-2024,Not disclosed
Architect,VK Design And Projects,"Mumbai, Pune",1-5 Yrs,DesignCADSketchupExecutionCoordinationAutoCADWorking DrawingsDraw,14 Days Ago,23-11-2024,Not disclosed
Senior Accounts Executive,Corient Business Solutions,"Pune, Jaipur, Mumbai (All Areas)",4-9 Yrs,Profit & LossAccountingBalance Sheetfinalization of accountsBook KeepingTallyTDSXero,7 Days Ago,23-11-2024,Not disclosed
Sr. Engagement Associate- Technology and Education,Renalysis Consultants,"Mumbai, Pune",2-5 Yrs,Stakeholder EngagementData analysisProject managementReport writingConsultingManager TechnologyElectronicsProgramme implementation,9 Days Ago,23-11-2024,Not disclosed
Design Engineer Plumbing / Fire Fighting,Fourth Dimension Architects,"Pune, Mumbai (All Areas)",5-10 Yrs,Plumbing / Fire FightingFire fightingFireFightingDesignPlumbing,10 Days Ago,23-11-2024,Not disclosed
Senior Manager Finance & Accounts,Gun Marine Services (GMS),"Mumbai, Pune, Chennai",3-8 Yrs,TallyERPAccountingFinanceAccountsfinancial analysisAuditaccounts receivable,11 Days Ago,23-11-2024,Not disclosed
Senior Architect,Genesis Planners,"Pune, Mumbai (All Areas)",10-14 Yrs,REVITArchitectural DesignLumionSketchupRhinoAutoCADRenderingREVIT Architecture,11 Days Ago,23-11-2024,Not disclosed
Sales Manage - Key Account manager,Elevate Building Solutions Llp,"Pune, Lower Parel, Mumbai",1-4 Yrs,Key Account ManagementSalesinterior designcustomer relationshipsMarketing PlanningRelationshipInteriorsAccount management,11 Days Ago,23-11-2024,Not disclosed
Talent Acquisition Executive,Leading Client,"Mumbai, Pune, Ahmedabad",0-5 Yrs,Talent AcquisitionMISTalent ManagementHuman ResourcesHR PlanningAcquisitionResourceManagement,13 Days Ago,23-11-2024,Not disclosed
German Language Expert,RM Global Consulting,"Mumbai, Pune",0-5 Yrs,ReinsuranceGerman Language ExpertCorporateConsultancyManagementService qualityService quality managementquality management,30+ Days Ago,23-11-2024,Not disclosed
Digital Marketing Trainee,Compliance Registration Services,"Mumbai, New Delhi, Pune",0-2 Yrs,Lead generationPPCSMOMarketing planningdigital marketing traineeInvestigationGeneticsResearch,30+ Days Ago,23-11-2024,Not disclosed
Articled Trainees,Engineer &amp; Mehta,"Mumbai, Pune",0-1 Yrs,AnalyticalCorporateinternational clientsInternationalTrainingAnalyticsClient,30+ Days Ago,23-11-2024,Not disclosed
MBA Freshers - Maharashtra,Right Step Consulting,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",0-3 Yrs,Recruitment ExecutiveInterpersonal skillsStaffingDatabaseMS OfficeRecruitmentInterpersonal SkillOffice,30+ Days Ago,23-11-2024,Not disclosed
Landscape& Design Specification Associate,Gamlaa,"Mumbai, Pune",0-2 Yrs,HorticultureBoqPresalesPresentationClient InteractionPowerpointQuotationClient,30+ Days Ago,23-11-2024,Not disclosed
Articled Clerk,Sudit K. Parekh Co.,"Mumbai, Pune",0-2 Yrs,Article ClerkUsageAdvisory,30+ Days Ago,23-11-2024,Not disclosed
Business Development Manager,Caliber Hunt - A Candidate Portal,"Mumbai, Pune",0-6 Yrs,Sales strategyExcelNetworkingField salesRelationship buildingPresalesMS WordRevenue generation,30+ Days Ago,23-11-2024,Not disclosed
FIELD EXECUTIVE,All Check Services,"Mumbai, Pune",0-2 Yrs,data analysisrelationship buildingteam managementcustomer servicebusiness developmentretail salesmarket researchanalysis,30+ Days Ago,23-11-2024,Not disclosed
Business Development Executive - Interior Products,Wonder Signs India Pvt Ltd,"Hybrid - Pune, Ahmedabad, Mumbai (All Areas)",2-5 Yrs,DedicatedCommunication SkillsPresentation SkillsHard WorkingExcel Report PreparationPresentationExcelReport preparation,14 Days Ago,23-11-2024,3-4.5 Lacs PA
Sales Executive,Caerus3 Advisors Think-Tank,"Mumbai, Pune",0-1 Yrs,Enterprise risk managementLead generationAssurancehuman capitalTeam managementSalesNetworkingData management,30+ Days Ago,23-11-2024,Not disclosed
Sales Engineer,Caliber Hunt - A Candidate Portal,"Mumbai, Nashik, Pune",0-2 Yrs,TrainingCostingProduct serviceConsultingLegaltechnical support staffCost estimationCustomer service,30+ Days Ago,23-11-2024,Not disclosed
Music Arranger,Design Lyric,"Mumbai, Pune",0-4 Yrs,dancingprotoolssingingproductiondocumentationsound editingvideo editingteaching,30+ Days Ago,23-11-2024,Not disclosed
Sales Engineer,Primohunt Corporate,"Mumbai, Pune, Ahmedabad, Rajkot",0-3 Yrs,Field salesElectronicsProduct salesElectricalssales engineeringsalesfield,30+ Days Ago,23-11-2024,Not disclosed
Salesforce Developer,Exelink Management,"Noida, Hyderabad, Pune, Bengaluru",3-7 Yrs,Web servicesEclipseSalesforce.comManagementRelease managementApexVisualforceSales force development,30+ Days Ago,23-11-2024,Not disclosed
Python Developer | Direct position with Virtusa,Info Test Ehire Campaign,"Hyderabad, Pune, Bengaluru",4-6 Yrs,pythonrest apijenkinPositioningDirectPython DevelopmentDevelopmentRest,1 Day Ago,23-11-2024,0-13 Lacs PA
Job opening with EPAM For Sr Software Engineer.,Info Test Ehire Campaign,"Hyderabad, Pune, Bengaluru",6-9 Yrs,Java 8React.JsData Structures And AlgorithmsAlgorithmsData structuresDataSoftwareSR,1 Day Ago,23-11-2024,Not disclosed
Salesforce Marketing Cloud Configuration Professional,Leading Client,"Noida, Pune, Bengaluru",6-10 Yrs,SalesforceAMP scriptSales CloudCloud administrationAgile methodologyCloud ConfigurationMarketingMarketing Cloud,2 Days Ago,23-11-2024,Not disclosed
Performance Test Engineer,Transtrack Aeroservices,"Kolkata, Pune, Gurgaon, Chennai, Bengaluru",4-8 Yrs,Automation testingorchestrationPerformance testingsoftware defined networkingopenstackcloud testingVirtualizationUnix shell scripting,30+ Days Ago,23-11-2024,Not disclosed
Sr . Solutions Integrator -Packet Core,Transtrack Aeroservices,"Noida, Kolkata, Pune, Gurgaon, Bengaluru",3-8 Yrs,TelecomSpirentCloudSSIEPCTelecommunicationSGSNcore network,30+ Days Ago,23-11-2024,Not disclosed
Consultant-Databricks,Tredence,"Kolkata, Pune, Chennai, Gurugram, Bengaluru",2-5 Yrs,Performance tuningData managementRDBMSPLSQLApacheOpen sourceData miningUnix shell scripting,30+ Days Ago,23-11-2024,Not disclosed
Senior Apps DBA,Expora Database Consulting Services,"Noida, Hyderabad, Pune, Chennai, Bengaluru",6-9 Yrs,PDFLinuxEBSWindowsApps DBADatabase administrationSeniorMicrosoft Windows,30+ Days Ago,23-11-2024,Not disclosed
Oracle Fusion SCM Functional Consultant,Expora Database Consulting Services,"Noida, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Order managementProcurementO2COracle AppsPurchasePDFISOCloud,30+ Days Ago,23-11-2024,Not disclosed
Oracle Engagement Cloud,Expora Database Consulting Services,"Noida, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,PDFSalesTechno functionalCloudManager TechnologyProgrammingOracleScripting,30+ Days Ago,23-11-2024,Not disclosed
Oracle DBA Consultant,Expora Database Consulting Services,"Noida, Hyderabad, Pune, Chennai, Bengaluru",6-12 Yrs,UnixPerformance tuningPDFMemory managementCloudDatabaseInfrastructureOracle DBA,30+ Days Ago,23-11-2024,Not disclosed
Oracle Database Admin,Expora Database Consulting Services,"Noida, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,Oracle databasePerformance tuningPDFRACOracle DBADatabase AdministratorRMANDatabase administration,30+ Days Ago,23-11-2024,Not disclosed
Oracle CPQ Developer/Consultant,Expora Database Consulting Services,"Noida, Hyderabad, Pune, Chennai, Bengaluru",4-9 Yrs,Manager Quality AssuranceWeb technologiesAnalyticalXMLJavascriptAgileHTMLScrum,30+ Days Ago,23-11-2024,Not disclosed
Hyperion Admin,Expora Database Consulting Services,"Noida, Hyderabad, Pune, Chennai, Bengaluru",4-12 Yrs,Oracle databasePerformance tuningAdministrationPDFLinuxHyperionWindowsManagement,30+ Days Ago,23-11-2024,Not disclosed
