roles,companies,locations,experience,skills,Dates,PresentDate,salary
Site Admin,mycitypune,Pune,3-7 Yrs,MISReportsTalent ManagementHuman ResourcesHR PoliciesRecruitmentTalent AcquisitionPolicies,30+ Days Ago,23-11-2024,Not disclosed
ETP/WTP Operator,mycitypune,Pune,3-7 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeOperatingSystemModeling,30+ Days Ago,23-11-2024,Not disclosed
Service Manager,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeManagementSimulinkProject,30+ Days Ago,23-11-2024,Not disclosed
Trainer/Jr.Officer,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkTrainingSimulation,30+ Days Ago,23-11-2024,Not disclosed
Boiler Attendent/Operator,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeOperatingSimulinkProject,30+ Days Ago,23-11-2024,Not disclosed
Storage Incharge,mycitypune,Pune,1-5 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesDevelopmentSales executive activities,30+ Days Ago,23-11-2024,Not disclosed
Sr.Manager.Engineering,mycitypune,Pune,12-17 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingSimulation,30+ Days Ago,23-11-2024,Not disclosed
Project Engineer,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringProject,30+ Days Ago,23-11-2024,Not disclosed
Field Executive,mycitypune,Pune,1-5 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesDevelopmentMarketing,30+ Days Ago,23-11-2024,Not disclosed
Counselors,mycitypune,Pune,3-7 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingEducationMentoring,30+ Days Ago,23-11-2024,Not disclosed
Territory Manager,mycitypune,Pune,3-7 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveManagementDistributionTerritory,30+ Days Ago,23-11-2024,Not disclosed
H.R.Manager,mycitypune,Pune,2-6 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationReal time pcr,30+ Days Ago,23-11-2024,Not disclosed
Educational Counselor,mycitypune,Pune,1-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingEducationMentoring,30+ Days Ago,23-11-2024,Not disclosed
ERP Executive,mycitypune,Pune,5-10 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLOperating,30+ Days Ago,23-11-2024,Not disclosed
Senior Manager,mycitypune,Pune,5-10 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveManagementDistributionMarketing,30+ Days Ago,23-11-2024,Not disclosed
Costing Engineer,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationReal time pcr,30+ Days Ago,23-11-2024,Not disclosed
Design Engineer,mycitypune,Pune,3-7 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingDesign engineeringProject engineering,30+ Days Ago,23-11-2024,Not disclosed
Personnel Assitant,mycitypune,Pune,2-6 Yrs,MISReportsTalent ManagementHuman ResourcesHR PoliciesRecruitmentTalent AcquisitionManagement,30+ Days Ago,23-11-2024,Not disclosed
Sales Executive,mycitypune,Pune,1-5 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveDistributionSalesMarketing,30+ Days Ago,23-11-2024,Not disclosed
Lathe Operator,mycitypune,Pune,3-7 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringProject,30+ Days Ago,23-11-2024,Not disclosed
VMC Operator/Programmer,mycitypune,Pune,3-7 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeTimeSimulationModeling,30+ Days Ago,23-11-2024,Not disclosed
QAD Executive,mycitypune,Pune,3-7 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeQADSimulinkSimulation,30+ Days Ago,23-11-2024,Not disclosed
Programmer,mycitypune,Pune,1-5 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLOperating,30+ Days Ago,23-11-2024,Not disclosed
Professor,mycitypune,Pune,1-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingAdvisoryMentoring,30+ Days Ago,23-11-2024,Not disclosed
Quality Supervisor,mycitypune,Pune,1-4 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeTimeSimulationModeling,30+ Days Ago,23-11-2024,Not disclosed
Jr. Design Engineers,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationDesign,30+ Days Ago,23-11-2024,Not disclosed
Trainer,mycitypune,Pune,3-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingCounsellingTraining,30+ Days Ago,23-11-2024,Not disclosed
DRO Operator,mycitypune,Pune,3-7 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationReal time pcr,30+ Days Ago,23-11-2024,Not disclosed
Sales / Design Engineer,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkProjectProject engineering,30+ Days Ago,23-11-2024,Not disclosed
Commercial Broiler,mycitypune,Pune,1-5 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesCommercialSales executive activities,30+ Days Ago,23-11-2024,Not disclosed
Chief Librarian,mycitypune,Pune,1-2 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingEducationMentoring,30+ Days Ago,23-11-2024,Not disclosed
Marketing Executives,mycitypune,Pune,2-3 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveDistributionMarketingSales executive activities,30+ Days Ago,23-11-2024,Not disclosed
Service Advisor,mycitypune,Pune,1-2 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkProjectProject engineering,30+ Days Ago,23-11-2024,Not disclosed
Medical Officer,mycitypune,Pune,1-2 Yrs,CMOResident Medical OfficerDuty DoctorMedical Officer.NABHMedical,30+ Days Ago,23-11-2024,Not disclosed
Assistant Professor,mycitypune,Pune,2-3 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingAssistanceCounselling,30+ Days Ago,23-11-2024,Not disclosed
Field Assistant,mycitypune,Pune,2-3 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingAssistance,30+ Days Ago,23-11-2024,Not disclosed
Workshop Manager,mycitypune,Pune,3-4 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingWorkshop management,30+ Days Ago,23-11-2024,Not disclosed
EDP Incharge,mycitypune,Pune,3-4 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLOperating,30+ Days Ago,23-11-2024,Not disclosed
Technical Advisor,mycitypune,Pune,2-3 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkProjectProject engineering,30+ Days Ago,23-11-2024,Not disclosed
PDI Incharge,mycitypune,Pune,3-4 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationReal time pcr,30+ Days Ago,23-11-2024,Not disclosed
Lab Assistant,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeAssistanceTimeSimulation,30+ Days Ago,23-11-2024,Not disclosed
Assistant Manager,mycitypune,Pune,5-10 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveDistributionSalesMarketing,30+ Days Ago,23-11-2024,Not disclosed
"Counselor, Female",mycitypune,Pune,2-3 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingCounsellingTraining,30+ Days Ago,23-11-2024,Not disclosed
Warranty Incharge,mycitypune,Pune,2-3 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeWarrantySystemModeling,30+ Days Ago,23-11-2024,Not disclosed
Principal,mycitypune,Pune,8-10 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingMentoringEducation,30+ Days Ago,23-11-2024,Not disclosed
Manager,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeManagementSimulinkProject,30+ Days Ago,23-11-2024,Not disclosed
Associate Professor,mycitypune,Pune,2-3 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingMentoringCounselling,30+ Days Ago,23-11-2024,Not disclosed
Engineers,mycitypune,Pune,2-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationReal time pcr,30+ Days Ago,23-11-2024,Not disclosed
Jr. Service Engineer,mycitypune,Pune,4-8 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeEngineeringTimeSimulation,30+ Days Ago,23-11-2024,Not disclosed
Sr. Design Engineer,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationDesign,30+ Days Ago,23-11-2024,Not disclosed
"Surface Grinding Operator, Male",mycitypune,Pune,1-2 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringProject,30+ Days Ago,23-11-2024,Not disclosed
Project Manager,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringProject management,30+ Days Ago,23-11-2024,Not disclosed
Bio-Technologist,mycitypune,Pune,2-3 Yrs,CMOResident Medical OfficerDuty DoctorMedical Officer.NABHMedical,30+ Days Ago,23-11-2024,Not disclosed
Lab In-charge,mycitypune,Pune,3-4 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkProjectProject engineering,30+ Days Ago,23-11-2024,Not disclosed
Jr. Processing Manager,mycitypune,Pune,2-3 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringProject,30+ Days Ago,23-11-2024,Not disclosed
Area/Taluka Agent,mycitypune,Pune,1-5 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesSales executive activitiesDistribution,30+ Days Ago,23-11-2024,Not disclosed
"CNC / VMC Operator, Male",mycitypune,Pune,1-2 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeOperatingSimulinkCNC,30+ Days Ago,23-11-2024,Not disclosed
Factory Manager,mycitypune,Pune,6-7 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeFactory managementSimulinkFactory,30+ Days Ago,23-11-2024,Not disclosed
Operator - Pouch Packing Machine,mycitypune,Pune,2-6 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeOperatingSystemModeling,30+ Days Ago,23-11-2024,Not disclosed
Project Engineer Solar,mycitypune,Pune,2-6 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSolarSystemModeling,30+ Days Ago,23-11-2024,Not disclosed
"EDM Operator, Male",mycitypune,Pune,1-2 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringProject,30+ Days Ago,23-11-2024,Not disclosed
"Service Engineer, Male",mycitypune,Pune,1-2 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulationService engineeringSimulink,30+ Days Ago,23-11-2024,Not disclosed
Counselor,mycitypune,Pune,1-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingCounsellingTraining,30+ Days Ago,23-11-2024,Not disclosed
Food Technologist,mycitypune,Pune,3-4 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationReal time pcr,30+ Days Ago,23-11-2024,Not disclosed
Assistant Manager Design,mycitypune,Pune,6-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingAssistance,30+ Days Ago,23-11-2024,Not disclosed
Diploma Engineer,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingSimulation,30+ Days Ago,23-11-2024,Not disclosed
Quality Engineer,mycitypune,Pune,2-6 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingSimulation,30+ Days Ago,23-11-2024,Not disclosed
Campus In-charge,mycitypune,Pune,2-5 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesSales executive activitiesDistribution,30+ Days Ago,23-11-2024,Not disclosed
Junior Engineer,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationReal time pcr,30+ Days Ago,23-11-2024,Not disclosed
QA/QC,mycitypune,Pune,2-3 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulationQCQuality assurance,30+ Days Ago,23-11-2024,Not disclosed
Analytical Chemist,mycitypune,Pune,1-2 Yrs,CMOResident Medical OfficerDuty DoctorMedical Officer.NABHMedicalAnalyticsAnalytical,30+ Days Ago,23-11-2024,Not disclosed
Administrator,mycitypune,Pune,5-6 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLOperating,30+ Days Ago,23-11-2024,Not disclosed
Senior Engineer,mycitypune,Pune,10-12 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLTime,30+ Days Ago,23-11-2024,Not disclosed
Service Manager,mycitypune,Pune,4-8 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeManagementTimeSimulation,30+ Days Ago,23-11-2024,Not disclosed
Gym Trainer,mycitypune,Pune,2-3 Yrs,MISReportsTalent ManagementHuman ResourcesHR PoliciesRecruitmentTalent AcquisitionResource,30+ Days Ago,23-11-2024,Not disclosed
Principal,mycitypune,Pune,10-15 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingEducationMentoring,30+ Days Ago,23-11-2024,Not disclosed
Project Engineer,mycitypune,Pune,3-7 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingSimulation,30+ Days Ago,23-11-2024,Not disclosed
Boiler Engineer,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeBoilerSimulinkSimulation,30+ Days Ago,23-11-2024,Not disclosed
ERP / IT Manager,mycitypune,Pune,4-8 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLOperating,30+ Days Ago,23-11-2024,Not disclosed
T.G.T,mycitypune,Pune,1-3 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingCounsellingTraining,30+ Days Ago,23-11-2024,Not disclosed
Automation Manager,mycitypune,Pune,7-12 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLManagement,30+ Days Ago,23-11-2024,Not disclosed
CNC Operator,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulationOperatingSimulink,30+ Days Ago,23-11-2024,Not disclosed
AC Chiller Operator,mycitypune,Pune,3-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringProject,30+ Days Ago,23-11-2024,Not disclosed
Technical Assistant,mycitypune,Pune,2-6 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkTechnical AssistanceProject,30+ Days Ago,23-11-2024,Not disclosed
Jr. Engineer,mycitypune,Pune,1-2 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingSimulation,30+ Days Ago,23-11-2024,Not disclosed
PPT Presentation Operator,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulationOperatingPowerpoint,30+ Days Ago,23-11-2024,Not disclosed
Relation Manager,mycitypune,Pune,2-6 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesManagementSales executive activities,30+ Days Ago,23-11-2024,Not disclosed
Instrumentation Engineer,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeInstrumentation engineeringSimulinkSimulation,30+ Days Ago,23-11-2024,Not disclosed
Senior Engineer,mycitypune,Pune,2-6 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLReal Time Operating System,30+ Days Ago,23-11-2024,Not disclosed
MID Level Designer,mycitypune,Pune,3-5 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLAssembly,30+ Days Ago,23-11-2024,Not disclosed
P & A Executive,mycitypune,Pune,2-6 Yrs,MISReportsTalent ManagementHuman ResourcesHR PoliciesRecruitmentTalent AcquisitionP,30+ Days Ago,23-11-2024,Not disclosed
Sales Engineer,mycitypune,Pune,1-2 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesSales engineeringSales executive activities,30+ Days Ago,23-11-2024,Not disclosed
Jr. Officer Engineering,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationReal time pcr,30+ Days Ago,23-11-2024,Not disclosed
Telephone Operator,mycitypune,Pune,1-5 Yrs,MISReportsTalent ManagementHuman ResourcesHR PoliciesRecruitmentTalent AcquisitionOperating,30+ Days Ago,23-11-2024,Not disclosed
Billing Executive,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkBillingSimulation,30+ Days Ago,23-11-2024,Not disclosed
Project Manager,mycitypune,Pune,4-8 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulationProject managementSimulink,30+ Days Ago,23-11-2024,Not disclosed
Sr. Engineer,mycitypune,Pune,3-7 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulationSimulinkProject,30+ Days Ago,23-11-2024,Not disclosed
Safety Officer / Sr.Safety Officer,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringProject,30+ Days Ago,23-11-2024,Not disclosed
Engineers,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationReal time pcr,30+ Days Ago,23-11-2024,Not disclosed
Junior Engineer,mycitypune,Pune,2-6 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkSimulationReal time pcr,30+ Days Ago,23-11-2024,Not disclosed
Quality Control Engineer,mycitypune,Pune,2-6 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeTimeSimulationModeling,30+ Days Ago,23-11-2024,Not disclosed
Service Engineer,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeTimeSimulationModeling,30+ Days Ago,23-11-2024,Not disclosed
Tele Executives,mycitypune,Pune,1-2 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesDistributionMarketing,30+ Days Ago,23-11-2024,Not disclosed
Trainer,mycitypune,Pune,1-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingMentoringEducation,30+ Days Ago,23-11-2024,Not disclosed
Marketing Executives,mycitypune,Pune,1-5 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesDevelopmentMarketing,30+ Days Ago,23-11-2024,Not disclosed
Pediatric Registrar,mycitypune,Pune,1-5 Yrs,CMOResident Medical OfficerDuty DoctorMedical Officer.NABHPediatricsMedical,30+ Days Ago,23-11-2024,Not disclosed
Project/Commissioning Engineer,mycitypune,Pune,3-7 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkCompensationSimulation,30+ Days Ago,23-11-2024,Not disclosed
Alcohol Technologist,mycitypune,Pune,3-7 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingSimulation,30+ Days Ago,23-11-2024,Not disclosed
Deputy Manager,mycitypune,Pune,5-10 Yrs,MISReportsTalent ManagementHuman ResourcesHR PoliciesRecruitmentTalent AcquisitionHrsd,30+ Days Ago,23-11-2024,Not disclosed
Asst. Manager Administration,mycitypune,Pune,5-10 Yrs,MISReportsTalent ManagementHuman ResourcesHR PoliciesRecruitmentTalent AcquisitionReporting,30+ Days Ago,23-11-2024,Not disclosed
Floor Manager,mycitypune,Pune,1-5 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveFlooringSalesManagement,30+ Days Ago,23-11-2024,Not disclosed
Respiratory Therapist,mycitypune,Pune,1-2 Yrs,CMOResident Medical OfficerDuty DoctorMedical Officer.NABHRespiratoryMedical,30+ Days Ago,23-11-2024,Not disclosed
Proposal Estimation Engineer,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringProject,30+ Days Ago,23-11-2024,Not disclosed
Dietician,mycitypune,Pune,1-5 Yrs,CMOResident Medical OfficerDuty DoctorMedical Officer.NABHMedical,30+ Days Ago,23-11-2024,Not disclosed
Product Design Engg.,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeEngineeringTimeSimulation,30+ Days Ago,23-11-2024,Not disclosed
Senior Executives,mycitypune,Pune,2-4 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesDevelopmentSenior,30+ Days Ago,23-11-2024,Not disclosed
Supervisor,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeTimeSimulationModeling,30+ Days Ago,23-11-2024,Not disclosed
Manager Administration,mycitypune,Pune,10-15 Yrs,MISReportsTalent ManagementHuman ResourcesHR PoliciesRecruitmentTalent AcquisitionManagement,30+ Days Ago,23-11-2024,Not disclosed
Store Manager,mycitypune,Pune,3-7 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesManagementSales executive activities,30+ Days Ago,23-11-2024,Not disclosed
Pan Incharge,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeTimeSimulationModeling,30+ Days Ago,23-11-2024,Not disclosed
Engineers,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkProjectEngineering,30+ Days Ago,23-11-2024,Not disclosed
Chemist,mycitypune,Pune,1-2 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingSimulation,30+ Days Ago,23-11-2024,Not disclosed
Automobile Engineer,mycitypune,Pune,1-2 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringAutomobile,30+ Days Ago,23-11-2024,Not disclosed
Medical Representatives,mycitypune,Pune,1-2 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesDistributionMarketing,30+ Days Ago,23-11-2024,Not disclosed
Engineer,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulationSimulinkProject,30+ Days Ago,23-11-2024,Not disclosed
Jr.Engineer,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeTimeSimulationModeling,30+ Days Ago,23-11-2024,Not disclosed
Microbiologist,mycitypune,Pune,1-2 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLTime,30+ Days Ago,23-11-2024,Not disclosed
Billing Engineer,mycitypune,Pune,2-6 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulinkProjectProject engineering,30+ Days Ago,23-11-2024,Not disclosed
Co-ordinator - School / Pre school and Daycare,mycitypune,Pune,3-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingPreschoolTraining,30+ Days Ago,23-11-2024,Not disclosed
Sr.Supervisors,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingSimulation,30+ Days Ago,23-11-2024,Not disclosed
RMO,mycitypune,Pune,5-10 Yrs,CMOResident Medical OfficerDuty DoctorMedical Officer.NABHRmoMedical,30+ Days Ago,23-11-2024,Not disclosed
Operator,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSimulationOperatingOperations,30+ Days Ago,23-11-2024,Not disclosed
Pharmacist,mycitypune,Pune,1-2 Yrs,CMOResident Medical OfficerDuty DoctorMedical Officer.NABHMedicalPharmacy,30+ Days Ago,23-11-2024,Not disclosed
Principal,mycitypune,Pune,15-20 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingAdvisoryMentoring,30+ Days Ago,23-11-2024,Not disclosed
Assistant Engineers,mycitypune,Pune,2-6 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeAssistanceTimeSimulation,30+ Days Ago,23-11-2024,Not disclosed
Flash Electronics,mycitypune,Pune,1-5 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLOperating,30+ Days Ago,23-11-2024,Not disclosed
Sr. Project Manager,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeManagementSimulinkProject management,30+ Days Ago,23-11-2024,Not disclosed
Technical Support Engineers Leevel 1,mycitypune,Pune,1-5 Yrs,assembly languageJavaScriptReal Time Operating Systems.NETHTMLOracleSQLOperating,30+ Days Ago,23-11-2024,Not disclosed
CNC Machine Operator,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringProject,30+ Days Ago,23-11-2024,Not disclosed
Office Admin,mycitypune,Pune,6-10 Yrs,MISReportsTalent ManagementHuman ResourcesHR PoliciesRecruitmentTalent AcquisitionResource,30+ Days Ago,23-11-2024,Not disclosed
Sister Incharge-CCU/Cardiac Ward,mycitypune,Pune,5-10 Yrs,Nurse.NursingGNMNICUMedicalpatient careCardiac,30+ Days Ago,23-11-2024,Not disclosed
Assistant Manager,mycitypune,Pune,2-6 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveManagementDistributionMarketing,30+ Days Ago,23-11-2024,Not disclosed
P.D.I.Executive,mycitypune,Pune,1-5 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesDevelopmentSales executive activities,30+ Days Ago,23-11-2024,Not disclosed
Consultant- Coronary Care Unit,mycitypune,Pune,5-10 Yrs,CMOResident Medical OfficerDuty DoctorMedical Officer.NABHConsultingMedicalUNIT,30+ Days Ago,23-11-2024,Not disclosed
Spray Dryer Operator,mycitypune,Pune,5-10 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeTimeSimulationDryer,30+ Days Ago,23-11-2024,Not disclosed
Area Manager,mycitypune,Pune,3-7 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesArea managementDevelopment,30+ Days Ago,23-11-2024,Not disclosed
CNC/Troub Machine Operator,mycitypune,Pune,1-5 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeModelingProject engineeringProject,30+ Days Ago,23-11-2024,Not disclosed
Service Advisor,mycitypune,Pune,2-6 Yrs,Real Time Simulation SystemAutoCADProject EngineerSimulink ModelingAdobeSystemModelingSimulation,30+ Days Ago,23-11-2024,Not disclosed
Manager/Executive-Operations,mycitypune,Pune,7-12 Yrs,marketing executivedistributorssales strategyBusiness Developmentsales executiveSalesManagementSales executive activities,30+ Days Ago,23-11-2024,Not disclosed
