roles,companies,locations,experience,skills,Dates,PresentDate,salary
Jio Point Sales Specialist,Jio,Kuchai,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsRetail,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,"Saran, Maker",0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsCash,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Singhwara,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Bhagalpur,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Purba Champaran,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsRetail,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Araria,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Purnia,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsCash,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,East Godavari,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Rangampeta,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Seethanagaram,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Gantyada,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Etcherla,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Ranastalam,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Machavaram,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsRetail,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Ainavilli,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Yadamarri,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsCash,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Sitai,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsRetail,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Malda,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Kurseong,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Bardhaman,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsRetail,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Ondal,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Indpur,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Kanpur Nagar,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsRetail,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Jaintia Hills,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,"East Khasi Hills, Mylliem",0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Mairang,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsCash,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Zunheboto,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,South Tripura,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsCash,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Sonahatu,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Gola,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Hazaribag,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Chauparan,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Padma,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Purulia,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Customer Associate - Freelancer JP,Jio,Phulwaria,0-1 Yrs,BasicUsageSalesCustomer handlingCustomer AssociateCustomer experienceHandlingFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Unnao,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Bharuch,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Champhai,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Sarath,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Bengabad,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Madanpur,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Mohania,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Ghoshi,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Kaler,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Bhojpur,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Guraru,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Bodh Gaya,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsCash,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist,Jio,Baksa,0-4 Yrs,Direct salesBasicCash managementCustomer experienceManagementMerchandisingRetail outletsDirect,3 Days Ago,24-11-2024,Not disclosed
Social Media Marketing (SMM) Executive,Designer People,Faridabad,0-1 Yrs,Social media marketingGraphicsSocial media analyticsCommunication managementSenior ExecutiveAnalyticalManagementDigital marketing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Chandgad,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Dindigul,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Mau,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Chail,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Pathargama,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Dharmapuri,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Kowdipalle,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Unguturu,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Tirupati,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Hanwada,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Nashik,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Darwha,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Ner,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Palakonda,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Tangutur,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Podili,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Ahore,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Bagora,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Sunderbani,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Advisor Voice (RVC),Jio,Chikkaballapura,0-2 Yrs,BPOOutboundBasicRelationship buildingFocusManagementVoiceBuilding,3 Days Ago,24-11-2024,Not disclosed
Advisor Voice (RCC),Jio,Visakhapatnam,0-2 Yrs,BPOOutboundBasicRelationship buildingFocusManagementBuildingVoice,3 Days Ago,24-11-2024,Not disclosed
JC Senior Digital Repair Specialist,Jio,Raipur,0-4 Yrs,TrainingFocusTroubleshootingCRMRepairSeniorDigital,3 Days Ago,24-11-2024,Not disclosed
JC Digital Repair Specialist ( 81320477 ),Jio,Deoria,0-4 Yrs,Partner managementTrainingInspectionTroubleshootingCRMDigitalRepairManagement,3 Days Ago,24-11-2024,Not disclosed
Airfiber Freelancer Technician,Jio,Kheri,0-2 Yrs,ManagementTroubleshootingFreelancing,3 Days Ago,24-11-2024,Not disclosed
Airfiber Freelancer Technician,Jio,Panipat,0-2 Yrs,ManagementTroubleshootingFreelancing,3 Days Ago,24-11-2024,Not disclosed
JC oDSS - Part time,Jio,Tinsukia,0-2 Yrs,OutboundBasicUsageQuery resolutionRoute planningManagementCustomer interactionTime,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,North Twenty Four Parganas,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Jirania,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Kapadvanj,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Ahmednagar,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Amdanga,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,South Tripura,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Koya,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Guwahati,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Rangia (Pt),0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician,Jio,Lucknow,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308383 ),Jio,Samana,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsCashSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81312109 ),Jio,Junagadh,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
JC Digital Repair Specialist ( 80975499 ),Jio,Amritsar,0-4 Yrs,Partner managementTrainingInspectionTroubleshootingCRMRepairDigitalManagement,3 Days Ago,24-11-2024,Not disclosed
JC oDSS - Part time ( 81302506 ),Jio,Golaghat,0-2 Yrs,OutboundQuery resolutionRoute planningManagementCustomer interactionPart timePartTime,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81321921 ),Jio,Faridabad,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81307319 ),Jio,Atmakur,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsDirectSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308401 ),Jio,Beri,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsCashSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81294535 ),Jio,Faridabad,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsDirectRetail,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81312178 ),Jio,Nakhatrana,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsDirectRetail,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81307237 ),Jio,Kalikiri,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsDirectSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81294555 ),Jio,Sahibganj,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsDirectSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81307874 ),Jio,Bikaner,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsCashSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81294355 ),Jio,Bomdila,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308238 ),Jio,Begun,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81312258 ),Jio,Ponduru,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81307798 ),Jio,Shimla,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsRetailSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81294179 ),Jio,Kangra,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsCashSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308222 ),Jio,Pirawa,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsRetailSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308038 ),Jio,Phillaur,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsCashSales,3 Days Ago,24-11-2024,Not disclosed
Advisor Voice (RCC) ( 81360566 ),Jio,Kolkata,0-4 Yrs,BPOOutboundRelationship buildingManagementVoiceBuildingRCCRelationship,3 Days Ago,24-11-2024,Not disclosed
Jio Digital Sales Specialist JC GT ( 80355717 ),Jio,Guwahati,0-3 Yrs,Customer acquisitionSales planningNetworkingDigital salesCustomer retentionRetentionSalesDigital,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81016132 ),Jio,Nawabganj,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81218266 ),Jio,Pahari,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81355141 ),Jio,Golaghat,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81355260 ),Jio,Mangaon,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81355262 ),Jio,Mhasla,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81294635 ),Jio,Iglas,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81291786 ),Jio,Krishnarajpet,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81078292 ),Jio,Bhinmal,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81079015 ),Jio,Satara,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308038 ),Jio,Phillaur,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsCashSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81294553 ),Jio,Tufanganj,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsCashSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81307746 ),Jio,Khanna,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsRetailSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81307866 ),Jio,Khandala,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Home Service Intern ( 81362705 ),Jio,Ponduru,0-1 Yrs,Material managementSplicingInternCustomer serviceMaterialsManagement,3 Days Ago,24-11-2024,Not disclosed
Specialist Software Engineering / Fullstack,AT&amp;amp;amp;T,Chennai,1-4 Yrs,jQueryLinuxJSPMySQLJavascriptPHPHTMLPerl,3 Days Ago,24-11-2024,Not disclosed
Sr Associate Software Engineering / Fullstack,AT&amp;amp;amp;T,Chennai,1-4 Yrs,jQueryLinuxJSPMySQLJavascriptPHPHTMLPerl,3 Days Ago,24-11-2024,Not disclosed
"Sr. Spec, Software Engineering/ Full stack",AT&amp;amp;amp;T,Chennai,2-4 Yrs,jQueryLinuxJSPMySQLJavascriptPHPHTMLPerl,3 Days Ago,24-11-2024,Not disclosed
JC Digital Repair Specialist ( 81194936 ),Jio,Udupi,0-4 Yrs,Partner managementTrainingInspectionTroubleshootingCRMManagementRepairDigital,3 Days Ago,24-11-2024,Not disclosed
JC oDSS - Part time ( 80893112 ),Jio,Guwahati,0-2 Yrs,OutboundQuery resolutionRoute planningManagementCustomer interactionTimePart timeResolution,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81017223 ),Jio,Atmakur,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81218144 ),Jio,Pakala,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81078550 ),Jio,Chennai,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81016816 ),Jio,Kolkata,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81079019 ),Jio,Dombivli,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81294173 ),Jio,Kharsawan,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsDirectRetail,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81312250 ),Jio,"New Delhi, Mandi",0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308240 ),Jio,Basti,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsRetailSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81294323 ),Jio,Tezu,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308078 ),Jio,Rupa,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsRetailSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308351 ),Jio,Nakrekal,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308310 ),Jio,Rajakhera,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsCashSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81312229 ),Jio,Anklav,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308276 ),Jio,Ahmedabad,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81307970 ),Jio,Zira,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsDirectRetail,3 Days Ago,24-11-2024,Not disclosed
JC Digital Repair Specialist ( 81275181 ),Jio,Sikar,0-4 Yrs,Partner managementTrainingInspectionTroubleshootingCRMDigitalManagementRepair,3 Days Ago,24-11-2024,Not disclosed
Jio Digital Sales Specialist JC GT ( 80879024 ),Jio,Golaghat,0-3 Yrs,Customer acquisitionSales planningNetworkingDigital salesCustomer retentionDigitalSalesRetention,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81015900 ),Jio,Baijnath,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81322570 ),Jio,Baran,0-2 Yrs,ManagementTroubleshootingCertifiedFreelancing,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81016138 ),Jio,Hyderabad,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81078318 ),Jio,Raipur,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Certified Freelancer Technician ( 81015942 ),Jio,Nangal,0-2 Yrs,ManagementTroubleshootingFreelancingCertified,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81312429 ),Jio,Kharagpur,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsRetailSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308286 ),Jio,Aspur,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81307794 ),Jio,Bhandara,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsCashSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81308204 ),Jio,Pachpadra,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsRetailSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81294067 ),Jio,Dinara,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsSalesDirect,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81312243 ),Jio,Khetri,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsDirectSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81312168 ),Jio,Vadgam,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsCashSales,3 Days Ago,24-11-2024,Not disclosed
Jio Point Sales Specialist ( 81294309 ),Jio,Bundi,0-4 Yrs,Direct salesCash managementCustomer experienceManagementMerchandisingRetail outletsRetailSales,3 Days Ago,24-11-2024,Not disclosed
