roles,companies,locations,experience,skills,Dates,PresentDate,salary
Business Analyst,Fourty60 Technologies,Mumbai,2-5 Yrs,Change managementData analysisManager Quality AssuranceBusiness AnalystBusiness analysisProject managementAnalyticalRisk management,30+ Days Ago,24-11-2024,Not disclosed
Marketing & Social Media Manager,Krunk,Mumbai,3-6 Yrs,digital marketingmarketing strategiesbrandingmediaadvertisingmarket researchroipublic relations,30+ Days Ago,24-11-2024,Not disclosed
Programming & Event Manager,Krunk,Mumbai,4-7 Yrs,c++pythonadamcsoftware developmentsoftware testingproductiontelevision,30+ Days Ago,24-11-2024,Not disclosed
Content Strategist,Beacon Minds,Mumbai,2-6 Yrs,digital marketingseo toolssemrushcmscontent strategycontent managementresearchcontent creation,30+ Days Ago,24-11-2024,Not disclosed
Sr. Graphic Designer,Futuready Services Pvt. Ltd.,Mumbai,3-5 Yrs,Sr. Graphic DesignerGraphicsDesignGraphic designingSR,30+ Days Ago,24-11-2024,Not disclosed
Sr. Copywriter,Futuready Services Pvt. Ltd.,Mumbai,2-5 Yrs,Sr. CopywriterCopy writingSRWriting,30+ Days Ago,24-11-2024,Not disclosed
Content Lead,Ways Marketing Solutions,Mumbai,2-4 Yrs,content lead,30+ Days Ago,24-11-2024,Not disclosed
Sr Content Strategist,Sociohub,Mumbai,3-6 Yrs,OOPSStrategistContent strategyContentSR,30+ Days Ago,24-11-2024,Not disclosed
SEO Technical Lead,Tonic Media,Mumbai,1-3 Yrs,Team managementGoogle AnalyticsXMLSchemaTechnical LeadSEOAnalyticsMonitoring,30+ Days Ago,24-11-2024,Not disclosed
BUSINESS DEVELOPMENT EXECUTIVE,Unison Communications,Mumbai,1-6 Yrs,Manager Client ServicingNew market developmentBusiness Development ExecutiveAd agencyMarket developmentManagementAgencyClient,30+ Days Ago,24-11-2024,Not disclosed
Senior Account Manager,GTS Telecom Services,"Mumbai, Navi Mumbai",4-6 Yrs,TelecomSalesTime managementCustomer satisfactionFraud managementTime ManagementsManagementAccounting,30+ Days Ago,24-11-2024,Not disclosed
Monetization Manager,Games2win,Mumbai,4-9 Yrs,ApiSdkReportingFacebookAdvertisingMarket ResearchMarketingMonetization,30+ Days Ago,24-11-2024,Not disclosed
Web Developers ( Sr Developer ),365digital,Mumbai,3-8 Yrs,Web technologiesContent management systemPHPE-commerceSRSystemWeb developmentDevelopment,30+ Days Ago,24-11-2024,Not disclosed
Sr SOCIAL MEDIA EXPERT,365digital,Mumbai,3-8 Yrs,digital marketingpythondata analyticsadobe analyticsdata analysismediamarket researchmedia strategy,30+ Days Ago,24-11-2024,Not disclosed
SEO ANALYSIS ( MANAGER ),365digital,Mumbai,4-9 Yrs,Google AdWordsSEO analysisAnalyticsSearch engine optimizationEngineGoogleSearchingAnalysis,30+ Days Ago,24-11-2024,Not disclosed
Technical Lead,Automationedge,Mumbai,5-10 Yrs,Solution designCore JavaAutomationTeam leadingMayaTechnical leadershipSeleniumInformation technology,30+ Days Ago,24-11-2024,Not disclosed
HR Executive Shared Services,Double Negative,Mumbai,4-7 Yrs,Visual EffectsAutomationHR operationsHRISProject managementReconciliationManager TechnologyAnimation,30+ Days Ago,24-11-2024,Not disclosed
Graphics Designer,Grasshopper Media,Mumbai,2-4 Yrs,GraphicsClient relationship managementRepresentativePhotoshop3DSmaxRelationship3ds MaxClient relationship,30+ Days Ago,24-11-2024,Not disclosed
Digital Editor,ITP Media,Mumbai,2-5 Yrs,Content strategyContent managementInterpersonal skillsTeam managementdigital contentManagement systemsSocial mediaCMS,30+ Days Ago,24-11-2024,Not disclosed
iOS Developer,Createid8,Mumbai,2-7 Yrs,Concept designAnalyticalProgrammingDeploymentBudgetingios developmentIOSTesting,30+ Days Ago,24-11-2024,Not disclosed
Accounts Executive,Next Gen Publishing,Mumbai,2-7 Yrs,Control accountsTDSBank reconciliationHR ExecutiveMISBillingVendor paymentsCredit control,30+ Days Ago,24-11-2024,Not disclosed
Training faculties,Satvam Consulting Private Limited,Mumbai,1-5 Yrs,TrainingSubject ExpertExport importLabourTaxation,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager,Big Sea Marcom,Mumbai,3-6 Yrs,Space sellingConceptualizationSales processB2B SalesAdvertisingBusiness ExecutiveServicingManagement,30+ Days Ago,24-11-2024,Not disclosed
Business Development Manager,Optiminastic Media,Mumbai,3-8 Yrs,PrintingGraphicsAdobe Premiere ProWeb technologiesIllustratorSocial mediaAnimationAccounts Executive,30+ Days Ago,24-11-2024,Not disclosed
Graphic designer,Healthy World,Mumbai,1-3 Yrs,Help DeskCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor ManagementInformation,30+ Days Ago,24-11-2024,Not disclosed
Sales Manager,Peddington Lubricants And Coating Compounds,Mumbai,2-3 Yrs,Lead generationSalesSales lead generationManagementCRMSales managementGeneration,30+ Days Ago,24-11-2024,Not disclosed
Business Development Manager,Peddington Lubricants And Coating Compounds,Mumbai,2-3 Yrs,Business development managementSalesManagementBusiness developmentDevelopment managementDevelopment,30+ Days Ago,24-11-2024,Not disclosed
Event Sponsor Sales Manager,Fashion Tv,Mumbai,3-7 Yrs,Business administrationSales strategySalesNetworkingEvent managementTime managementManagementMS Office,30+ Days Ago,24-11-2024,Not disclosed
Senior Product Manager,Games2win,Mumbai,7-12 Yrs,Product managementAnalytical skillsparkingData analysisUsageIntellectual propertyManager TechnologyData analytics,30+ Days Ago,24-11-2024,Not disclosed
Business Development Manager Direct Sales,Baron Luxury and Lifestyles Pvt. Ltd.,"Mumbai, Delhi",6-11 Yrs,Direct salesSalesAviationBusiness Development ManagerDevelopmentManagementDirectSales management,30+ Days Ago,24-11-2024,Not disclosed
Regional Sales Manager,Oxygen Media Services,Mumbai,5-10 Yrs,Regional salesManagementSalesRegionalSales management,30+ Days Ago,24-11-2024,Not disclosed
Brand Executive,Oxygen Media Services,Mumbai,1-5 Yrs,Brand Executivemarketing executivedistributorscustomer profilingsales strategymarket researchBusiness Developmentsales executive,30+ Days Ago,24-11-2024,Not disclosed
Senior Medical Officer,Oxygen Media Services,Mumbai,2-6 Yrs,Senior Medical Officercritical careConsultantmedicineICUhospitalresidentConsulting,30+ Days Ago,24-11-2024,Not disclosed
IT support,Oxygen Media Services,Mumbai,2-7 Yrs,Technical product configurationc++CdesignMySQLJavaScriptintegration PHPHTML,30+ Days Ago,24-11-2024,Not disclosed
Creative Strategist Social Media,Delhi Press,Mumbai,2-7 Yrs,Social media marketingBasicPublishingMedia strategySocial mediaOnline marketingMarketing campaignsMarketing Professional,30+ Days Ago,24-11-2024,Not disclosed
Social Media Analyst,Germinait Solutions,Mumbai,1-2 Yrs,SANAnalystFrenchMedia researchSocial Media AnalystManagementDigital marketingMS Office,30+ Days Ago,24-11-2024,Not disclosed
Web Developer,Connectix-x Technology Solution,Mumbai,2-3 Yrs,BackendCSSWeb technologiesHTMLWeb developmentDevelopmentCs,30+ Days Ago,24-11-2024,Not disclosed
Web Designer,Connectix-x Technology Solution,Mumbai,2-3 Yrs,Image editingWeb technologiesProductionJavascriptProgrammingHTMLDesignEditing,30+ Days Ago,24-11-2024,Not disclosed
Graphics Designer,Connectix-x Technology Solution,Mumbai,2-3 Yrs,GraphicsGraphic designingDesign,30+ Days Ago,24-11-2024,Not disclosed
Total Experience,PaperPlane,Mumbai,1-4 Yrs,Front endUser interface designingIllustratoradobe creative suiteInteraction designMarket researchHTMLBlack Belt,30+ Days Ago,24-11-2024,Not disclosed
Social Media,Akrotics Digital Solutions,Mumbai,1-3 Yrs,GraphicsTypesettingDrupalCodingSocial mediaXMLMySQLPHP,30+ Days Ago,24-11-2024,Not disclosed
Materials Developer,Delhi Press,Mumbai,8-10 Yrs,Publishingdigital contentManager Quality AssuranceTeachingQualityMaterialsDevelopmentQuality assurance,30+ Days Ago,24-11-2024,Not disclosed
Editorial Coordinator,Delhi Press,Mumbai,3-4 Yrs,Content managementPublishingCookingNetworkingJournalismManagementMS OfficeEditorial Coordinator,30+ Days Ago,24-11-2024,Not disclosed
Human Resource - Talent Acquisition (Recruiter),Fashion Tv,Mumbai,4-10 Yrs,NetworkingTalent acquisitionManagement systemsDatabase managementSocial mediaHRMS OfficePrint media,30+ Days Ago,24-11-2024,Not disclosed
Marketing Agency Manager,Fashion Tv,Mumbai,2-6 Yrs,Head Business DevelopmentBrand positioningGraphic designingTeam managementCampaign managementSocial mediaAnalyticalContent writing,30+ Days Ago,24-11-2024,Not disclosed
Social Media Executive,Digitalise,Mumbai,1-5 Yrs,UsageSocial Media ExecutiveMedia strategyCustomer serviceResearchAdvertisingMonitoringMedia,30+ Days Ago,24-11-2024,Not disclosed
Video Editor Children Magazine,Delhi Press,Mumbai,3-4 Yrs,PrintingTrainingWeb technologiesVideographySocial mediaVideo EditorProductionManager Technology,30+ Days Ago,24-11-2024,Not disclosed
Senior Graphic Designer,Digitila Media,Mumbai,2-4 Yrs,GraphicsInterpersonal skillsProductionConceptualizationSeniorInterpersonalInterpersonal SkillGraphic designing,30+ Days Ago,24-11-2024,Not disclosed
Accounts Executive,Havas Media Network,Mumbai,2-4 Yrs,Digital mediaFinancial analysisLitigationAnalyticalSocial mediaFinancial planningBillingRevenue recognition,30+ Days Ago,24-11-2024,Not disclosed
Online Events Coordinator,T7E,Mumbai,1-6 Yrs,Graphic designingData managementEvent managementTool designCustomer supportCustomer engagementmicrosoftDigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Social Media Manager,Netcore Cloud,Mumbai,3-5 Yrs,Strategic managementSocial media analyticsanalytics reportingMedia managementCopy writingMedia strategyVideo editingcontent designing,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive - Mumbai,Rangblaze Media,Mumbai,1-3 Yrs,BasicLead generationUsageSalesRelationshipCustomer relationshipSales ExecutiveDigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Editor,Koimoi,Mumbai,1-5 Yrs,GraphicsBusiness HeadPublishingGoogle AnalyticsSocial mediaSocial networkingContent writingSEO,30+ Days Ago,24-11-2024,Not disclosed
Content Intern,Bright Brain,Mumbai,2-5 Yrs,Content strategyBasicCSSdigital contentInternCodingJavascriptCMS,30+ Days Ago,24-11-2024,Not disclosed
Social Media Manager,All In Jade,Navi Mumbai,4-8 Yrs,GraphicsAnalytical skillsGoogle AnalyticsOnline marketingSocial mediaAppealsBrand awarenessSEO,30+ Days Ago,24-11-2024,Not disclosed
Process Coordinator,Bright Brain,Mumbai,2-4 Yrs,Business processWorkflowProcess CoordinatorDigital marketingDigitalMarketingCoordinationProcess,30+ Days Ago,24-11-2024,Not disclosed
Business Development Executive,Ways Marketing Solutions,Mumbai,2-3 Yrs,Business Development ExecutiveDevelopmentBusiness development,30+ Days Ago,24-11-2024,Not disclosed
Corporate Communications Manager,Games2win,Mumbai,7-12 Yrs,Business writingSocial mediaConsultingCorporateContent writingResearchManagementGaming,30+ Days Ago,24-11-2024,Not disclosed
Senior User Interface Designer,PaperPlane,"Mumbai, Mumbai",5-10 Yrs,layoutfront enddevelopmentinterfacesusabilitybrandingadobeuser interface,30+ Days Ago,24-11-2024,Not disclosed
Senior User Interface Designer,PaperPlane,"Mumbai, Mumbai",5-10 Yrs,layoutdevelopmentblack beltinterfacesnavigationusabilityadobeinteraction design,30+ Days Ago,24-11-2024,Not disclosed
Graphic Designer,PaperPlane,"Mumbai, Mumbai",1-4 Yrs,layoutfront endwebsitemultimediabrandinggraphic designgraphicstools,30+ Days Ago,24-11-2024,Not disclosed
Manager - Client Coordination,The Adroit,"Mumbai, Navi Mumbai",3-8 Yrs,System architectureTechnical writingProject managementBusiness analyticsClient coordinationWeb developmentBudget managementUser management,30+ Days Ago,24-11-2024,Not disclosed
Senior Manager/Manager/Asst. Manager - Event Operations,Seventy Seven Entertainment,Mumbai,5-10 Yrs,ResourcingCost reductionJournalismAdvertisingAssistanceOperations managementSeniorEvent management,30+ Days Ago,24-11-2024,Not disclosed
Senior Manager/Manager/Assistant Manager - Client Servicing & Business,Seventy Seven Entertainment,"Mumbai, Delhi",5-10 Yrs,Assistant Manager Client ServicingBackendEvent managementBusiness Development ManagerAdvertising managementManagementAdvertisingBusiness Executive,30+ Days Ago,24-11-2024,Not disclosed
"Senior Manager - Employer Branding, Internal Communications",Sony Pictures,Mumbai,8-10 Yrs,Digital mediahuman capitalAnalyticalSocial mediaProject managementEmployee engagementHRIPS,30+ Days Ago,24-11-2024,Not disclosed
"Lead - Content Acquisition, Digital Business",Sony Pictures,Mumbai,12-15 Yrs,Post productionContent strategyDigital mediaPublishingStrategic partnershipsProject managementLicensingStakeholder management,30+ Days Ago,24-11-2024,Not disclosed
"Cloud Data Engineer, Enterprise Technology Group",Sony Pictures,Mumbai,2-5 Yrs,Digital mediahuman capitalCloudManager TechnologyData qualityAgile methodologydata visualizationAWS,30+ Days Ago,24-11-2024,Not disclosed
Account Manager + Pre Sales,Torcai Digital Media,Mumbai,3-4 Yrs,Business administrationAdministration managementClient satisfactionSalesDatabasePresalesManagementMedia planning,30+ Days Ago,24-11-2024,Not disclosed
Copywriter,LycodonFX Pvt. Ltd,Mumbai,1-5 Yrs,Copywriterwritingcopy writing,30+ Days Ago,24-11-2024,Not disclosed
Junior Web Designer,LycodonFX Pvt. Ltd,Mumbai,1-5 Yrs,Sound EditingFlash DesigningCSSWeb technologiesAnimationHTMLPhotoshopFlash,30+ Days Ago,24-11-2024,Not disclosed
Junior Graphic Designer,LycodonFX Pvt. Ltd,Mumbai,1-5 Yrs,Sound EditingFlash DesigningCSSAnimationHTMLPhotoshopFlash3Ds Max,30+ Days Ago,24-11-2024,Not disclosed
Network Field Engineer,Home Systems,Mumbai,1-3 Yrs,Technical product configurationc++CdesignMySQLJavaScriptintegration PHPHTML,30+ Days Ago,24-11-2024,Not disclosed
Sales Person (Field Work),Home Systems,Mumbai,2-7 Yrs,marketing executivedistributorscustomer profilingsales strategymarket researchBusiness Developmentsales executiveDevelopment,30+ Days Ago,24-11-2024,Not disclosed
Office Executive,Home Systems,Mumbai,2-7 Yrs,Help DeskCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor ManagementInformation,30+ Days Ago,24-11-2024,Not disclosed
Jr Django ( Python ) Developer,Brand Catalyst Media,Mumbai,1-6 Yrs,UsageGITWeb technologiesRDBMSPostgresqlDjangoMySQLInfrastructure,30+ Days Ago,24-11-2024,Not disclosed
"Social Media , SEO & Website Manager",Brand Catalyst Media,Mumbai,2-7 Yrs,Website managementUsageMedia managementSocial mediaManagementSEOMediaWeb technologies,30+ Days Ago,24-11-2024,Not disclosed
Tele-Caller,Insignia Communications,Mumbai,1-6 Yrs,TrainingInterpersonal skillsDatabaseCRMdbmsinterpersonalinterpersonal skill,30+ Days Ago,24-11-2024,Not disclosed
Manager Projects / BD / Sales / Marketing,R F Arrays Systems Pvt.Ltd,Mumbai,5-7 Yrs,marketing executivedistributorscustomer profilingsales strategymarket researchBusiness Developmentsales executiveDistribution,30+ Days Ago,24-11-2024,Not disclosed
Software Engineer,Simple2call,Mumbai,3-5 Yrs,pythonc++software testingproblem solvingcreative solutionsengineeringjavatdd,30+ Days Ago,24-11-2024,Not disclosed
Business Development Executive / tele caller,Fashion Tv,Mumbai,1-5 Yrs,OutboundAssistant Manager HRInterpersonal skillsSalesfranchise salesBroadcastingBusiness Development ExecutiveManagement,30+ Days Ago,24-11-2024,Not disclosed
Sponsorship Sales and Business Development,Information Security Media Group (ISMG),Mumbai,2-6 Yrs,Digital mediaClient account managementSalesNetworkingsponsorship salesInformation securityClient supportCreative services,30+ Days Ago,24-11-2024,Not disclosed
Jr. Sales Executives,Effervescent Technologies Pvt. Ltd.,Mumbai,2-6 Yrs,B2BClient satisfactionProduct serviceCreative designingRelationshipBusiness Development ExecutiveComputer proficiencySales Executive,30+ Days Ago,24-11-2024,Not disclosed
Dot Net Web Developer,Aeon Digital Technologies,Mumbai,4-9 Yrs,IISjQueryWeb developmentJavascriptCMSHTMLWindowsWCF,30+ Days Ago,24-11-2024,Not disclosed
Mid Level Python Engineer,Everestek Technosoft Solutions,"Mumbai, Surat",4-9 Yrs,AutomationGITWeb servicesDebuggingAgileData processingSeleniumserver side programming,30+ Days Ago,24-11-2024,Not disclosed
FIS,Multiplier Brand Solutions,Mumbai,1-4 Yrs,OutboundSalesSenior managementBrand awarenessTraining managementMonitoringManagementBranding,30+ Days Ago,24-11-2024,Not disclosed
Web Wizards,Akrotics Digital Solutions,Mumbai,1-3 Yrs,DrupalCodingXMLSocial mediaMySQLWordpressPHPJSON,30+ Days Ago,24-11-2024,Not disclosed
Social Media Manager,Being Digitalz,Mumbai,5-10 Yrs,PPCPublishingEmail marketingMedia strategySocial mediaGoogle AdWordsBrand awarenessSEM,30+ Days Ago,24-11-2024,Not disclosed
Human Resource - TA,Fashion Tv,Mumbai,1-5 Yrs,Data analysisInterpersonal skillsNetworkingTalent acquisitionNon IT recruitmentTime managementSocial mediaHR,30+ Days Ago,24-11-2024,Not disclosed
Marketing Lead,Lexiconn Content Services,Mumbai,1-4 Yrs,Customer life cycle managementLead generationSocial mediadigital campaignsBillingProject planningContent writingDigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Training Assistant,Folks,Mumbai,1-4 Yrs,Head Business DevelopmentAnimationVFXdata integrityTraining and DevelopmentTraining managementContinuous improvementMonitoring,30+ Days Ago,24-11-2024,Not disclosed
Privacy Lawyer - Route Mobile,Route Mobile (RML),Mumbai,5-10 Yrs,Product engineeringFrenchHIPAAData collectionData processingTelecommunicationGermanSpanish,30+ Days Ago,24-11-2024,Not disclosed
Middle Ad Sales Manager,Mgid,Mumbai,4-8 Yrs,Lead generationMarketing analyticsGoogle AnalyticsSalesWeb technologiesAd salesAdvertisingAnalytics,30+ Days Ago,24-11-2024,Not disclosed
Senior Salesforce Consultant,Vera Solutions,Mumbai,6-11 Yrs,LoansData analysisData migrationBusiness analysisQuality systemsConsultingData collectionProject delivery,30+ Days Ago,24-11-2024,Not disclosed
Talent Acquisition Specialist,Fashion Tv,Mumbai,1-4 Yrs,Relationship managementBusiness administrationInterpersonal skillsNetworkingTalent acquisitionStaffingSocial mediaMarket research,30+ Days Ago,24-11-2024,Not disclosed
Talent Acquisition - Non IT Professional,Fashion Tv,Mumbai,1-4 Yrs,Relationship managementNetworkingTalent acquisitionStaffingSocial mediaMarket researchHRManagement,30+ Days Ago,24-11-2024,Not disclosed
Animator,Ripple Media,Mumbai,2-5 Yrs,3DSoftware designAnimatorIllustratorAnimationPhotoshopSoftwareDesign,30+ Days Ago,24-11-2024,Not disclosed
Infographics Designer,Adfactors Pr,"Mumbai, New Delhi",3-5 Yrs,GraphicsIndustry researchContent strategyBrand positioningSocial mediaHealthcareDigital communicationcxo,30+ Days Ago,24-11-2024,Not disclosed
Solutions Architect,Vera Solutions,Mumbai,3-8 Yrs,LoansLeadership developmentFrenchProject managementVERADiversity and InclusionSpanishSales process,30+ Days Ago,24-11-2024,Not disclosed
Web Developement,SRM Films,Mumbai,2-6 Yrs,Web developmentDevelopmentWeb technologies,30+ Days Ago,24-11-2024,Not disclosed
Script Writing,SRM Films,Mumbai,1-5 Yrs,Script writingScriptingWriting,30+ Days Ago,24-11-2024,Not disclosed
Graphics and Animation,SRM Films,Mumbai,2-6 Yrs,GraphicsAnimation,30+ Days Ago,24-11-2024,Not disclosed
Digital Marketing Manager,Speaker Influencer,"Mumbai, Navi Mumbai",2-5 Yrs,Digital marketingManagementMarketingDigital,30+ Days Ago,24-11-2024,Not disclosed
SEO Professionals,SRM Films,Mumbai,1-3 Yrs,digital marketingseo analysiskeyword analysissearch enginetechnical seoresearchon-page optimizationseo strategies,30+ Days Ago,24-11-2024,Not disclosed
Human Resource Executive,Fashion Tv,Mumbai,1-4 Yrs,Health insuranceHR ExecutivePerformance managementHRISConflict resolutionEmployee engagementSchedulingHR,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager - Marketing,Sony Pictures,Mumbai,1-4 Yrs,Public relationsadvertising agencyEvent managementAnalyticalconsumer marketingMarketing supportAd salesStakeholder management,30+ Days Ago,24-11-2024,Not disclosed
Motion Graphic Designer,Capsmash Media,Mumbai,1-4 Yrs,typographystoryboardingpremiere proadobe after effectsadobevisual communicationphotoshopgraphics,30+ Days Ago,24-11-2024,Not disclosed
EAP Sourcing Manager- Agency Channel,Beechi Vidya Kendra Trust,Mumbai,4-9 Yrs,OutboundSalesBancassuranceInsurance trainingAgency channelSourcingChannelTraining,30+ Days Ago,24-11-2024,Not disclosed
Training Counsellor & Guide,Digital Dojo (opc),Mumbai,1-4 Yrs,TrainingOutboundCareer CounsellorTelecallingCustomer handlingDigital marketingAdministration workAdministration,30+ Days Ago,24-11-2024,Not disclosed
Digital Marketing Trainer / Teacher,Digital Dojo (opc),Mumbai,2-5 Yrs,TrainingResearchDigital marketing,30+ Days Ago,24-11-2024,Not disclosed
QA - Test Engineer,Games2win,Mumbai,2-5 Yrs,QATrainingQCIntellectual propertyTest casesMantisJIRAGame testing,30+ Days Ago,24-11-2024,Not disclosed
Talent Acquisition - HR Recruitment Specialist,Fashion Tv,Mumbai,1-4 Yrs,AdministrationHead Business DevelopmentNetworkingTalent acquisitionSocial mediaDatabaseHRManagement,30+ Days Ago,24-11-2024,Not disclosed
Talent acquisition,Fashion Tv,Mumbai,1-4 Yrs,Interpersonal skillsExcelNetworkingTalent acquisitionSocial mediaBroadcastingMS WordHR,30+ Days Ago,24-11-2024,Not disclosed
Interior Designer,Fashion Tv,Mumbai,1-4 Yrs,SupervisorConstructionConcept developmentHRVendorPhotoshopPowerpointConcepts,30+ Days Ago,24-11-2024,Not disclosed
"Associate Vice President - Brand Solutions, Ad Sales",Sony Pictures,Mumbai,10-12 Yrs,GraphicsDigital mediaBrand positioninghuman capitalAd salesMarket intelligenceResource allocationStakeholder management,30+ Days Ago,24-11-2024,Not disclosed
Social Media Manager,Armsprime Media,Mumbai,3-5 Yrs,Social media marketingPublic relationsMedia strategyAnalyticalSocial mediaSEMSEODigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Product Executive,Greenhandle,Mumbai,1-3 Yrs,Product ExecutiveExecutive Production,30+ Days Ago,24-11-2024,Not disclosed
QA Manager,Games2win,Mumbai,12-20 Yrs,AutomationLoad testingTesting toolsBillingPerformance testingTest casesJIRAResource management,30+ Days Ago,24-11-2024,Not disclosed
Talent Acquisition,Fashion Tv,Mumbai,2-5 Yrs,Relationship managementNetworkingHospitality managementTalent acquisitionStaffingEvent managementRelationship buildingSocial media,30+ Days Ago,24-11-2024,Not disclosed
Digital Sales Executive,Digital Dojo (opc),Mumbai,2-5 Yrs,Lead generationDigital salesUPSSales ExecutiveSales initiativesInternshipGenerationSales,30+ Days Ago,24-11-2024,Not disclosed
Sr . System Administrator,Games2win,Mumbai,10-12 Yrs,Patch managementVersion controlWANSenior System AdministratorIntellectual propertyStandard operating proceduresLANWindows,30+ Days Ago,24-11-2024,Not disclosed
Network and Connectivity Engineer,Asian Infotel,"Mumbai, Navi Mumbai",1-2 Yrs,MPLS VPNNetworkingCustomer satisfactionNetwork operationsDatabaseManagementNetwork engineeringDBMS,30+ Days Ago,24-11-2024,Not disclosed
Graphic Designer,Fashion Tv,Mumbai,1-4 Yrs,GraphicsPrintingSoftware designIllustratorConceptualizationAnimationManagementDigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Portal Managers,Webprint Solution,Navi Mumbai,3-7 Yrs,TrainingReport generationOperations managementHP data protectorComplianceManagementStrategy developmentAnalytics,30+ Days Ago,24-11-2024,Not disclosed
Portal Executives,Webprint Solution,Navi Mumbai,1-3 Yrs,TrainingReport generationContent managementHP data protectorComplianceInfrastructureManagementStrategy development,30+ Days Ago,24-11-2024,Not disclosed
Device Validation Engineer 5G,Marquistech,Navi Mumbai,2-7 Yrs,RRCRFTesting toolsPerformance testingSMSTelecommunicationTroubleshootingWiFi,30+ Days Ago,24-11-2024,Not disclosed
NB - IoT / IoT Testing Engineer,Marquistech,Navi Mumbai,2-7 Yrs,Linux3GWANDebuggingLANTelecommunicationLog analysisSDK,30+ Days Ago,24-11-2024,Not disclosed
Device Protocol Testing Engineer,Marquistech,Navi Mumbai,3-6 Yrs,WirelessAnalyticalFunctional testingProtocol testingElectronicsTelecommunicationLog analysisIMS,30+ Days Ago,24-11-2024,Not disclosed
New Business Development Manager,Podhigai Ads,Mumbai,4-6 Yrs,Business solutionsNew business developmentmanagementbusiness developmentnew businessdevelopment,30+ Days Ago,24-11-2024,Not disclosed
New Business Development Manager,The Brand Sigma,Mumbai,4-6 Yrs,Business solutionsNew business developmentmanagementbusiness developmentnew businessdevelopment,30+ Days Ago,24-11-2024,Not disclosed
SALES CONSULTANT,Multiplier Brand Solutions,Mumbai,1-4 Yrs,OutboundSalesSenior managementBrand awarenessTraining managementMonitoringManagementSenior,30+ Days Ago,24-11-2024,Not disclosed
Customer Acquisition Manager,Delhi Press,Mumbai,2-6 Yrs,Customer acquisitionSocial media marketingInterpersonal skillsTeam managementAnalyticalSocial mediaMarketing campaignsStrategic planning,30+ Days Ago,24-11-2024,Not disclosed
Asst. Manager - Marketing,Miraj Cinemas,Mumbai,2-5 Yrs,GraphicsBrand managementCampaign managementSocial mediaAssistant Manager MarketingMarketing campaignsMarket researchDigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Senior Sales Executive,Vinsak,Navi Mumbai,2-5 Yrs,Strong interpersonal and communication skills Excellent trouble shooting and problem-solving skills.Communication SkillsSelling SkillsConvincing PowerSeniorProblem solvingInterpersonalProblem solving Skills,18 Days Ago,24-11-2024,Not disclosed
Project Manager,Games2win,"Mumbai, Anand",2-7 Yrs,MS projectExcelProject managementProject planningSchedulingDelivery HeadProject deliveryAndroid,30+ Days Ago,24-11-2024,Not disclosed
English Transcription Specialist (APAC Region),Mrbeast,Mumbai,1-2 Yrs,SUBAdobe PremiereTranscriptionManagementEnglishAdobe,30+ Days Ago,24-11-2024,Not disclosed
Client Servicing - Digital,Auraa,Mumbai,1-5 Yrs,team managementchannel salesteam handlingcustomer serviceclient servicingbusiness developmentbanking operationssales,30+ Days Ago,24-11-2024,Not disclosed
Digital Marketing Professional,Auraa,Mumbai,1-5 Yrs,digital marketingmarketing budgetdigitalmarketing strategyinbound marketingteachingmediaroi,30+ Days Ago,24-11-2024,Not disclosed
Visualizer,Auraa,Mumbai,1-5 Yrs,digital marketingvisualisermodelingssasuser interface designinginvestmentphotoshopadvertising,30+ Days Ago,24-11-2024,Not disclosed
Talent Manager,Lucasfilm,Mumbai,8-10 Yrs,Career developmentVisual EffectsExcelProject leadershipTalent developmentWorkflowSchedulingManagement,30+ Days Ago,24-11-2024,Not disclosed
Senior Account Manager (PR) - BFSI,Edelman,Mumbai,8-10 Yrs,Business administrationPublic relationsEmployee developmentBfsiProject managementDirectorExecutive managementManagement,30+ Days Ago,24-11-2024,Not disclosed
Account Manager - Health Sector,Edelman,Mumbai,4-6 Yrs,Manager Client ServicingPublic relationsProject managementManager TechnologyHealthcareAccount managementClient relationshipManagement,30+ Days Ago,24-11-2024,Not disclosed
Wavemaker | Executive,Wavemaker,Mumbai,2-8 Yrs,MiningData analysisCampaign managementSocial mediaE-commerceBusiness Group HeadInvestment managementDigital marketing,30 Days Ago,24-11-2024,Not disclosed
Franchise Executive,Fashion Tv,Mumbai,1-4 Yrs,TrainingBusiness administrationNetworkingRelationship buildingProject managementStrategic planningMarket researchFranchisee development,30+ Days Ago,24-11-2024,Not disclosed
Purchase Manager,Fashion Tv,Mumbai,4-8 Yrs,ProcurementBusiness administrationSupply chain managementTeam managementContract managementAnalyticalInventory controlManagement,30+ Days Ago,24-11-2024,Not disclosed
