roles,companies,locations,experience,skills,Dates,PresentDate,salary
Software Developer,Manufacturing Company,Pune,5-10 Yrs,C#Visual VideoDevOpsDockerVisualSoftwareDevelopmentSoftware development,11 Days Ago,24-11-2024,Not disclosed
Sales Manager,Tech Unity Packaging Solutions,Pune,0-3 Yrs,Sales And MarketingSalesMarketingManagementMarketingSales management,11 Days Ago,24-11-2024,2.4-4.8 Lacs PA
Vehicle Engineering,A Leading OEM Client,Pune,3-8 Yrs,EEELECTRICALE&EELECTRONICSTelematicsEngineeringEEes,11 Days Ago,24-11-2024,Not disclosed
Electrified Powertrain Controls Engineer,Fortune 500,Pune,6-10 Yrs,Matlab Simulinkpower trainMilDSpaceControlMATLABTrainingSimulink,11 Days Ago,24-11-2024,Not disclosed
Senior Electrical Instrumentation & Control Engineer,Sundyne Pumps And Compressors,Pune(Aundh),8-13 Yrs,PumpsInstrumentationControl SystemDetail EngineeringCompressorsControl PaneldatasheetControl Engineering,11 Days Ago,24-11-2024,Not disclosed
Mechanical Design Manager,ADF Engineering,Pune(Chakan +1),15-20 Yrs,Design CalculationsSolid WorksTeam ManagementSolid EdgeMechanical Design,11 Days Ago,24-11-2024,Not disclosed
Design Engineer,.,Pune,2-7 Yrs,Design EngineeringSolid EdgeMechanical DesignDesign CalculationsSolidEngineeringDesign CalculationMechanical,11 Days Ago,24-11-2024,Not disclosed
Area Sales Manager,Duroply Industries,"Pune, Ahmedabad, Bikaner",6-11 Yrs,Channel SalesProject SalesBusiness DevelopmentSecondary SalesPrimary SalesProjectSalesSecondary,11 Days Ago,24-11-2024,Not disclosed
Front End Developer,SFS Group,Hybrid - Pune(Baner),8-10 Yrs,Ui/UxAngularCSSUXTypescriptUI DevelopmentJavascriptHTML,11 Days Ago,24-11-2024,Not disclosed
Assistant Manager Account,Raj Process Equipments And System,Pune,6-9 Yrs,Import Export Compliance & DocumentationForeign RemittancesMSMELC & BG DocumentationDocumentationExport documentationBgCompliance,12 Days Ago,24-11-2024,5.5-7.5 Lacs PA
Sales Engineer/Sr. Sales Engineer For Pune,The New Ball Bearing Co (TNBBC),Pune,1-6 Yrs,SalesBearingsIndustrial ProductsIndustrial ProductSRIndustrialSales engineering,12 Days Ago,24-11-2024,3-6 Lacs PA
Costing Engineer,Autocomp Corporation Panse,"Sanand, Pune",7-10 Yrs,Project Management SkillsData Analysis and ReportingCost Estimation and AnalysisTechnical Knowledge and Engineering ExpertiseAttention to DetailAnalysisProject managementCost estimation,12 Days Ago,24-11-2024,7-9 Lacs PA
"External Communications, Brand PR and Media SpecialiSTFor mnc company",MNC Group,Pune(Baner),5-10 Yrs,External CommunicationsInternal CommunicationCorporate CommunicationBrand CommunicationCompanyExternal CommunicationBrandingCommunication skills,12 Days Ago,24-11-2024,11-21 Lacs PA
Manager / Sr. Manager Finance & Accounts,Reliable Autotech,Pune(Chakan),5-10 Yrs,Plant ControllingBudgetingForecastingCost AccountingAudit ComplianceStatutory ComplianceCash Flow ManagementCash,12 Days Ago,24-11-2024,15-19 Lacs PA
Graduate Trainee Engineer,Aditi Systems,Pune,0-2 Yrs,MECHANICALQuality ControlGreat attendanceBEa positive attitudeAutoCADTRAINEEcad,12 Days Ago,24-11-2024,2-3.5 Lacs PA
Sales Executive/Sales Engineer,Innovative Solutions India Pvt Ltd.,Pune,1-6 Yrs,NegotiationElectronic ComponentsGood Comm SkillsFactory Automationself MotivatedAutomationSales executive activitiesComm Skills,12 Days Ago,24-11-2024,2-6 Lacs PA
Account Manager,Senwell Exports,Pune(Kesnand +2),10-15 Yrs,Service TaxStatutory AuditInternal AuditTax ReturnsCost AccountingTDSAnalytical SkillsDirect Tax,12 Days Ago,24-11-2024,Not disclosed
Mechanism Design Engineer,Forbes Marshall,Pune,3-6 Yrs,DesignsteampumpPumpsDesign engineeringMechanism DesignMechanism,12 Days Ago,24-11-2024,Not disclosed
Costing Officer,Forbes Marshall,Pune,5-8 Yrs,costingOracle ERPERPOracle,12 Days Ago,24-11-2024,Not disclosed
Plant HR Manager,Senwell Exports,Pune(Kesnand +2),5-10 Yrs,Contract Labour ManagementLabour LawsHR Generalist ActivitiesPlant HrTime Office ManagementSalary AdministrationHiringAttendance Management,12 Days Ago,24-11-2024,4-9 Lacs PA
Process & Control Supervisor,Ecolab Digital Center (EDC),Hybrid - Pune,6-8 Yrs,Team HandlingAdvanced ExcelStakeholder ManagementCommercial LendingProblem SolvingData AnalysisInternational ProcessLoan Operations,12 Days Ago,24-11-2024,Not disclosed
Component Design Engineer,Forbes Marshall,Pune,7-12 Yrs,Component DevelopmentPressure VesselsDesignComponent DesignVesselsDesign engineeringDevelopmentPressure,12 Days Ago,24-11-2024,Not disclosed
Marketing Specialist,Classic Search,Pune,1-3 Yrs,B2BEventsCampaignsB2B MarketingMarketing StrategyConferencesContent MarketingMarket Research,12 Days Ago,24-11-2024,Not disclosed
Production Trainee,Kirti Sinha,Pune,0-1 Yrs,AutoCADProductionProduction EngineeringPuneMechanical EngineeringManpower HandlingTrainingMechanical,13 Days Ago,24-11-2024,Not disclosed
finance controller/bussiness controller For mnc company,MNC COMPANY,Pune,3-8 Yrs,finance controllerControllershipFinancial ControllershipBudgetary Controlplant controllerFinancial ControlCompanyFinance control,11 Days Ago,24-11-2024,12-17 Lacs PA
Company Secretary Manager,Sampark Careers Developers,"Pune, Delhi / NCR",8-13 Yrs,Companies ActCompliance ManagementCompany SecretarialSecretarial OperationsSEBIComplianceROCSast,30+ Days Ago,24-11-2024,15-25 Lacs PA
Manager/ Dy Manager - Sales,Renk Gears,Pune,10-15 Yrs,Salessales managementmarketingmechanical engineeringbusiness developmentpower transmissionbusiness growthEngineering,12 Days Ago,24-11-2024,Not disclosed
CMM Programmer,Catalydd,"Pimpri-Chinchwad, Pune",2-3 Yrs,CMM OperationCMM InspectionCMM ProgrammingCMMCALYPSOZEISS H1BRIDGECMM Programmer,13 Days Ago,24-11-2024,Not disclosed
Purchase Engineer,Catalydd,"Khed, Pune",3-5 Yrs,Purchase Managementvendor managementcost controlrfqssupplier performanceprocurementorder trackingpurchase,13 Days Ago,24-11-2024,Not disclosed
Store Assistant,Catalydd,"Khed, Pune, Chakan",2-3 Yrs,Inventory ManagementStore ManagementERPmaterial documentationinventory handlingstore operationsMaterialsInventory control,13 Days Ago,24-11-2024,Not disclosed
Design Engineer (Creo+AutoCAD),Speed Engineering Solutions,Pune,8-10 Yrs,AutoCADCreoDrawingHeavy FabricationTeam managementDesign calculationGD&Theavy design engineering,13 Days Ago,24-11-2024,Not disclosed
Corporate HR Manager-Male,Aerospace Industry,Pune,7-10 Yrs,Human ResourcesEmployee EngagementEmployee RelationsHR Business PartneringPerformance ManagementTraining & DevelopmentHR strategiesEngagement,13 Days Ago,24-11-2024,Not disclosed
Plant HR Manager-Male,Aerospace Industry,"Pune, Wagholi",5-10 Yrs,Human Resourcesemployee relationsHR operationsOperationsTalent AcquisitionHrsdPlant HRRelationship,13 Days Ago,24-11-2024,Not disclosed
Chief Financial Officer ( CFO)- Male,Aerospace Industry,Pune,10-20 Yrs,corporate financial lawfinance officerfinancial accountingaccountingfinancial planningCFObudgetingLaw,13 Days Ago,24-11-2024,Not disclosed
Verification and Validation Engineer,Starkenn Technologies,Pune,1-3 Yrs,Computer visionAutomationTest executionTest planningHardwareTest casesSPIAutomotive,12 Days Ago,24-11-2024,Not disclosed
Sr. Verification and Validation Engineer,Starkenn Technologies,Pune,3-5 Yrs,Computer visionAutomationTest executionTest planningHardwareTest casesSPIAutomotive,12 Days Ago,24-11-2024,Not disclosed
Sr. Camera Software Design Engineer,Starkenn Technologies,Pune,5-7 Yrs,RTOSSoftware designC++Data analysisLinuxImage processingCodingSPI,12 Days Ago,24-11-2024,Not disclosed
Sr. Camera Hardware Design Engineer,Starkenn Technologies,Pune,5-7 Yrs,EMIProduct managementISORFDigital designCircuit designingHardware designORCAD,12 Days Ago,24-11-2024,Not disclosed
PCB Design Engineer,Starkenn Technologies,Pune,3-5 Yrs,EMIComputer visionEmbedded systemsElectronicsHardwarePCB designingORCADbig data,12 Days Ago,24-11-2024,Not disclosed
Camera Design Architect,Starkenn Technologies,Pune,12-15 Yrs,Computer visionLighting designISOManufacturing processEthernetReliability testingPPAPAutomotive,12 Days Ago,24-11-2024,Not disclosed
Dot Net Senior Developer,Atlas,Pune,1 Yrs,confluencedbmssqlmicroservicesuwpazure app servicereact.jsgit,12 Days Ago,24-11-2024,Not disclosed
Tooling Engineer,Fleetguard Filters,Pune,8-12 Yrs,Process designHeat treatmentCostingHydraulicsDesign developmentMaterial selectionMachining processQuality Planning,13 Days Ago,24-11-2024,Not disclosed
Technical Marketing - Hydraulics,Fleetguard Filters,Pune,8-12 Yrs,BasicVAVEConcept designNPDHydraulicsAnalyticalTechnical marketingCustomer relationship,13 Days Ago,24-11-2024,Not disclosed
Costing - Strategic Sourcing,Fleetguard Filters,Pune,8-15 Yrs,TQMCostingQuality systemsProcess controlLine balancingStrategic sourcingPPAPRaw material,13 Days Ago,24-11-2024,Not disclosed
Sr . Executive - Line Owner,Fleetguard Filters,Pune,5-12 Yrs,AutomationInterpersonal skillsSpecial purpose machinesHydraulicsVendor DevelopmentMechanicalTroubleshootingMaterial procurement,13 Days Ago,24-11-2024,Not disclosed
Design Engineer - Hydraulics,Fleetguard Filters,Pune,2-5 Yrs,CFDPLMChange managementISOFluid dynamicsHydraulicsASTMSheet metal,13 Days Ago,24-11-2024,Not disclosed
Design Engineer,Fleetguard Filters,Pune,3-6 Yrs,CFDPLMRoot cause analysisChange managementISOFluid dynamicsASTMSheet metal,13 Days Ago,24-11-2024,Not disclosed
Cost Accountant,Fleetguard Filters,Pune,3-6 Yrs,CostingCMAAnalyticalProduct designOracleRaw materialManufacturing operationsVariance analysis,13 Days Ago,24-11-2024,Not disclosed
CAE Analyst,Dana Holding Corporation,Pune,3-4 Yrs,SUBHyperMeshAbaqusInterpersonal skillsUsageFEAAutomobile engineeringAutomotive,13 Days Ago,24-11-2024,Not disclosed
Hiring Machine Operator/ITI Fresher,Oxygent Consulting Services,Pune,0-5 Yrs,ITIMachine OperatingITI ElectricalIti ElectronicsOperatingiti fresherHiringElectricals,12 Days Ago,24-11-2024,1.5-2 Lacs PA
Cloud Architect,Sundyne Pumps And Compressors,Pune,4-8 Yrs,Oracle CloudWindows ServerAzure Cloud ServicesNetworkingLinuxCloud ArchitectureCloud ServicesCloud,12 Days Ago,24-11-2024,Not disclosed
Manager HR & Administration,"Navigate HR Consultants, CHRO On The Call",Pune(Shukrawar Peth),10-20 Yrs,Payroll ManagementOffice AdministrationTraining And DevelopmentPerformance Appraisal ManagementRecruitmentRewards And RecognitionEmployee EngagementHuman resource management,12 Days Ago,24-11-2024,8-10 Lacs PA
Project Management Solution Architect,MAHLE,Hybrid - Pune(Chinchwad),8-12 Yrs,Reacts JsProject office softwarePythonProject managementOfficeOffice SoftwareArchitectureManagement,12 Days Ago,24-11-2024,Not disclosed
Jr. Mechanical Design Engineer/ Draughtsman - Machine Division,ELECTROPNEUMATICS & HYDRAULICS INDIA PVT LTD,Pune,2-5 Yrs,DraftingAutoCADCADCreo3D ModelingFixture DesignTool DesignDesign Engineering,12 Days Ago,24-11-2024,Not disclosed
Accounts Receivable Executive,ElectroMech Material Handling Systems (India) Pvt Ltd,Pune,1-5 Yrs,Accounts ReceivableTds ReconciliationSAPMonth End ReportingVendor ReconciliationBank ReconciliationLc DocumentationVendor,12 Days Ago,24-11-2024,Not disclosed
Sales Executive,Trinity Packaging Company,Remote,2-3 Yrs,Quick LearnerTarget OrientedCommunication SkillsLeadership QualitiesNegotiationPressure HandlingTime ManagementRelationship Building,12 Days Ago,24-11-2024,4-5 Lacs PA (Including Variable: 30.0%)
Executive / Senior Executive - Marketing,ZF Rane Automotive India Private Limited,Pune,3-5 Yrs,Auto AncillaryAutomobile ComponentsCustomer RelationshipB2B SalesBusiness DevelopmentMarketingSalesSenior,12 Days Ago,24-11-2024,4-7 Lacs PA
Sr. Engineer Quality Assurance,Sigma Engineered Solutions,Pune,7-10 Yrs,Why-Why analysiscorrection & corrective actionsHPDCSPCQuality assuranceQualityAnalysisAssurance,13 Days Ago,24-11-2024,Not disclosed
Vmc Machine Operator,DoDelta Ventures Pvt Ltd,Pune(Bhosari Industrial Area),2-3 Yrs,Prepare and operate VMC machines to perform tasks such as drillingpart inspectiontapingM-codes.etc.Basic knowledge of G-codesReading and understanding mechanical drawingsInspection,12 Days Ago,24-11-2024,2.25-2.75 Lacs PA
Accounts Head,Vijaya Management,Pune,14-20 Yrs,Accounts FinalisationProfit And LossBalance SheetAnnual BudgetFinance ratioFinanceBalanceProfit,13 Days Ago,24-11-2024,14-18 Lacs PA
Application Engineer - Pump,Sundyne Pumps And Compressors,Pune(Aundh),5-10 Yrs,Centrifugal PumpsProposalsData SheetsAPICost EstimationPumpsCentrifugalCentrifugal Pump,13 Days Ago,24-11-2024,Not disclosed
Invoice Processing Analyst,Ecolab Digital Center (EDC),Hybrid - Pune,4-6 Yrs,SAPInvoice ProcessingVendor ReconciliationAccounts PayablePurchase OrderPo CreationReconciliationPO,13 Days Ago,24-11-2024,Not disclosed
Invoice Processing Specialist,Ecolab Digital Center (EDC),Hybrid - Pune,2-4 Yrs,SAPInvoice ProcessingVendor ReconciliationPo CreationAccounts PayableInvoicingVendorProcessing,13 Days Ago,24-11-2024,Not disclosed
Payment Processing Analyst,Ecolab Digital Center (EDC),Hybrid - Pune,4-6 Yrs,SAPInvoice ProcessingPo CreationAccounts PayableCash PaymentPayment ProcessingP2PPayables,13 Days Ago,24-11-2024,Not disclosed
Payment Processing Specialist,Ecolab Digital Center (EDC),Hybrid - Pune,2-4 Yrs,Cash PaymentSAPAccounts PayableVendor ReconciliationPayment ProcessingAccountingPaymentsProcessing,13 Days Ago,24-11-2024,Not disclosed
Senior Executive,ANTOLIN,Pune(Chakan),5-10 Yrs,Team ManagementTime ManagementSAP MMAnalytical SkillsPlanning SkillsAnalyticsSAPAnalytical,13 Days Ago,24-11-2024,7-8 Lacs PA
Executive,ANTOLIN,Pune(Chakan),3-5 Yrs,Material ManagementSAP MMPlanning SkillsMaterial PlanningManagementMMSAPMaterials,13 Days Ago,24-11-2024,4-5 Lacs PA
Senior Engineer,ANTOLIN,Pune(Chakan),8-10 Yrs,Team ManagementSAP PPSAP MMAnalytical SkillsProduction PlanningPPManagementMM,13 Days Ago,24-11-2024,7-8 Lacs PA
Shift Engineer,ANTOLIN,Pune(Chakan),3-5 Yrs,Team ManagementSAP PPSAP MMPlanningTime ManagementSAPManagementTeam,13 Days Ago,24-11-2024,4-5 Lacs PA
Design Engineers with E-Plan For Machine Tools MNC Company,MNC Company,Pune(Ranjangaon MIDC),2-6 Yrs,EplanDesign EngineerAutoCADDetailingPLC PanelWorkbenchControl PanelPanel Designing,13 Days Ago,24-11-2024,6-8 Lacs PA
Senior Shift Engineer,Commander Watertech,Pune(Shirur +1),3-5 Yrs,Injection Moulding MachineproductionProduction PlanningPlanningInjection mouldingSeniorMouldsMachine,12 Days Ago,24-11-2024,3-3.25 Lacs PA
Account Executive,Raj Process Equipments And System,Pune,3-5 Yrs,TallyBank EntriesExpensesDaily PurchaseSAPAccountingPurchase,13 Days Ago,24-11-2024,2.5-3.75 Lacs PA
Male - Finance And Accounts Executive / Sr. Executive,Hsi Automotive,Pune,5-10 Yrs,Finance ControlAccounting FunctionsBudgeting And ForecastingTaxationBudget PreparationFinancial AuditingFinancial ReportingManagement Accounting,3 Days Ago,24-11-2024,4-5 Lacs PA
"Technical Sales & Service Engineer For UPS , Inverter & Batteries",Aroma Power,Pune,0-5 Yrs,repairs and maintenanceService salesInverterBattery ChargerElectrical MaintenanceCustomer ServiceSales And MarketingAfter Sales Service,2 Days Ago,24-11-2024,2.75-3.75 Lacs PA
Draughtsman Mechanical,Rotex Manufacturers Engineers,Pune,4-9 Yrs,DesignDrawingBomManufacturing DrawingsSolid EdgeAutoCADDevelopment2D Drawing,4 Days Ago,24-11-2024,2-5 Lacs PA
Area Sales Manager - Engineering Products at Pune,Opportunity with premier provider of high-tech solutions in various technology.,Pune,2-7 Yrs,Technical SalesProduct salesCustomer RelationshipArea SalesAccount ManagementSales StrategySales ExecutiveSales Planning,14 Days Ago,24-11-2024,4.25-5 Lacs PA
Business Development Manager,"Navigate HR Consultants,CHRO On the Call",Pune(Chakan),10-15 Yrs,Sales And MarketingMarket ResearchCustomer DevelopmentSalesMarketingDevelopmentManagementSales,14 Days Ago,24-11-2024,12-15 Lacs PA
Senior Store Executive,Chakr Innovation,Pune,3-4 Yrs,Warehouse operationsSAPsupply chain managementLogistics Operationsinventory managementWarehouse ManagementSupply chainSupply,15 Days Ago,24-11-2024,5-6 Lacs PA
Maintenance Engineer (On Roll),Option Us,Pune(Chakan),1-3 Yrs,Spot WeldingUtilityCnc BendingHydraulicsTroubleshootingPneumaticsWeldingSpot,15 Days Ago,24-11-2024,2.25-3.5 Lacs PA
Head Sales Machine tool,Arhan Technologies-Pune,Pune,15-20 Yrs,White GoodsOEM MarketingCapital EquipmentsHeavy MachineryAutomobile ComponentsIndustrialOEM SalesHeavy Equipment,15 Days Ago,24-11-2024,"70,000-1 Lacs PA"
Trainee Project Engineer,Softtech Automation,"Pune, Sangli",0-1 Yrs,Communication protocolsHMIVFDPLCProgrammingInstrumentationSCADAScripting,30+ Days Ago,24-11-2024,Not disclosed
Business Development Executive,Softtech Automation,"Pune, Sangli",0-2 Yrs,Online researchAutomationProduct ExpertSalesHMIPLCInstrumentationBusiness Development Executive,30+ Days Ago,24-11-2024,Not disclosed
Account Executive,SP Consultancy And Enterprises,Pune,1-4 Yrs,TallyTDS CalculationGstBank ReconciliationTDS ReturnCalculationReconciliationAccounting,2 Days Ago,24-11-2024,2.75-3.75 Lacs PA
Purchase Engineer,Raj Process Equipments And System,Pune(Chakan),2-3 Yrs,procurementRFQSNew Vendor DevelopmentPurchase PlanningMaterial ProcurementVendor DevelopmentBuyer ActivitiesPrice Negotiation,10 Days Ago,24-11-2024,Not disclosed
Design Engineer Pune,Auto Component Manufacturing Company,Pune,3-4 Yrs,CATIAAutoCADDesign,23 Days Ago,24-11-2024,3-4 Lacs PA
Cloud Solution Engineer,BHS Corrugated India,Hybrid - Pune,6-8 Yrs,Aws CloudCloud solution EngineerPythonData EngineeringGitSystem DesignBig Data TechnologiesAPI,11 Days Ago,24-11-2024,15-25 Lacs PA
Field Sales Executive,CIEL HR,"Patiala, Pune(Wagholi), Zirakpur",0-1 Yrs,Field SalesFieldField MarketingField WorkSales Executive ActivitiesSalesMarketing,18 Days Ago,24-11-2024,1-2 Lacs PA
Sales Engineer - Pune,Suchet Systems,Pune,0-2 Yrs,Decision MakingTeam ManagementNegotiation skill Decision Making Time Management Self-motivation Teamwork Relationship ManagementTime Managementself motivationClient Relationship ManagementBusiness Process ImprovementClient,16 Days Ago,24-11-2024,Not disclosed
Jr. Accounts Assistant,Krishak Bharati Cooperative (KRIBHCO),Pune,0-2 Yrs,AccountingconcurrenceReconciliationBook KeepingGstRevenueCapital BudgetingCash Flow,16 Days Ago,24-11-2024,9-10 Lacs PA
Senior Tool Maker (Plastic injection mold),Shapers,Pune(Sanaswadi),3-6 Yrs,Tool MakingPlastic Injection Moldingconventional machiningAssembly ShopPlastic Mouldingassemblynew mouldInjection Moulding,12 Days Ago,24-11-2024,Not disclosed
Senior Engineer - Production (Frame/Door Assembly Line),Gensol Electric Vehicles,Pune(Chakan),3-8 Yrs,Chassis ProductionVehicle AssemblyFrame AssemblyTCFProductionChassisDoor AssemblySAP,9 Days Ago,24-11-2024,4.5-8.5 Lacs PA
Assistant Manager - Accounts - Chakan Location,Nakoda Machinery,Pune(Chakan),7-10 Yrs,Account ManagementGst ComplianceTDSFinancial AccountingCorporate AccountingAccounts ReconciliationComplianceManagement,10 Days Ago,24-11-2024,4-6.5 Lacs PA
HR Intern Training and Development,Idiada Automotive Technology,"Pune, India",0 Yrs,Training And DevelopmentTrainingDevelopment,17 Days Ago,24-11-2024,Not disclosed
Trainee Designer,Zylog ElastoComp,Pune,0-1 Yrs,AUTO CADAutoCAD 2DElectrical EngineeringEngineeringCADTrainingAutoElectricals,17 Days Ago,24-11-2024,Not disclosed
Lead -Network Operation,MNC Group,Pune,10-12 Yrs,Monitor network performanceNetwork OperationsSystem AdministrationNetwork Troubleshootingtroubleshoot issuesServer SupportNetwork SupportMonitoring,6 Days Ago,24-11-2024,Not disclosed
Administration Assistant,Mahalaxmi Electromech,Pune,2-5 Yrs,Administrative AssistanceOffice AssistanceOffice AdministrationAdministration WorkOffice CoordinationCoordinationAssistanceAdministration,4 Days Ago,24-11-2024,Not disclosed
engineer production trainee,Kirti Sinha,Pune,0-1 Yrs,pressure vessels and heat exchangerstechnical drawing interpretationteamworkattention to detailand a strong willingness to learn.effective communicationbasic production and manufacturing knowledgeproblem-solving,13 Days Ago,24-11-2024,Not disclosed
Cmm Operator,Kirti Sinha,Pune(Chinchwad +1),2-5 Yrs,CMM OperatingCMM ProgrammingCMM Accurate RDMIS software .Quality AuditQuality Control ProceduresProblem SolvingGeometric Dimensioning & TolerancingCmm Inspection,3 Days Ago,24-11-2024,Not disclosed
Assistant Manager - Finance & Accounts (Costing),SKH,Pune(Ranjangaon),7-10 Yrs,Cost AccountingICWAProduct CostingMIS PreparationCostingInventory ValuationMISCost Audit,15 Days Ago,24-11-2024,8-11 Lacs PA
MECHANICAL DESIGNER,HELLA,Pune,5-8 Yrs,Product launchBluetoothISOCMMISchedulingSensorsResource managementRisk management,7 Days Ago,24-11-2024,Not disclosed
Electrical Design Engineer- Defense Division,ELECTROPNEUMATICS & HYDRAULICS INDIA PVT LTD,Pune,0-5 Yrs,Panel DesigningControl PanelElectrical DesignEplanMachine DesignPLC PanelplcBom Preparation,20 Days Ago,24-11-2024,Not disclosed
Intern - Marketing,ARK Noise Control Engineering Centre,Pune,0-2 Yrs,digital marketingadwordsgoogle adwordsbrandingpresentation skillsbusiness developmentadvertisingmedia,30+ Days Ago,24-11-2024,Not disclosed
Technical Engineer 1,Nalco Water,Pune,0-1 Yrs,Water treatmentchemical EngineeerChemicalTechnicalWater,18 Days Ago,24-11-2024,1.5-4.25 Lacs PA
Logistics Executive,Kirti Sinha,Pune(Chakan),2-5 Yrs,ComplianceTeam CoordinationCost ManagementProblem SolvingDocumentationWarehouse OperationsWarehouseCosting,3 Days Ago,24-11-2024,Not disclosed
Group HR Head - Core HR,Ample Leap Cognition Technologies,Pune,20-30 Yrs,Succession PlanningPerformance Management SystemTraining And DevelopmentOD InterventionsProcess BenchmarkingCorporate HRLeadership DevelopmentOrganizational Development,23 Days Ago,24-11-2024,Not disclosed
Production Engineer @ Poshs Metal Industries - Shikhrapur,Poshs Metal Industries,Pune,3-8 Yrs,IATF-16949Manpower HandlingTPMTQMShift PlanningKaizenProduction ProcessProduction Planning,10 Days Ago,24-11-2024,2-5 Lacs PA
Quality / Sr.Quality Engineer - Press Shop,Regal Management Services,Pune(Chakan +1),3-8 Yrs,Press shopPress Shop QualitySr. Quality Engineer - Press ShopQualityPressQuality engineeringSR,3 Days Ago,24-11-2024,3.5-6 Lacs PA
Mechanical Engineer,Gluck International,Pune,0-2 Yrs,ProductionMechanical EngineerItiMechanicalMechanical engineering,30+ Days Ago,24-11-2024,Not disclosed
Marketing Executive,Gluck International,Pune,0-2 Yrs,Communication SkillsFresherMarketing ExecutiveMarketing,30+ Days Ago,24-11-2024,Not disclosed
ASSY Fitter,Tara Tools,Pune,0-5 Yrs,ncvtrepairweldingproductionfabricationpreventive maintenanceplant operationsgear box,30+ Days Ago,24-11-2024,Not disclosed
CMM Operator,Tara Tools,Pune,0-5 Yrs,CMM OperatorMS OfficeCustomer interactionOperatingMicrosoftCMMCMM operatingOffice,30+ Days Ago,24-11-2024,Not disclosed
Quality Engineer:,Autocal Engineer,Pune,0-1 Yrs,Layout inspectionCustomer interactionQualityLayoutQuality engineeringInspection,30+ Days Ago,24-11-2024,Not disclosed
Graduate Engineer Trainee ( GET ),EduCADD,Pune,0-4 Yrs,TrainingEngineer Trainee3D modelingDesign engineeringAutomationPDFCADDesign development,30+ Days Ago,24-11-2024,Not disclosed
FEA / CAE Engineer,EduCADD,Pune,0-1 Yrs,FEAPDFCADAnsysMechanicalMechanical engineeringStructural analysisEngineering analysis,30+ Days Ago,24-11-2024,Not disclosed
Drafting Engineer,EduCADD,Pune,0-3 Yrs,PDFExcelWeb technologiesAutoCADCADConsultancyMathematicsStaad Pro,30+ Days Ago,24-11-2024,Not disclosed
Design Engineer,EduCADD,Pune,0-4 Yrs,PDFExcelWeb technologiesAutoCADGoogle SketchupCADMathematicsspace planning,30+ Days Ago,24-11-2024,Not disclosed
Design Engineer,EduCADD,Pune,0-3 Yrs,PDFExcelWeb technologiesAutoCADSheet metalSheet metal designMathematicsSolid works,30+ Days Ago,24-11-2024,Not disclosed
Design Engineer,EduCADD,Pune,0-1 Yrs,FEAPDFCADAnsysMechanicalMechanical engineeringStructural analysisEngineering analysis,30+ Days Ago,24-11-2024,Not disclosed
Sales Support Executive,Amney Generator,Pune,0-2 Yrs,Back Office ExecutiveMS Office suiteERPSales Support ExecutiveData managementMISAnalyticalCustomer service,30+ Days Ago,24-11-2024,Not disclosed
ENGINEER TOOL ROOM,Poona Shims,Pune,0-2 Yrs,tool room manufacturingdie makingproductionfabricationtool manufacturingtool makingtool room operationsautocad,30+ Days Ago,24-11-2024,Not disclosed
ITI Fitter,Tritorc Equipments,Pune,0-2 Yrs,Quality standardsPumpsMechanicalValvesindustrial trainingTroubleshootingPreventive maintenanceFitness,30+ Days Ago,24-11-2024,Not disclosed
Senior Draughtsman,M E Energy,Pune(Bhosale Nagar),6-10 Yrs,Knowledge of IBRDraftsman ActivitiesAutoCAD ProficiencyPressure VesselsBoilerManufacturing Drawingsequipment mounting drawingCompact Skids,11 Days Ago,24-11-2024,Not disclosed
Electrical Project Coordinator,EduCADD,Pune,0-1 Yrs,HospitalityProject CoordinatorPDFElectrical ContractorCADBillingHRMS Office,30+ Days Ago,24-11-2024,Not disclosed
Electrical Estimation Engineer,EduCADD,Pune,0-1 Yrs,HospitalityHVACPDFElectrical ContractorCADMEPMS Officeelectrical projects,30+ Days Ago,24-11-2024,Not disclosed
Marketing Executive ( Hiring Division ),Accurate Powertech,Pune,0-3 Yrs,UsageSalesFocusMarketing ExecutiveMarketingHiring,30+ Days Ago,24-11-2024,Not disclosed
Design Engineer,EduCADD,Pune,0-3 Yrs,AutoCADCADBimREVITAutodeskSoftware solutionsCivil engineeringSoftware engineering,30+ Days Ago,24-11-2024,Not disclosed
Mechanical Draughtsman(ITI Draughtsman),Pune Instrumentation,Pune,0-3 Yrs,AutoCADSolid worksDraughtsman MechanicalAutoCAD MechanicalITIDraftingSolidMechanical,30+ Days Ago,24-11-2024,Not disclosed
Engineer Sales / Senior Engineer Sales,Reputed Engineering Company,Pune,3-6 Yrs,Engineer salesSales enquiryIndustrial Salespayment follow upTechnical SalesPPTPReportsRFQ,29 Days Ago,24-11-2024,Not disclosed
Design Engineer,Swipfe Engineering,Pune,0-4 Yrs,MouldsKey SkillsCncSolidworksVmcAssemblyDesign EngineerSolid works,30+ Days Ago,24-11-2024,Not disclosed
Jr. Chemist (Pro),BEHR,Pune,0-2 Yrs,Chemical analysisChemical engineeringEquitySpanishNew product developmentResearchRaw materialCompetitive benchmarking,30 Days Ago,24-11-2024,Not disclosed
Store Executive,MKP Group,Pune,0-1 Yrs,SalesExcelInventory managementRetail operationsHRCustomer serviceStore ExecutiveRetail,30+ Days Ago,24-11-2024,Not disclosed
