roles,companies,locations,experience,skills,Dates,PresentDate,salary
Fitter,Apex-meditech,Pune,1-6 Yrs,DrillingMechanicalfitness,30+ Days Ago,24-11-2024,Not disclosed
Website Developer,Apex-meditech,Pune,1-2 Yrs,Computer scienceCSSWeb developmentJavascriptHTMLbootstrapInformation technologycomputer,30+ Days Ago,24-11-2024,Not disclosed
Electrician/ Wireman,Apex-meditech,Pune,1-6 Yrs,ElectricalsTestingelectrical workssoftware testingwiring,30+ Days Ago,24-11-2024,Not disclosed
PCB Assembler,Apex-meditech,Pune,1-6 Yrs,Testingpcbsoftware testingassemblingassembly,30+ Days Ago,24-11-2024,Not disclosed
Android Application Developer,Apex-meditech,Pune,1-2 Yrs,Computer scienceandroid applicationMobile application developmentandroid studioInformation technologycomputermobile developmentmobile applications,30+ Days Ago,24-11-2024,Not disclosed
Tooling & Equipment Buyer,Faurecia,Pune,4-6 Yrs,PurchaseSAPAnalyticalManager Program ManagementDesign developmentProduct designSOWRFQ,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager - Program Controlling,Faurecia,Pune,6-9 Yrs,SAPSimulationBusiness planningWorkflowWBSBudgetingCost analysisVariance analysis,30+ Days Ago,24-11-2024,Not disclosed
IT Tech Senior Analyst - SAP Compliance Administrator,Faurecia,Pune,5-9 Yrs,Data analysisManager Internal AuditSAPFrenchComplianceInformation technologyAutomotiveAuditing,30+ Days Ago,24-11-2024,Not disclosed
Deputy Manager - FReC Costing,Faurecia,Pune,10-15 Yrs,CostingFrenchIllustrationAnalyticalManufacturing engineeringRFQGerman languageCost,30+ Days Ago,24-11-2024,Not disclosed
Senior Engineer System,Faurecia,Pune,8-9 Yrs,UMLUDSRisk assessmentConfiguration managementautomotive electronicsEthernetDebuggingTroubleshooting,30+ Days Ago,24-11-2024,Not disclosed
Plant FES (Forvia Excellence System) and Productivity Manager,Faurecia,Pune,5-10 Yrs,Process designData managementLean manufacturingNetworkingPackagingLabourHSEContinuous improvement,30+ Days Ago,24-11-2024,Not disclosed
Development Leader - SAP Compliance,Faurecia,Pune,7-11 Yrs,Manager Internal AuditData analysisSAPFrenchComplianceRisk assessmentConsultingInformation technology,30+ Days Ago,24-11-2024,Not disclosed
Digital Data Engineer,Faurecia,Pune,5-7 Yrs,GISTrainingInterpersonal skillsUsageArchitectureData managementdata governanceData mining,30+ Days Ago,24-11-2024,Not disclosed
Senior Analyst - IReC Costing,Faurecia,Pune,6-12 Yrs,CostingSalesIllustrationAnalyticalManufacturing engineeringData collectionGerman languageCost,30+ Days Ago,24-11-2024,Not disclosed
Senior Analyst - FReC Costing,Faurecia,Pune,6-10 Yrs,instrument panelCostingIllustrationAnalyticalRFQGerman languageCostMonitoring,30+ Days Ago,24-11-2024,Not disclosed
Maintenance & Tooling Engineer,Faurecia,Pune,7-10 Yrs,ISOAnalyticalManpower handlingTPM implementationContinuous improvementUtility maintenanceMonitoringallen bradley plc,30+ Days Ago,24-11-2024,Not disclosed
Mechanical Engineer,Alfa Laval,Pune,3-6 Yrs,PLMAutoCADPharmaConcept developmentManager TechnologySystem designMechanical engineeringTechnical support,30+ Days Ago,24-11-2024,Not disclosed
QC Executive,Sika,Pune,1-2 Yrs,Chemical analysisAdhesivesStock managementProcess controlInstrumentationpolyurethaneManager Quality ControlPFMEA,30+ Days Ago,24-11-2024,Not disclosed
Engineer - Design,Faurecia,Pune,1-2 Yrs,CATIASAPCADManager TechnologyAgileProduct designContinuous improvementMacros,30+ Days Ago,24-11-2024,Not disclosed
Data Scientist,Faurecia,Pune,3-5 Yrs,Computer visiondeep learningData analysisArtificial IntelligenceMachine learningManager TechnologyAgileAutomotive,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager - PML,Faurecia,Pune,6-8 Yrs,Change managementPrototypeTeam managementProduct innovationManager Program ManagementProcess validationManager TechnologyAgile,30+ Days Ago,24-11-2024,Not disclosed
Thermal Design Engineer - Compact Welded Heat Exchangers,Alfa Laval,Pune,2-3 Yrs,MiningBiddingPressure vesselsPharmathermalAgileEquityFood production,30+ Days Ago,24-11-2024,Not disclosed
Application Engineer II,Johnson Controls,Pune,2-6 Yrs,HVACAutomationManager Quality AssurancePLCPresalesInstrumentationMEPCost estimation,30+ Days Ago,24-11-2024,Not disclosed
Sr. Application Engineer II,Johnson Controls,Pune,3-7 Yrs,HVACAutomationManager Quality AssurancePLCInstrumentationMEPMaterial selectionCost estimation,30+ Days Ago,24-11-2024,Not disclosed
Application Engineeer III,Johnson Controls,Pune,3-7 Yrs,SIDEHVACBiddingPresalesMarket researchRefrigerationTechnical ExecutiveMonitoring,30+ Days Ago,24-11-2024,Not disclosed
Lead Application Engineer I,Johnson Controls,Pune,2-6 Yrs,HVACAutomationManager Quality AssurancePLCPresalesInstrumentationMEPCost estimation,30+ Days Ago,24-11-2024,Not disclosed
Manager - Stamping Specialist,Faurecia,Pune,10-15 Yrs,Career developmentProcess optimizationCostingSheet metalValue engineeringProduction engineeringCost reductionManager Technology,30+ Days Ago,24-11-2024,Not disclosed
Consultant - Specialist Engine Assembly_PKT,Stellar Skoda,Pune,1-4 Yrs,Process auditISOAssembly processQMSQuality auditMachine shopEngine assemblyManagement,30+ Days Ago,24-11-2024,Not disclosed
"Consultant - SD, BASIS & SRM",Stellar Skoda,Pune,6-12 Yrs,ProcurementSupplier relationship managementBackendSalesSAP BasisWBSBudgetingSRM,30+ Days Ago,24-11-2024,Not disclosed
"Consultant - SAP MM, WM & Change Manager",Stellar Skoda,Pune,6-12 Yrs,AutomationWarehouseBusiness AnalystSAP MMsap logisticsbcmsManagementBusiness continuity management,30+ Days Ago,24-11-2024,Not disclosed
Consultant - SAP Basis & HR Processes,Stellar Skoda,Pune,2-6 Yrs,HousekeepingStationHR processesLead ArchitectDatabase administrationSAP Basissap hanaSystem Administrator,30+ Days Ago,24-11-2024,Not disclosed
Consultant - IT Network Operations,Stellar Skoda,Pune,5-7 Yrs,WirelessService managementNetworkingIT networkingProject managementNetwork operationsNetwork securitySecurity operations,30+ Days Ago,24-11-2024,Not disclosed
Consultant - Group Leader (Electrical/PLC expert),Stellar Skoda,Pune,2-7 Yrs,TrainingAssembly shopHMIPLCElectricalsLogisticsgroup leadershipconsulting,30+ Days Ago,24-11-2024,Not disclosed
Consultant - Financial Business Analyst (FICO),Stellar Skoda,Pune,9-14 Yrs,Business processSAP FICOFinancial Business AnalystBusiness analysisAsset accountingHRTaxationAccounts receivable,30+ Days Ago,24-11-2024,Not disclosed
Consultant - Development Engineer - Bumpers,Stellar Skoda,Pune,8-12 Yrs,TCPCATIAAssembly processProduct designAutomotiveTestingprocesssoftware testing,30+ Days Ago,24-11-2024,Not disclosed
Consultant - Building Planning (Architect),Stellar Skoda,Pune,8-12 Yrs,ArchitectISOAudit complianceProduction planningLegalInfrastructureREVITMicrostation,30+ Days Ago,24-11-2024,Not disclosed
Quotation Engineer - Welded Plate Heat Exchangers,Alfa Laval,Pune,4-8 Yrs,MS Office packageCostingSalesNetworkingPharmaRisk assessmentthermalHeat exchangers,30+ Days Ago,24-11-2024,Not disclosed
Quotation Engineer,Alfa Laval,Pune,4-8 Yrs,MS Office packageCostingSalesNetworkingPharmaRisk assessmentthermalHeat exchangers,30+ Days Ago,24-11-2024,Not disclosed
Sr. Application Engineer I,Johnson Controls,Pune,5-8 Yrs,Fire alarm systemDesign engineeringQuality standardsManager Quality AssuranceCustomer satisfactionInstrumentationMEPApplication development,30+ Days Ago,24-11-2024,Not disclosed
Engineer - Product Engineering Bearings,SKF India,Pune,2-8 Yrs,PLMAutomationProduct engineeringMechatronicsSimulationProject managementCADProduct design,30+ Days Ago,24-11-2024,Not disclosed
Customer Service Representative,SKF India,Pune,5-8 Yrs,Supply chainNetworkingSales operationsMISBusiness excellenceCustomer complaintsCustomer serviceMachinery,30+ Days Ago,24-11-2024,Not disclosed
Sr. Engineer - Product,Faurecia,Pune,5-9 Yrs,PLMProduct engineeringSimulationISOProject managementCADManager TechnologySensors,30+ Days Ago,24-11-2024,Not disclosed
Deputy Program Manager,Faurecia,Pune,6-10 Yrs,Career developmentPrototypeQuality systemsManager Program ManagementManager TechnologyAgileBusiness planningScheduling,30+ Days Ago,24-11-2024,Not disclosed
ASI - Area Sales In-Charge,Orient Electric,Pune,2-5 Yrs,Home appliancesAccessoriesSpare partsClaimsHealthcareRisk managementDistribution networkAutomotive,30+ Days Ago,24-11-2024,Not disclosed
Fresher Graduate,Onkar Dies,Pune,0 Yrs,ExcelPower Point PresentationPowerpointPresentation,15 Days Ago,24-11-2024,Not disclosed
Record To Report Sr. Analyst,Johnson Controls,Pune,5-12 Yrs,Career developmentERPSAPUS GAAPJournal entriesProcess improvementRevenue recognitionrecord to report,15 Days Ago,24-11-2024,Not disclosed
Deputy Manager- RTR,Johnson Controls,Pune,5-12 Yrs,Career developmentERPSAPUS GAAPJournal entriesProcess improvementDiversity and InclusionRevenue recognition,15 Days Ago,24-11-2024,Not disclosed
Engineering Sr. Support,Alfa Laval,Pune,3-8 Yrs,PLMProduct engineeringERPExcelPharmamicrosoftPowerpointOperations,15 Days Ago,24-11-2024,Not disclosed
Lead Analytics Data Engineer,Alfa Laval,Pune,9-13 Yrs,Project managementManager TechnologyDeploymentOperationsCostAnalyticsTestingAnalytics Data,15 Days Ago,24-11-2024,Not disclosed
Lead - Data Engineering- Palantir,Lear,Pune(Bhosari),5-9 Yrs,palantirpysparkPythonDataEngineeringLeadershipData Engineering,16 Days Ago,24-11-2024,Not disclosed
Backend Developer - Product VS,Alfa Laval,Pune,3-5 Yrs,Computer scienceERPSoftware designBackendGITXMLDebuggingScrum,30+ Days Ago,24-11-2024,Not disclosed
Controls Engineer,Corning Technologies,Pune,4-7 Yrs,Communication SkillsInstallationProcess EngineeringData AnalysisInstrumentationManufacturingTeam LeaderTroubleshooting,30+ Days Ago,24-11-2024,Not disclosed
Sr. Accountant - RTR FA,Johnson Controls,Pune,3-9 Yrs,Career developmentDepreciationUS GAAPOperational excellenceFixed assetsCustomer serviceIFRSContinuous improvement,16 Days Ago,24-11-2024,Not disclosed
Sr. Analyst - RTR ICO,Johnson Controls,Pune,3-8 Yrs,AnalystERPSAPOperational excellenceBaanReconciliationOracleContinuous improvement,17 Days Ago,24-11-2024,Not disclosed
Application Management Lead Developer,Alfa Laval,Pune,6-8 Yrs,IT servicesApplication supportAnalyticalAgileIncident managementTroubleshootingBusiness intelligenceProject delivery,19 Days Ago,24-11-2024,Not disclosed
Talent Acquisition Specialist,Faurecia,Pune,4-7 Yrs,TrainingCareer developmentTalent acquisitionManager TechnologyAgileElectronicsAutomotiveTechnology management,30+ Days Ago,24-11-2024,Not disclosed
Quality Control -W,Alfa Laval,Pune,8-10 Yrs,ProcurementSupply chainProduct qualityRoot cause analysisClaimsNetworkingAnalyticalProduction Manager,30+ Days Ago,24-11-2024,Not disclosed
Application Engineer,SKF India,Pune,5-8 Yrs,Root cause analysisConcept designTeam managementApplication engineeringMaintenance engineeringManager TechnologyEngineering DesignAutomotive,30+ Days Ago,24-11-2024,Not disclosed
ERP Data Migration Backend Developer,Alfa Laval,Pune,4-6 Yrs,IT servicesERPData migrationBackendData managementIntegration servicesStored proceduresSSIS,30+ Days Ago,24-11-2024,Not disclosed
ERP Data Migration - Lead,Alfa Laval,Pune,6-9 Yrs,IT servicesSupply chainERPData migrationData managementSQL databaseData modelingmicrosoft azure,30+ Days Ago,24-11-2024,Not disclosed
IFS FSM Application Developer - Web,Alfa Laval,Pune,3-6 Yrs,IT servicesmetadataWeb technologiesXMLIFSAgilemicrosoft azureScrum,22 Days Ago,24-11-2024,Not disclosed
Senior Manager - Engineering Finance,Johnson Controls,Pune,8-15 Yrs,Financial accountingFinancial analysisMISFinancial planningCorporate financeMS OfficeForecastingVariance analysis,30+ Days Ago,24-11-2024,Not disclosed
Sales Engineer-Valve Industry(Remote),Shavish Hr And Digital Marketing,"Kolkata, Hyderabad, Ahmedabad, Karnal, Delhi / NCR, Mumbai (All Areas)",4-9 Yrs,Sales EngineeringIndustrial Salessales EngineerValvesIndustrial Product SalesTechnical SalesOEM SalesCompressors,5 Days Ago,24-11-2024,7-15 Lacs PA
Sales Manager,Praveedh Decor,"Vijayawada, Chandigarh, Indore, Hyderabad, Coimbatore, Bengaluru, Delhi / NCR, Raipur, Mumbai (All Areas)",3-5 Yrs,Territory SalesDistributor HandlingSalesDistributionManagementHandlingSales managementTerritory,17 Days Ago,24-11-2024,4.5-6 Lacs PA
Sales and Onboarding Executive,Moove,"Hyderabad, Bengaluru, Mumbai (All Areas)",0-3 Yrs,Sales Executive ActivitiesInbound SalesCredit Card SalesTelesalesInsurance SalesInbound CallsInside SalesVoice Process,30+ Days Ago,24-11-2024,2-3.5 Lacs PA
Sales Executive,Paint Manufacturer,"Mumbai, Hyderabad, Chennai",0-5 Yrs,SalesPaint IndustryBusiness DevelopmentGovernment TenderSales executive activitiesTenderingPaintingDevelopment,30+ Days Ago,24-11-2024,3-6.5 Lacs PA
Service Engineer,confidential,"Mumbai, Bengaluru",3-6 Yrs,commissioningservice engineeringpre commissioninginstallationtroubleshootingindependentlyinspection machinerycommissioning of packaging,5 Days Ago,24-11-2024,3-6 Lacs PA
Bd Manager,Eshana Hr Consultants,"Hyderabad, Vadodara, Mumbai (All Areas)",9-14 Yrs,Lead GenerationCold CallingSales And Business DevelopmentGenerationColdSalesCallingBusiness development,5 Days Ago,24-11-2024,9.5-16 Lacs PA
Asset Head / Senior Manager Asset,Magenta Ev Solutions,"Navi Mumbai, Bengaluru",12-18 Yrs,Asset Managementasset headRetention ManagementAsset OperationsProcess ManagementProcess ImprovementCustomer Service ManagementLeadership Skills,8 Days Ago,24-11-2024,Not disclosed
Sales Engineer (Industrial Products),Sangir Plastics,"Vapi, Bengaluru, Mumbai (All Areas)",0-5 Yrs,SalesIndustrial productsIndustrialIndustrial ProductSales engineering,12 Days Ago,24-11-2024,2-6 Lacs PA
Service Engineer,manufacturer of weighing machine,"Mumbai, Hyderabad",1-2 Yrs,servicingService engineering,13 Days Ago,24-11-2024,1.25-2 Lacs PA
Sales and Onboarding Executive,Moove,"Gurugram, Bengaluru, Mumbai (All Areas)",0-3 Yrs,Voice SupportSales Executive ActivitiesTelecallingVoice SalesInbound SalesCredit Card SalesTelesalesInsurance Sales,17 Days Ago,24-11-2024,2-3 Lacs PA
SEO & SMO Professional,Truely marry,"Mumbai, New Delhi, Kanpur, Lucknow, Bengaluru",0-2 Yrs,PPCSMOXMLWeb developmentSEMCustomer serviceSEODigital marketing,30+ Days Ago,24-11-2024,Not disclosed
SEO Executive,Prosopis,"Chitrakoot, Mumbai, Ghaziabad, Hyderabad, New Delhi, Jaipur",0-2 Yrs,Content managementCompetitive analysisManagement systemsWordpressExecutive managementResearchSEOData mining,30+ Days Ago,24-11-2024,Not disclosed
Regional Sales Manager - North India,Metalex Cryogenics,"Navi Mumbai, Chennai, Delhi / NCR",5-10 Yrs,Business DevelopmentSalesforce CRMSaleszohoDirect SalesMechanical EngineeringCorporate SalesCRM,10 Days Ago,24-11-2024,6-16 Lacs PA
SALES Manager /Regional SALES Manager(Ecoflex Surfaces Flooring ),Tyresoles India,"Hybrid - New Delhi, Hyderabad, Mumbai (All Areas)",5-10 Yrs,Sales And MarketingNegotiationMarketing ManagementField SalesSales ManagementFlooringSalesMarketing,8 Days Ago,24-11-2024,4-6 Lacs PA
"CA's, CMA 's, Finance Professionals - For Africa",Achyutam,"Chennai, Jaipur, Mumbai (All Areas)",8-13 Yrs,FinanceBudgetary ControlStrategic Financial PlanningAudit FacilitationCostingTreasury ManagementFinancial ProjectionsBanking,7 Days Ago,24-11-2024,Not disclosed
Accounts Manager,Confidential,"Hyderabad, Chennai, Mumbai (All Areas)",5-10 Yrs,Accounts HandlingAccountingFinalisationInternal AuditInternal ControlFinanceBalance Sheet ReviewAccounts Finalisation,4 Days Ago,24-11-2024,9-18 Lacs PA
Vacancy For Asst Manager - Intumescent Coatings,Sunanda Speciality Coatings,"Ahmedabad, Chennai, Delhi / NCR, Mumbai (All Areas)",5-10 Yrs,Metal Coatings SalesIntumescent CoatingsCorrosion ResistanceFire Protection CoatingsLead GenerationNew Client AcquisitionRevenue GenerationManagement,3 Days Ago,24-11-2024,8-12 Lacs PA
Team Member - Business Development,Rotex,"Kolkata, Mumbai, New Delhi, Chennai",0-2 Yrs,Service deliveryTime managementAnalyticalPackagingMarket researchB2B SalesMechanical engineeringService quality,30+ Days Ago,24-11-2024,Not disclosed
Cable Design Manager,Sampark Careers Developers,"Mumbai, Chennai",9-14 Yrs,CableCable ManufacturingCable designWireCablesSplicingCablingCable Tray,14 Days Ago,24-11-2024,15-20 Lacs PA
Marketing Executive,Qualikems Fine Chem,"Hybrid - Hyderabad, Delhi / NCR, Mumbai (All Areas)",3-8 Yrs,SalesBusiness DevelopmentClient RelationshipMarketingClientDevelopmentRelationshipClient Relation,8 Days Ago,24-11-2024,3-6 Lacs PA
International Job Opportunity For Freshers - Central Africa,Manufacturing Company,"Bengaluru, Delhi / NCR, Mumbai (All Areas)",1-3 Yrs,Supply ChainWarehouseInventory PlanningLogistics OperationsSupplyLogisticsInventoryInternational,9 Days Ago,24-11-2024,Not disclosed
Marketing Manager,Leading Processing machinery industry,"Kolkata, Coimbatore, Mumbai (All Areas)",5-10 Yrs,marketingIndustrial salaesSalestextile machineryprocessing machineryBusiness Development And MarketingSales And MarketingBusiness Development,9 Days Ago,24-11-2024,Not disclosed
Sales Planning and Channel Analytics,Confidential,"Kolkata, Ahmedabad, Mumbai (All Areas)",4-9 Yrs,Project SalesSolution SellingRetail SalesSales EngineeringProduct AwarenessDirect SalesDistributor SalesValue Selling,4 Days Ago,24-11-2024,9-19 Lacs PA
Construction Manager / Site Countertraction In charge,Leading MNC Client of CVHRC,"Hybrid - Jamnagar, Bongaigaon, Mumbai (All Areas)",20-30 Yrs,Construction ManagementConstruction ProjectsConstruction ProjectProjectSiteManagementSite managementConstruction,11 Days Ago,24-11-2024,45-65 Lacs PA
Sr. Sales Engineer/Territory Sales Manager,Netzsch Technologies,"Kolkata, Chennai, Mumbai (All Areas)",3-8 Yrs,Business DevelopmentActuatorsIndustrial SalesHeat ExchangersDirect SalesValvesChillersCompressors,13 Days Ago,24-11-2024,Not disclosed
Sales Executive,Ecopack India,"Hybrid - Mumbai, Lucknow, Ahmedabad",2-4 Yrs,Field SalesB2C SalesDirect SalesB2B SalesSalesDirectB2BField,13 Days Ago,24-11-2024,2.25-3.75 Lacs PA
Market Sales Representative,Evolve Brands,"Kolkata(Howrah), Rajkot, Mumbai (All Areas)(Borivali West +3)",0-1 Yrs,scanning shortfallsmaterial availability and order collection. 5. Sales volume targets of the district for Oil business. 6. Payment collection of the sold productsSalesPayment collectionMaterialsAvailabilityOrder fulfillmentCollections,16 Days Ago,24-11-2024,2-2.25 Lacs PA
Sales And Marketing Manager,ELGI Equipments,"Coimbatore, Bengaluru, Mumbai (All Areas)",1-6 Yrs,Business DevelopmentMarketingMarketing StrategyCategory ManagementArea SalesClient Relationship ManagementProduct MarketingRegional Sales,15 Days Ago,24-11-2024,Not disclosed
Senior Engineer - Railway Products For a Belgium based MNC,Belgium MNC,"Hyderabad, Delhi / NCR, Mumbai (All Areas)",4-9 Yrs,Customer FocusPeople Management SkillsGood communication skillsLeadership SkillsSeniorLeadershipPeople managementManagement,15 Days Ago,24-11-2024,Not disclosed
"Internal Auditor,Mumbai/Gurgaon",Client of ETA,"Kolkata, Gurugram, Mumbai (All Areas)",5-10 Yrs,Internal AuditCorporate AuditIFCInternal ControlAuditingCorporateControl,11 Days Ago,24-11-2024,Not disclosed
Chief Financial Officer,Exxelo Business Consulting,"Mumbai, Chennai(Navalur +2)",15-21 Yrs,FinanceFRMTeam DevelopmentFinance ControlComplianceBanking And FinanceTeam LeadershipCash Flow Management,9 Days Ago,24-11-2024,35-45 Lacs PA
Car Driver,Leading Client,Mumbai,0-2 Yrs,Driving LicenseDriving4 wheeler DriverCar DriverVehicle MaintenanceShowroom CoordinationCoordinationDrives,25 Days Ago,24-11-2024,Not disclosed
Mechanical Fresher (AutoCAD),Leading Client,Mumbai,0-1 Yrs,AutoCAD3Dnew product designSolidworksplastic product designPlasticProduct designDesign,25 Days Ago,24-11-2024,Not disclosed
Territory Account Representatives - PF Gujarat,Solenis,Mumbai,0-3 Yrs,Cold callingBasicDistribution managementUsageSalesConceptualizationCustomer serviceBusiness development,25 Days Ago,24-11-2024,Not disclosed
R&D Manager ( Coatings ),Gargi Huttenes Albertus Pvt Ltd,Navi Mumbai,10-11 Yrs,R&D projects & product developmentBackground of Paints & Coatings & Refractories & CeramicsKnowledge of mineralsrheologyleadership & problem solving skillspaint mfg areasMineralsProblem solving,15 Days Ago,24-11-2024,15-20 Lacs PA
Quality Manager ( Coatings ),Gargi Huttenes Albertus Pvt Ltd,Navi Mumbai,10-11 Yrs,rheologyquality control & assuranceBackground of PaintsKnowledge of mineralsleadership skillspaintMineralsControl,15 Days Ago,24-11-2024,15-18 Lacs PA
Junior Engineer (Design),Ansycad Solutions,Mumbai,0-1 Yrs,3d modelingmodelingmechanical engineeringcadengineeringdesign engineeringprototypeautocad,30+ Days Ago,24-11-2024,Not disclosed
Sr. Executive/ Assistant Manager - HR,Shiv Shakkti Process Equipment,"Mumbai Suburban, Goregaon",3-7 Yrs,Industry MappingScreening ResumesHead HuntingHuntingSRHuman resource managementManagementAssistance,9 Days Ago,24-11-2024,Not disclosed
Human resource Internship,Ono Teas,"Navi Mumbai, Turbhe",0-1 Yrs,Human ResourceHR InternHR SourcingHR RecruiterRecruitmentSourcingSourceResource,27 Days Ago,24-11-2024,Not disclosed
Senior Tele sales Executive,Ono Teas,"Navi Mumbai, Turbhe",0-1 Yrs,Tele SalesLead GenerationSalesBusiness DevelopmentSales ExecutiveTelesalesSales executive activitiesSenior,27 Days Ago,24-11-2024,Not disclosed
Supervisor,Topaz Plastic Industries,Mumbai,0-3 Yrs,productionInventory ControlProduction SupervisionDispatchinventory managementtransportationManagementProduction supervising,27 Days Ago,24-11-2024,Not disclosed
HR Executive,Thomas And Brian Mfg,"Mumbai, Navi Mumbai",0-2 Yrs,Selection processPayroll processingPayrollHR ExecutiveExternal auditHR policiesHRMS Office,26 Days Ago,24-11-2024,Not disclosed
Channel Sales Manager,Eccotyres Retreading India,Navi Mumbai,0-3 Yrs,Channel DevelopmentDealer DevelopmentChannel Partner DevelopmentChannel sales managementSalesChannel salesDealingDevelopment,27 Days Ago,24-11-2024,6-9 Lacs PA (Including Variable: 20.0%)
Sr.Sales Coordinator in Parel,Kandui Industries Pvt.Ltd,Mumbai Suburban,5-8 Yrs,Dispatch PlanningDispatch SchedulingPreparing various report related to sales order bookingPayment Followupsales reportsSales CoordinationSales OrderSales,12 Days Ago,24-11-2024,4.5-4.75 Lacs PA
Senior Manager Logistic Operations - Chemical Industry,H R Organo Chem (HROC),Mumbai(New Marine Line +2),10-17 Yrs,importOperations ManagementInbound LogisticsLogistics OperationsCustom ClearanceLogistics PlanningSupply Chain OperationsFreight Forwarding,11 Days Ago,24-11-2024,20-25 Lacs PA
Telesales - Insurance,Madhuban Motors,Mumbai(kurla west),0-2 Yrs,SalesInsurance SalesCallingInsuranceTelesales,29 Days Ago,24-11-2024,1.5-2.25 Lacs PA
Business Development Manager For an EV Charging Stations Management Co,raj Enterprise,"Mumbai Suburban, Mumbai (All Areas)(Andheri)",1-3 Yrs,bdclient acquisitionbusiness developmentkey accountscorporate salescorporate relationsclient presentationcorporate acquisiton,4 Days Ago,24-11-2024,4-5 Lacs PA
Supply Chain Management Intern,Nexzu Mobility,Mumbai,0-1 Yrs,ProcurementProduct managementSupply chain managementAnalyticalSupply chain operationsInventory managementForecastingInternship,30+ Days Ago,24-11-2024,Not disclosed
Marketing / Sales Intern,Nexzu Mobility,Mumbai,0-3 Yrs,Supply chain managementGraphic designingSalesArea sales managementSocial mediaMarket researchBrand awarenessEvent planning,30+ Days Ago,24-11-2024,Not disclosed
Executive Assistant To Managing Director,Sulphur Mills,Mumbai,9-14 Yrs,Presentationcommunication skillsCompany Dash boardsDashDirectManagementAssistanceCompany,12 Days Ago,24-11-2024,Not disclosed
Business Analyst Associate,Neptunus Power Plant Services,Navi Mumbai,2-3 Yrs,insurancedata analysisanalyticalbusiness requirementsworkflowbusiness analysisbusiness analyticsbusiness intelligence,11 Days Ago,24-11-2024,3-4 Lacs PA
Research Associate QA/QC,Gencrest Bio Products,"Mumbai(Andheri East), Mumbai Suburban, Mumbai (All Areas)",1-3 Yrs,QA TestingQCQa/QcSoftware testingQuality assuranceResearch,9 Days Ago,24-11-2024,3.5-5 Lacs PA
Backoffice Assistant - Pest Control,Tahaan Pest Solutions & Fumigations,Mumbai,0-2 Yrs,Back officeSchedulingCRMControlAssistancePestOfficePest control,30+ Days Ago,24-11-2024,Not disclosed
Instrumentation - Engineer ( 2 Plant Khopoli and Nerul need To visit),Gargi Huttenes Albertus Pvt Ltd,"Navi Mumbai, Khopoli",5-7 Yrs,project managementInstrumentationproject coordinationInstallation TestingBreakdown MaintenancePredictive MaintenancePreventive MaintenancePLCInstrumentation DesignInstrumental AnalysisinstrumentationField InstrumentationinstrumentsInstallationPlant,15 Days Ago,24-11-2024,5-7 Lacs PA
Tele-Sales Executive,Pioma Chemicals,Mumbai,0-3 Yrs,Supply chainTele Sales ExecutiveOutboundLead generationSalesTelesalesPharmaMS Office,30 Days Ago,24-11-2024,Not disclosed
Graphic Designer,Asian Plastowares,Mumbai,3-7 Yrs,Advertising GraphicsProduct DesigningPackage DesigningConceptualizationSocial Media DesignseCommerce ListingsWebsite DesignsProduct design,12 Days Ago,24-11-2024,Not disclosed
Sr Sales Executive - Mumbai and Western India,Electronic & Engineering Co. (i),"Mumbai, Mumbai Suburban, Mumbai (All Areas)",2-7 Yrs,Sales EngineeringIndustrial SalesSales And MarketingSales DevelopmentSales ManagementIndustrial Product SalesBusiness Development ManagementSales Promotion,10 Days Ago,24-11-2024,2-7 Lacs PA
Executive - Chemical Purchase,Privi,Navi Mumbai,4-9 Yrs,Chemical PurchaseChemical ProcurementNegotiationGlobal ProcurementVendor DevelopmentProcurement PlanningSpeciality ChemicalsSap Hana,3 Days Ago,24-11-2024,Not disclosed
Human Resource Manager | Mumbai,Kingwell Group,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",10-12 Yrs,Labour LawsHuman Resource ManagementRecruitmentHR Generalist ActivitiesPayrollGrievance HandlingContract Labour ManagementSalary,2 Days Ago,24-11-2024,15-20 Lacs PA
Marketing Officer,Confidential,Mumbai,2-6 Yrs,sales and marketingMarketing StrategyPressure HandlingMarket AnalysisMarket Researchmarketing & salesSalesMarketing,2 Days Ago,24-11-2024,4.8-12 Lacs PA
Digital Marketing Manager/Head B2B Manufacturing MNC Dahisar East,Quick Manpower Solutions India,Mumbai(Dahisar),5-8 Yrs,Team ManagementContent ManagementMarketing AutomationDigital MarketingDigital StrategyGoogle AnalyticsSEMManagement,2 Days Ago,24-11-2024,12-15 Lacs PA
OEM Sales Engineer,Remi Udyog,Mumbai(Kandivali West),2-5 Yrs,Sales EngineerSalesMarketingOEM salesSales engineeringOEM,3 Days Ago,24-11-2024,Not disclosed
Account Assistant,Arihant Enterprise,Mumbai(Vile Parle West),3-5 Yrs,Knowledge Of TallyAccountingAssistanceTally,3 Days Ago,24-11-2024,2.5-3 Lacs PA
Information Technology & Services,Supply Squad Sourcing Llp,"Mumbai, Mumbai Suburban, Navi Mumbai",3-8 Yrs,Gst ReturnStatutory ComplianceIncome Tax ReturnTDS ReturnReconciliationPaymentsChallanIncome tax,3 Days Ago,24-11-2024,Not disclosed
