roles,companies,locations,experience,skills,Dates,PresentDate,salary
STEWARD,Fashion Tv,Mumbai,2-4 Yrs,TrainingHospitalityTime managementInventory managementkitchen staffMonitoringTime ManagementsManagement,7 Days Ago,24-11-2024,Not disclosed
Seo Executive,Smart Byte Media,"Mumbai Suburban, Thane, Navi Mumbai",0-2 Yrs,Search Engine OptimizationSEOSEO AnalysisKeyword AnalysisOff Page SeoGoogle AnalyticsLink BuildingKeyword Research,29 Days Ago,24-11-2024,Not disclosed
Social Media Executive,Janata Book Mfgsales Depot.,"Mumbai, Thane, Navi Mumbai",1-6 Yrs,Social Media MarketingSMMContent MarketingInternet MarketingOnline MarketingDigital MarketingEmail MarketingSocial Media Optimization,5 Days Ago,24-11-2024,2.5-5 Lacs PA
Media Sales Professionals,I Tech Media Pvt Ltd,"Mumbai, Mumbai Suburban",0-3 Yrs,Media SalesPrint MediaAd SalesB2B SalesAd Space SellingSpace SellingSellingMedia,2 Days Ago,24-11-2024,2.5-4 Lacs PA
Digital Marketing Executive (Female),Samy Enterprises,"Mumbai Suburban, Mumbai (All Areas)",3-6 Yrs,Online MarketingDigital MarketingEmail MarketingSocial Media MarketingGoogle AnalyticsSocial MediaGoogle AdWordsWebtrends,2 Days Ago,24-11-2024,3-7 Lacs PA
Associate Business Affairs,Believe Digital,Mumbai,0-2 Yrs,Interpersonal skillsCompany SecretaryBusiness FacilitatorLegalCorporateDeploymentLitigation mattersCompany law,30+ Days Ago,24-11-2024,Not disclosed
Client Servicing Executive,Auraa,Mumbai,0-4 Yrs,Client Service ExecutiveServicingClient servicingClient,30+ Days Ago,24-11-2024,Not disclosed
Marketing Assistant / Sales Coordinator,Riyo Advertising,Mumbai,0-5 Yrs,advertising agencyCostingPublishingSalesRelationship buildingSchedulingCustomer serviceAdvertising,30+ Days Ago,24-11-2024,Not disclosed
Email Marketing Specialist,Vertoz,Mumbai,1-2 Yrs,customer segmentationAutomationGoogle AnalyticsEmail marketingAnalyticalHTMLSchedulingCustomer engagement,7 Days Ago,24-11-2024,Not disclosed
Video Editor,I Tech Media pvt ltd,"Mumbai, Thane, Mumbai (All Areas)",2-3 Yrs,Video EditingAftereffectsAdobe Premiere ProMotion GraphicsSpecial EffectsAdobe After EffectsFinal Cut ProMotion,2 Days Ago,24-11-2024,1.25-2.5 Lacs PA
Sales Executive - Branding & Advertising,Linkage Corporate Solutions,Mumbai,3-6 Yrs,Lead GenerationCRM ManagementBrandingAdvertisingClient HandlingClient AcquisitionMarketingCRM,2 Days Ago,24-11-2024,4-5 Lacs PA
Design Engineer Female,ABC Lines,Mumbai,2-5 Yrs,ERPSheet Metal DesignFABR3DAutoCAD2D Drafting2D Modeling3D Modeling,2 Days Ago,24-11-2024,2-5 Lacs PA
Graphic Designer,Talent Corner Hr Services,Hybrid - Mumbai,2-4 Yrs,Graphic DesigningAdobe Premiere ProIllustratorAdobe After EffectsPhotoshopIndesignAdobeDesign,2 Days Ago,24-11-2024,Not disclosed
Business Development Executive,TBC Digital,Mumbai(Borivali West),2-7 Yrs,NegotiationCommunication SkillsSalesEnglishHindiDevelopmentBusiness development,3 Days Ago,24-11-2024,2.4-5.4 Lacs PA
E - Commerce Specialist,Madison Communications,Mumbai,0-4 Yrs,digital marketingdigitalcatalog managementsalescontent managementproduct listingmarketingonline marketing,30+ Days Ago,24-11-2024,Not disclosed
Sales Professional,Fashion Tv,Mumbai,0-2 Yrs,Business administrationLead generationInterpersonal skillsSales strategySalesTime managementTraining and DevelopmentSales training,30+ Days Ago,24-11-2024,Not disclosed
Openings For Freshers In Marketing & Management- All Graduates Welcome,Transcedence,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",0-3 Yrs,graduatesBrand Promotionpost graduatesfresherBrand ManagementHospitalityHotel ManagementClient Relationship Management,6 Days Ago,24-11-2024,3-6 Lacs PA
Inside Sales Representative,Realatte Ventures Llp,"Mumbai(Andheri East), Mumbai Suburban, Mumbai (All Areas)",2-7 Yrs,Cold CallingFixing AppointmentsLead GenerationDigital SalesInside SalesAppointment GenerationB2B SalesGeneration,9 Days Ago,24-11-2024,3-8 Lacs PA
Group Head - Paid Media,Pivotroots Digital,Mumbai,7-10 Yrs,Digital MarketingTeam ManagementAdWordsDigital Media managementOmnitureAnalyticscampaign strategyDigital media,3 Days Ago,24-11-2024,Not disclosed
Media Planner,Pivotroots Digital,Mumbai,4-6 Yrs,interactive advertisingmarketingCampaign Managementadvertisingdigital advertisingclient serviceonline advertisingDigital,4 Days Ago,24-11-2024,Not disclosed
Digital Analytics Manager,Pivotroots Digital,"Mumbai, New Delhi",3-4 Yrs,Digital AnalyticsFirebaseGoogle AnalyticsGoogle BigQueryGCPPardotdashboardingETL,4 Days Ago,24-11-2024,Not disclosed
HR Manager,One of Publication House,"Noida, Mumbai (All Areas)",9-14 Yrs,HR Generalist ActivitiesRecruitmentGeneralist ProfileManagementHuman resource managementGeneralist Activities,3 Days Ago,24-11-2024,6.5-8.5 Lacs PA
Quality Analyst Lead,GTS Telecom Services,Navi Mumbai,6-8 Yrs,Quality AuditAutomation TestingManual TestingQuality MonitoringQA TestingQuality AnalysisQuality AssuranceTesting Methodology,3 Days Ago,24-11-2024,Not disclosed
PMO - To Director,Telecrats,"Navi Mumbai, Mumbai (All Areas)",5-10 Yrs,FiberISPAdvanced ExcelUtilityExcelWordTelecommunicationMS Office,3 Days Ago,24-11-2024,Not disclosed
HR Admin (Mulund Location),Seven Consultancy,"Thane, Navi Mumbai",1-4 Yrs,AdministrationTalent AcquisitionJoining FormalitiesHR AdministrationOperationsExit FormalitiesOnboardingBackground Verification,4 Days Ago,24-11-2024,"50,000-2.5 Lacs PA"
Business Development Executive,Sakash Resource Management,"Thane, Navi Mumbai",2-4 Yrs,Lead GenerationUS ShiftBusiness DevelopmentBusiness Development ManagementCold CallingData MiningPGTCRM,4 Days Ago,24-11-2024,2-4 Lacs PA
Grade School Teacher,Sport Focus Investments,Mumbai Suburban,2-3 Yrs,GymnasticsEnglishSports TrainingHindiSports coachingSportsTeachingGrade,4 Days Ago,24-11-2024,1.8-3 Lacs PA
Back Office Executive - Mutual Fund,Finace Infosolution,Mumbai(Churchgate),1-5 Yrs,NISMNSESIPMutual Fund OperationsFatcaEnglishBseMarathi,4 Days Ago,24-11-2024,1.8-3 Lacs PA
Accounts Officer,Culturecord Business Management Solutions,Mumbai(Lower Parel),1-4 Yrs,ExcelMS Office PowerpointExcel PowerpointBoqAutoCADCustomer CoordinationChallanVendor Management,5 Days Ago,24-11-2024,1.8-3 Lacs PA
Job Opening For Desktop Support Engineer For Bandra Bkc,Aforeserve,"Mumbai Suburban, Mumbai (All Areas)(Bandra Kurla Complex)",1-2 Yrs,Outlook ConfigurationDesktop TroubleshootingDomain ServerDesktop supportServerConfigurationDesktop engineeringDesktop,4 Days Ago,24-11-2024,Not disclosed
Trainees For Marathi Magazines,Delhi Press,"Mumbai, Banda",0-1 Yrs,editorialinterviewingdigital contentproductiontrainingteachingworkshop managementprofessional development,30+ Days Ago,24-11-2024,Not disclosed
Corporate Reporting & Consolidation Manager,Legishrx Solutions (opc),Mumbai,13-15 Yrs,Financial StatementsFinancial ReportingConsolidation Of AccountsStatutory AuditFinalisationTax AuditGAAPIFRS,5 Days Ago,24-11-2024,20-27.5 Lacs PA
Tender Specialist,Suraj Informatics,Navi Mumbai,6-10 Yrs,end to end tender managementTenderingTender ManagementEndEnd To EndManagement,5 Days Ago,24-11-2024,5-7 Lacs PA
Project Manager - Digital,In10 Media,Mumbai Suburban,4-7 Yrs,B2B IntegrationProject DocumentationCMSJIRAProject ManagementDevops ToolsSEOTools,6 Days Ago,24-11-2024,7-10 Lacs PA
Content Operations - OTT,In10 Media,Mumbai Suburban,2-5 Yrs,QCContent CurationProblem SolvingCMSMS OfficeB2BInspectionContent Operations,6 Days Ago,24-11-2024,3-5 Lacs PA
Data Analyst (Digital) - Executive,In10 Media,Mumbai Suburban,2-4 Yrs,Presentation SkillsSQL DatabaseData VisualizationTableauPeriodic ReviewMetricsPower BiAd Hoc Reporting,6 Days Ago,24-11-2024,3-5 Lacs PA
Sales Intern,Fashion Tv,Mumbai,0-1 Yrs,AdministrationSalesNetworkingAnalyticalsales internMarket researchCustomer serviceMS Office,30+ Days Ago,24-11-2024,Not disclosed
Creative Designer,Tzar Digital Agency,Mumbai,0-2 Yrs,digitaltypographyinterfacesuxsoftware designadobe creative suiteinfographicsadobe,30+ Days Ago,24-11-2024,Not disclosed
Graphic Designer,Telivus Media,Mumbai,0-2 Yrs,GraphicsPDFIllustratorSocial mediaTool designVideo editingMarketing LeadPowerpoint,30+ Days Ago,24-11-2024,Not disclosed
Client Service Executive,Fulcro Consulting,"Mumbai, Gurugram, Delhi / NCR",3-5 Yrs,Competitive BenchmarkingBudgetingInfluencer MarketingPerformance MarketingInfluencingMarketingClient servicingClient,11 Days Ago,24-11-2024,Not disclosed
Marketing Executive,Skillmine Technology,Mumbai,0-1 Yrs,Marketing StrategyMarketing ResearchPerformance MarketingCompetitor AnalysisSeo ToolsLink BuildingNetworking SkillsProject Coordination,6 Days Ago,24-11-2024,2-3 Lacs PA
Vacancies For Freshers Into Management Role!!,Elite Inc,"Thane, Navi Mumbai, Dombivli",0-1 Yrs,FreshersthanePressure HandlingPromotionsStrategic Marketing PlanningConvincing PowerBrandingMarketing Communication,8 Days Ago,24-11-2024,2.5-4 Lacs PA
"Service Manager, Domestic Appliances",Citizen Center Technologies Pvt Ltd,Mumbai Suburban,3-8 Yrs,Partner networkingSelling SkillsPeople ManagementTV ServicingSpares ManagementService managementTelevisionDomestic,7 Days Ago,24-11-2024,2.5-4.75 Lacs PA
Business Development And Marketing Executive,Stellar Organisation,"Mumbai, Mumbai (All Areas)",0-2 Yrs,fresherInternational MarketingBusiness Developmenteventsmanagementbmmbrandingbms,8 Days Ago,24-11-2024,2.5-5 Lacs PA
Corporate Trainee - Freshers,Dexterous Inc,"Thane, Navi Mumbai, Ulhasnagar",0-2 Yrs,MarketingCorporate SalesbbaBmmPromotionsPublic RelationsfreshersConvincing Power,8 Days Ago,24-11-2024,2.5-4 Lacs PA
Fresher- Marketing And Sales Professional (Thane Location),Dexterous Inc,"Mumbai, Thane, Navi Mumbai",0-2 Yrs,MarketingFRESHERSALESBCOMBMMPromotionsPublic RelationsTHANE,8 Days Ago,24-11-2024,2.5-4 Lacs PA
Sales Executive,Innovegic Media Solution,"Mumbai, Navi Mumbai",0-2 Yrs,complaint handlingcold callingnetworkingbusiness developmentmarket researchmediaadvertisingcorporate sales,30+ Days Ago,24-11-2024,Not disclosed
Consultant - Graphic Design (6 months),Dream11,Mumbai,0-3 Yrs,GraphicsManager Quality AssuranceIllustrationIllustratorTime managementManager TechnologyCommercePhotoshop,30+ Days Ago,24-11-2024,Not disclosed
Telecaller Professionals,T7E,Mumbai,0-3 Yrs,OutboundWiFi,30+ Days Ago,24-11-2024,Not disclosed
Odiya Telecaller,T7E,Mumbai,0-2 Yrs,OutboundWiFiOriya,30+ Days Ago,24-11-2024,Not disclosed
TAC Engineer - Network ( Subsea ),GCX,Hybrid - Navi Mumbai,5-10 Yrs,telecom transmissionDTAsCOTDRDWDM technologiesOTNSubmarine System DesignOTN systemssubsea,8 Days Ago,24-11-2024,Not disclosed
Business Development Manager,Ants Crew Entertainment Pvt Ltd,Mumbai,3-5 Yrs,Client HandlingNew Client AcquisitionClient RetentionClient Servicinggenerating new businessManagementClientBusiness development management,8 Days Ago,24-11-2024,"70,000-90,000 PA"
Senior Architect,Genxhire,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",6-11 Yrs,Residential projectsHigh Rise BuildingDCRResidentialAutoCADCommercial BuildingsHigh RiseBuilding,8 Days Ago,24-11-2024,5-10 Lacs PA
Client Servicing Intern,BC Web Wise,Mumbai,0-1 Yrs,Consumer researchManager Client ServicingNetworkingProject managementSocial mediaVideo conferencingCustomer supportDigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Graphic Designer,Hypemarketer,Mumbai(Vikhroli),2-3 Yrs,Graphic DesigningVideo EditingUI DesigningCanvaPhotoshopUIUser interface designingEditing,9 Days Ago,24-11-2024,Not disclosed
Sr. NodeJS Developer,T7E,Mumbai,2-7 Yrs,RetailInterpersonal skillsSalesManagementCustomer engagementAutomotiveEngagementDevelopment,9 Days Ago,24-11-2024,Not disclosed
Business Development Specialist,Idecution Marketing Studio Llp,Mumbai,1-5 Yrs,OutboundLead generationCash collectionSMMInchargeSMOCompetitor analysisDatabase,9 Days Ago,24-11-2024,Not disclosed
Sales Officer - Automotive Lubricant Sales,T7E,Mumbai,2-7 Yrs,Retailsales hiringInterpersonal skillsSalesManagementCustomer engagementAutomotiveEngagement,9 Days Ago,24-11-2024,Not disclosed
Motion Graphics Designer,Eduavenir Solution,Mumbai,1-2 Yrs,GraphicsGraphic designingDesignMotion graphicsMotion,9 Days Ago,24-11-2024,Not disclosed
Graphic Designer,Eduavenir Solution,Mumbai,2-4 Yrs,Graphic DesignerGraphic designingDesignGraphics,9 Days Ago,24-11-2024,Not disclosed
Client Servicing Professional,Eduavenir Solution,Mumbai,1-6 Yrs,Manager Client ServicingMINClientManagementServicingClient Service ManagementClient servicing,9 Days Ago,24-11-2024,Not disclosed
Business Development Professional,Eduavenir Solution,Mumbai,2-7 Yrs,MINBusiness Development ManagerManagementBusiness developmentDevelopmentBusiness development management,9 Days Ago,24-11-2024,Not disclosed
Sr. Engineer - Automation,Wipro Infrastructure Engineering Ltd,Mumbai,6-10 Yrs,Process automationWater treatmentSystem architectureCommunication protocolsPharmaControl systemConsultingWaste water treatment,9 Days Ago,24-11-2024,Not disclosed
Executive - Marketing,Wipro Infrastructure Engineering Ltd,Mumbai,3-6 Yrs,Water treatmentLead generationHead Business DevelopmentWeb toolsMarketing campaignsMS OfficeDigital marketingData mining,9 Days Ago,24-11-2024,Not disclosed
Engineer / Sr. Engineer - Proposal,Wipro Infrastructure Engineering Ltd,Mumbai,4-9 Yrs,Process designhydraulic designAutoCADConsultingWaste water treatmentCost estimationSTPProject execution,9 Days Ago,24-11-2024,Not disclosed
Engineer - Proposal (WTP),Wipro Infrastructure Engineering Ltd,Mumbai,3-5 Yrs,BasicWTPHead Business DevelopmentChemicalConsultingWaste water treatmentMechanicalInfrastructure,9 Days Ago,24-11-2024,Not disclosed
CAD Engineer,Wipro Infrastructure Engineering Ltd,Mumbai,8-15 Yrs,Piping layoutWater treatmentDesign engineeringPumpsCADConsultingWaste water treatmentValves,9 Days Ago,24-11-2024,Not disclosed
HR Intern,OML Entertaiment,Mumbai,1-2 Yrs,excelscreeningjob portalswritingtelephonicpowerpointJob Diva,9 Days Ago,24-11-2024,Not disclosed
Graphic Designer,works,Mumbai,1-3 Yrs,typographysoftware designfigmabrandingcanvadesign principlesDesignGraphic designing,9 Days Ago,24-11-2024,Not disclosed
Interior Designer ( Urgent Hiring),Fashion Tv,Mumbai,1-3 Yrs,RetailNetworkingAutoCADCADConceptualizationInterior designingPhotoshop3DSmax,9 Days Ago,24-11-2024,Not disclosed
CRM Executive,Assembly Global,Mumbai,1-3 Yrs,Global marketingPromotional campaignsData analysisCRM ExecutiveGoogle AnalyticsHP data protectorHTMLCRM,9 Days Ago,24-11-2024,Not disclosed
Business Development Executive,Innovations Beyond,Navi Mumbai,2-7 Yrs,TrainingManager Client Servicingadvertising agencyExcelOnline salesMS Office toolsMS WordBusiness Development Executive,9 Days Ago,24-11-2024,Not disclosed
Front end Web Developer,Fashion Tv,Mumbai,2-3 Yrs,Content managementjQueryFront endWeb developmentDebuggingPHPHTMLSEO,9 Days Ago,24-11-2024,Not disclosed
AEP SAL1,Epsilon Asia Group Of Companies,Mumbai,1-3 Yrs,Manager Quality AssuranceLoad testingXMLJavascriptAdobeInformation technologyAnalyticsPython,9 Days Ago,24-11-2024,Not disclosed
AEP AJO Architect - Manager Technology,Epsilon Asia Group Of Companies,Mumbai,4-7 Yrs,Customer acquisitionData managementXMLJavascriptMarketing operationsAdobeCustomer engagementInformation technology,9 Days Ago,24-11-2024,Not disclosed
Adobe AEP/AJO SAL2,Epsilon Asia Group Of Companies,Mumbai,3-6 Yrs,Manager Quality AssuranceLoad testingXMLJavascriptAdobeInformation technologyAnalyticsPython,9 Days Ago,24-11-2024,Not disclosed
Adobe AEM - Senior Associate Technology L1,Epsilon Asia Group Of Companies,Mumbai,2-8 Yrs,Performance tuningjQueryXMLJSPOnline marketingJavascriptXHTMLApplication development,9 Days Ago,24-11-2024,Not disclosed
Sr Software Backend Developer,T7E,Mumbai,5-10 Yrs,security complianceData analysisBackendRDBMSCodingMySQLJavascriptHTML,9 Days Ago,24-11-2024,Not disclosed
Sr . NodeJS Developer - T7E,T7E,Mumbai,5-10 Yrs,security complianceData analysisBackendRDBMSCodingMySQLJavascriptHTML,9 Days Ago,24-11-2024,Not disclosed
Software Developer,T7E,Mumbai,2-7 Yrs,security complianceGITWeb technologiesRDBMSCodingMySQLJavascriptProgramming,9 Days Ago,24-11-2024,Not disclosed
NodeJS Developer - T7E,T7E,Mumbai,2-7 Yrs,security complianceGITWeb technologiesRDBMSCodingMySQLJavascriptProgramming,9 Days Ago,24-11-2024,Not disclosed
Social Media Intern - Hypothesis,OML Entertaiment,Mumbai,1-2 Yrs,Social media marketingPublic relationscommunication designInterpersonal skillsdigital contentGITSocial networkingVOD,9 Days Ago,24-11-2024,Not disclosed
Branded Content:,OML Entertaiment,Mumbai,3-8 Yrs,Social media marketingPPCAutomationSocial mediaAnalyticalMarket researchSEODigital marketing,9 Days Ago,24-11-2024,Not disclosed
Assistant Manager - People Partner,OML Entertaiment,Mumbai,6-8 Yrs,AutomationGITWeb technologiesPerformance managementMarket intelligenceSocial networkingInvestigationHR,9 Days Ago,24-11-2024,Not disclosed
Sales And Marketing Manager,Road Ads,"Mumbai(Masjid Bunder), Thane, Navi Mumbai",0-5 Yrs,Outdoor AdvertisingAdvertising AgencyMarketingMarcomBrand CampaignsClient ServicingBusiness DevelopmentBranding,9 Days Ago,24-11-2024,Not disclosed
Sales Executive,Talent Corner Hr Services,Navi Mumbai,0-3 Yrs,Sales And MarketingField MarketingInterpersonal SkillsCommunication SkillsSales Executive ActivitiesSalesFieldInterpersonal,9 Days Ago,24-11-2024,2-4 Lacs PA
Client Service Executive,THE GUARDIANS REAL ESTATE ADVISORY,Mumbai Suburban,2-4 Yrs,Client ServicingClient CoordinationAccount ManagementClient RelationshipClient HandlingCoordinationClientHandling,9 Days Ago,24-11-2024,3-6 Lacs PA
Senior Specialist-Paid Media,Realatte Ventures Llp,"Mumbai(Andheri MIDC), Mumbai Suburban, Mumbai (All Areas)",2-4 Yrs,Google AdsPaid MediaFacebook AdsGoogle AnalyticsMedia PlanningSEMPay Per ClickSearch Engine Marketing,9 Days Ago,24-11-2024,6-9 Lacs PA
SDR,Creatify Media Pvt Ltd,Mumbai(Andheri East),1-3 Yrs,Cold CallingCold EmailingCommunication SkillsNegotiationPresentation SkillsWritten CommunicationOral CommunicationInterpersonal Skills,9 Days Ago,24-11-2024,3-5 Lacs PA
Business Development Manager,Advertising Company in Mumbai,Mumbai(Andheri East),5-10 Yrs,Outdoor AdvertisingOohAdvertisingDevelopmentBusiness development managementManagementBusiness development,9 Days Ago,24-11-2024,6-10 Lacs PA
Business Development Executive,Niveshya Learning Hub,Hybrid - Mumbai,2-5 Yrs,Communication SkillsLead GenerationClient Relationship ManagementData AnalysisSales DevelopmentNegotiationLeadership TrainingSales Strategy,9 Days Ago,24-11-2024,3-8 Lacs PA
PR Manager (Entertainment & Media),Evertiz Solutions,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)(Nariman Point +24)",2-7 Yrs,Public RelationsEntertainmentMedia ManagementPRMedia RelationsFilmTV ProductionMedia,9 Days Ago,24-11-2024,4-9 Lacs PA
Sales Executive,Mumbai Razgaar Pvt Ltd,Mumbai(Andheri),3-5 Yrs,Lead GenerationSales And MarketingClient AcquisitionBusiness DevelopmentMarket ResearchCRMSales executive activitiesSales,9 Days Ago,24-11-2024,5-6 Lacs PA
Digital Marketing Intern,Lumus Rise,Mumbai,0-1 Yrs,Digital MarketingPPCCanvaSocial Media MarketingWeb DesigningContent WritingLinkedin AdsSearch Engine Optimization,10 Days Ago,24-11-2024,"60,000-1.2 Lacs PA"
Business Development Manager,VMC Technologies,"Kolkata, Delhi / NCR, Mumbai (All Areas)",2-6 Yrs,B2B SalesNegotiationTeam handlingFollow-ups.End to end salesIT salesBusiness developmentSolution sales,10 Days Ago,24-11-2024,3.5-6.5 Lacs PA
Social Media Executive,Glicogal,Mumbai(Bandra West),0-2 Yrs,Social Media MarketingSocial mediaMedia marketingMarketingMedia,10 Days Ago,24-11-2024,1.2-1.8 Lacs PA
Fresher Required -Marketing And Advertising Role !!(Mumbai Location),Millennium Organisation,"Mumbai, Mumbai (All Areas)",0-3 Yrs,MarketingFresherBBABmmPromotionsBhmManagement TraineeMarketing fresher,10 Days Ago,24-11-2024,4-7 Lacs PA
Site Designer / Project Engineer,Purplle.com,Mumbai,3-6 Yrs,Site DesigningProject Engineering ManagementAutoCADDesign EngineeringSite EngineeringCivil EngineeringDesignManagement,10 Days Ago,24-11-2024,Not disclosed
Fresher- Marketing And Sales Professional (Andheri Location),Excelsior,Mumbai,0-1 Yrs,Team Management SkillsMarketingCommunication SkillsFresherPRPromotionsEntertainmentFinance,10 Days Ago,24-11-2024,4-6 Lacs PA
B2B Marketing - Freshers Only (Andheri Location),Excelsior,Mumbai,0-1 Yrs,Team Management SkillsMarketingCommunication SkillsFresherPRPromotionsEntertainmentFinance,10 Days Ago,24-11-2024,4-6 Lacs PA
Sales Team Leader,Policybazaar,Mumbai,4-6 Yrs,SalesInsurance salesSales planningrelationship managementSales managementfield salescommunication skillsTeam,10 Days Ago,24-11-2024,Not disclosed
AV Editor,Fashion Tv,Mumbai,1-2 Yrs,GraphicsQuality standardsAdobe Premiere ProAV EditorTime managementSocial mediaBroadcastingAnimation,10 Days Ago,24-11-2024,Not disclosed
Video maker and editor,Getsetfly Media,Mumbai,1-2 Yrs,EditorVideo ProcessingVideo editingEditingVideoMake,10 Days Ago,24-11-2024,Not disclosed
Digital media marketer,Getsetfly Media,Mumbai,1-4 Yrs,Digital mediaDigitalMarketingMedia,10 Days Ago,24-11-2024,Not disclosed
Graphic Designer (2-4 yrs exp),Fashion Tv,Mumbai,2-4 Yrs,PrintingGraphic designingNetworkingIllustratoradobe creative suiteSocial mediaProject managementPhotoshop,11 Days Ago,24-11-2024,Not disclosed
Digital Marketing Executive,Fashion Tv,Mumbai,2-4 Yrs,PPCGoogle AnalyticsEmail marketingOnline marketingSocial mediaMarket researchSEMSEO,11 Days Ago,24-11-2024,Not disclosed
Business Development Executive,Fashion Tv,Mumbai,2-4 Yrs,Interpersonal skillsSalesNetworkingStrategic planningMarket researchBusiness Development ExecutiveLicensingMS Office,11 Days Ago,24-11-2024,Not disclosed
Urgent Opening For Manager / Sr Manager OPS & Collection/ Retention,Microscan Infocommtech,Mumbai,4-7 Yrs,OpsCollection ManagementCollections ProcessCustomer HandlingSRRetentionHandlingCollections,10 Days Ago,24-11-2024,1-6 Lacs PA
Digital Marketing Manager,Greysell Marketing Promotions,Mumbai Suburban,3-8 Yrs,ormPay Per ClickAdWordsppcpaid mediaGoogle AdWordssemseo,10 Days Ago,24-11-2024,3.5-6 Lacs PA
Junior correspondent - DAILY FEATURES,Midday Infomedia,Mumbai,2-3 Yrs,interviewingnewssoftwarecorrespondencecontent editingnews reportingresearchjournalism,10 Days Ago,24-11-2024,4-5 Lacs PA
Client Servicing role-Creative Director or Associate Creative Director,With a well established Integrated Creative Agency,Hybrid - Mumbai,10-15 Yrs,client servicingAccount ManagementadvertisingServicingDirectManagementClientCreative,10 Days Ago,24-11-2024,Not disclosed
Chief Operating Officer,Vd's Placement Consultancy,"Mumbai, Navi Mumbai, Mumbai (All Areas)",22-31 Yrs,Strategic Marketing PlanningAdvertising AgencyAdvertisingPlanningStrategic marketingOperatingStrategic planningAgency,10 Days Ago,24-11-2024,50-65 Lacs PA
Fresher Graduate- post production co-odinator,Cinegence Media Pvt Ltd,"Mumbai Suburban, Mumbai (All Areas)",0-2 Yrs,communication skillsms excelopenness to feedback and improvementproactive attitudeattention to detailms wordaccountabilityDetailing,10 Days Ago,24-11-2024,Not disclosed
Copywriter,Logicserve Digital,Navi Mumbai,1-2 Yrs,blogscontent editingseo writingadvertisingscript writingcontentcreativefeature writing,10 Days Ago,24-11-2024,Not disclosed
Electrical Engineer,Uniinfo Telecom Services,"Mumbai, Mumbai Suburban, Navi Mumbai",2-5 Yrs,InstallationHT PanelsTransformersLT PanelsCable LayingErectionElectrical engineeringPanels,10 Days Ago,24-11-2024,1.25-2.75 Lacs PA
Game Designer,Rendered Ideas Softgame,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",0-2 Yrs,Game Design documentLevel DesignGame DesignGame TheoryGame TestingGame BalancingGaming IndustryOnline Gaming,11 Days Ago,24-11-2024,Not disclosed
Concept Selling/Branding/Advertising/Media/Public Relation For fresher,Excelsior,Mumbai,0-1 Yrs,Team Management SkillsMarketingCommunication SkillsFresherPRPromotionsEntertainmentFinance,11 Days Ago,24-11-2024,4-6 Lacs PA
Management Trainee -BBA/MBA/BBA/BMS/BMM (Freshers Apply Now )(Mumbai),Boldstand,"Mumbai, Mumbai Suburban",0-2 Yrs,mumbaiMarketingfresherManagementHospitalityHRMPRPromotions,2 Days Ago,24-11-2024,3-8 Lacs PA
Graphics and Video Editor,Marqn Media,Mumbai,1-4 Yrs,GraphicsVideo EditorVideo editingVideoEditing,11 Days Ago,24-11-2024,Not disclosed
CONTENT STRATEGIST,Marqn Media,Mumbai,1-4 Yrs,Interior designingDesignStrategistContent strategyInteriorsContent,11 Days Ago,24-11-2024,Not disclosed
MARKETING STRATEGIST,Marqn Media,Mumbai,2-5 Yrs,ShapingInterior designingMarketingDesignMarketing strategyInteriorsStrategist,11 Days Ago,24-11-2024,Not disclosed
SALES SPECIALIST,Marqn Media,Mumbai,1-4 Yrs,Sales strategyInterior designingInteriorsSalesDesign,11 Days Ago,24-11-2024,Not disclosed
Sr Client Servicing Executive- Delhi,BC Web Wise,Mumbai,3-4 Yrs,advertising agencyOnline marketingSocial mediaProject managementStrategic planningAccount managementDigital marketingClient Service Executive,11 Days Ago,24-11-2024,Not disclosed
Principal Partner - Programmatic,Mindshare,Mumbai,13-18 Yrs,Digital mediaAutomationHead Business DevelopmentSocial mediaDiversity and InclusionManager TechnologyE-commerceUPS,11 Days Ago,24-11-2024,Not disclosed
Principal Partner - Programmatic,Mindshare Solutions,Mumbai,13-18 Yrs,Digital mediaAutomationHead Business DevelopmentSocial mediaDiversity and InclusionManager TechnologyE-commerceUPS,11 Days Ago,24-11-2024,Not disclosed
Principal Partner - Programmatic,Essencemediacom,Mumbai,6-10 Yrs,Digital mediaAutomationHead Business DevelopmentSocial mediaDiversity and InclusionManager TechnologyE-commerceUPS,11 Days Ago,24-11-2024,Not disclosed
Manager - Advocacy,Wavemaker,Mumbai,3-5 Yrs,deep learningBusiness DirectorRetailSocial mediaDiversity and InclusionE-commerceInvestment managementManagement,11 Days Ago,24-11-2024,Not disclosed
Esthetic Manager (Urgent Hiring),Fashion Tv,Mumbai,3-5 Yrs,TrainingSales strategyComplianceClient servicingFinanceCustomer serviceManagementMonitoring,11 Days Ago,24-11-2024,Not disclosed
Event Manager (Urgent Hiring),Fashion Tv,Mumbai,3-5 Yrs,Site managementNetworkingEvent managementStaffingManagementTroubleshootingCateringLogistics,11 Days Ago,24-11-2024,Not disclosed
