roles,companies,locations,experience,skills,salary,industry,experience_cleaned,min_experience,max_experience,min_salary,max_salary,is_salary_disclosed,avg_salary,days_ago,posting_date,job_age_days,seniority_level,is_remote,is_high_salary
store manager,Starbucks,Kolkata,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,Not disclosed,Consumer Retail & Hospitality,0-3,0,3,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
store manager,Starbucks,Mumbai,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,Not disclosed,Consumer Retail & Hospitality,0-3,0,3,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
store manager,Starbucks,New Delhi,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,Not disclosed,Consumer Retail & Hospitality,0-3,0,3,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
store manager,Starbucks,Hyderabad,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,Not disclosed,Consumer Retail & Hospitality,0-3,0,3,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
store manager,Starbucks,Pune,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,Not disclosed,Consumer Retail & Hospitality,0-3,0,3,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
store manager,Starbucks,Chennai,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,Not disclosed,Consumer Retail & Hospitality,0-3,0,3,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
store manager,Starbucks,Bengaluru,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,Not disclosed,Consumer Retail & Hospitality,0-3,0,3,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
walkin drive for graduate freshers,Dmart,Mumbai Suburban,21 Nov - 30 Nov,ExcelMS OfficeData EntryMs WordDataDrivesWordOffice,1-2 Lacs PA,Consumer Retail & Hospitality,21 Nov - 30 Nov,0,0,1.0,2.0,True,1.5,6.0,2024-11-18,12.0,Entry,False,False
"manager, finance   fp&a",Walmart,Bengaluru,2-10 Yrs,Data analysisNetworkingAgileBudgetingBusiness strategyBusiness partneringForecastingSQL,Not disclosed,Consumer Retail & Hospitality,2-10,2,10,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Entry,False,False
store manager (apparel & fashion luxury brand),Fashion Apparel Industry,Kolkata,3-8 Yrs,Apparel IndustryStore ManagementStore ManagerStore OperationsApparel ManufacturingGarment ManufacturingClothingFashion,5-6 Lacs PA,Consumer Retail & Hospitality,3-8,3,8,5.0,6.0,True,5.5,2.0,2024-11-22,8.0,Mid,False,False
store manager (apparel & fashion luxury brand),Fashion Apparel Industry,Mumbai,3-8 Yrs,Apparel IndustryStore ManagementStore ManagerStore OperationsApparel ManufacturingGarment ManufacturingClothingFashion,5-6 Lacs PA,Consumer Retail & Hospitality,3-8,3,8,5.0,6.0,True,5.5,2.0,2024-11-22,8.0,Mid,False,False
store manager (apparel & fashion luxury brand),Fashion Apparel Industry,Pune,3-8 Yrs,Apparel IndustryStore ManagementStore ManagerStore OperationsApparel ManufacturingGarment ManufacturingClothingFashion,5-6 Lacs PA,Consumer Retail & Hospitality,3-8,3,8,5.0,6.0,True,5.5,2.0,2024-11-22,8.0,Mid,False,False
dmart   circle hr manager,Dmart,Bhopal,10-15 Yrs,Grievance HandlingEmployee EngagementStatutory ComplianceRecruitmentTrainingPMSHuman resource managementPM,Not disclosed,Consumer Retail & Hospitality,10-15,10,15,0.0,0.0,False,0.0,12.0,2024-11-12,18.0,Senior,False,False
dmart   circle hr manager,Dmart,Mumbai Suburban,10-15 Yrs,Grievance HandlingEmployee EngagementStatutory ComplianceRecruitmentTrainingPMSHuman resource managementPM,Not disclosed,Consumer Retail & Hospitality,10-15,10,15,0.0,0.0,False,0.0,12.0,2024-11-12,18.0,Senior,False,False
dmart   circle hr manager,Dmart,Aurangabad,10-15 Yrs,Grievance HandlingEmployee EngagementStatutory ComplianceRecruitmentTrainingPMSHuman resource managementPM,Not disclosed,Consumer Retail & Hospitality,10-15,10,15,0.0,0.0,False,0.0,12.0,2024-11-12,18.0,Senior,False,False
freelance job for freshers & students   hyderabad (telangana),2Coms,Hyderabad,0-5 Yrs,vendor managementmerchant acquiringoperations managementteam managementtrainingbanking operationsmerchant onboardingexcel,Not disclosed,Consumer Retail & Hospitality,0-5,0,5,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Entry,False,False
freelance job for freshers & students   kolkata (west bengal),2Coms,Kolkata,0-5 Yrs,vendor managementmerchant acquiringoperations managementteam managementtrainingbanking operationsmerchant onboardingexcel,Not disclosed,Consumer Retail & Hospitality,0-5,0,5,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Entry,False,False
optometrist,Titan Company,Pune,0-4 Yrs,OptometryOpticsRefraction,"50,000-3 Lacs PA",Consumer Retail & Hospitality,0-4,0,4,50000.0,3.0,True,25001.5,6.0,2024-11-18,12.0,Entry,False,True
optometrist,Titan Company,Mumbai (All Areas),0-4 Yrs,OptometryOpticsRefraction,"50,000-3 Lacs PA",Consumer Retail & Hospitality,0-4,0,4,50000.0,3.0,True,25001.5,6.0,2024-11-18,12.0,Entry,False,True
freelance job for freshers & students   coimbatore (tamil nadu),2Coms,Coimbatore,0-5 Yrs,event managementbrandingbrand activationbrand communicationbusiness developmentadvertisingsalesbrand management,Not disclosed,Consumer Retail & Hospitality,0-5,0,5,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Entry,False,False
bsc physics / chemistry freshers for textile lab,Shahi,Bangalore/ Bengaluru(Arekere),0 Yrs,Textile TestingSoftware testingTextilePhysicsLab,Not disclosed,Consumer Retail & Hospitality,0,0,0,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Entry,False,False
urgent hiring store manager   coimbatore / chennai & bangalore,Ebo Mart,Pune(Moshi),7-12 Yrs,Retail Store OperationsSales & Customer ServiceTeam ManagmentTeam LeadershipOperations ManagementStore OperationsBudgeting and Cost ControlHome Building,Not disclosed,Consumer Retail & Hospitality,7-12,7,12,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
urgent hiring store manager   coimbatore / chennai & bangalore,Ebo Mart,Chennai,7-12 Yrs,Retail Store OperationsSales & Customer ServiceTeam ManagmentTeam LeadershipOperations ManagementStore OperationsBudgeting and Cost ControlHome Building,Not disclosed,Consumer Retail & Hospitality,7-12,7,12,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
urgent hiring store manager   coimbatore / chennai & bangalore,Ebo Mart,Coimbatore,7-12 Yrs,Retail Store OperationsSales & Customer ServiceTeam ManagmentTeam LeadershipOperations ManagementStore OperationsBudgeting and Cost ControlHome Building,Not disclosed,Consumer Retail & Hospitality,7-12,7,12,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
demand manager,Oyo,Bangalore Rural,2-7 Yrs,B2B SalesEnd To End SalesCorporate SalesSAASField SalesEnterprise SalesFieldEnd,5-7 Lacs PA,Consumer Retail & Hospitality,2-7,2,7,5.0,7.0,True,6.0,10.0,2024-11-14,16.0,Entry,False,False
demand manager,Oyo,Bengaluru,2-7 Yrs,B2B SalesEnd To End SalesCorporate SalesSAASField SalesEnterprise SalesFieldEnd,5-7 Lacs PA,Consumer Retail & Hospitality,2-7,2,7,5.0,7.0,True,6.0,10.0,2024-11-14,16.0,Entry,False,False
demand manager,Oyo,Mumbai (All Areas),2-7 Yrs,B2B SalesEnd To End SalesCorporate SalesSAASField SalesEnterprise SalesFieldEnd,5-7 Lacs PA,Consumer Retail & Hospitality,2-7,2,7,5.0,7.0,True,6.0,10.0,2024-11-14,16.0,Entry,False,False
stanzaliving hiring || resident captain || property manager,Stanza Living,Bengaluru,0-3 Yrs,Hostel ManagementHotel ManagementGuest RelationsHousekeepinghousrHospitalityzoloairlines front office operations,2-2.5 Lacs PA,Consumer Retail & Hospitality,0-3,0,3,2.0,2.5,True,2.25,4.0,2024-11-20,10.0,Entry,False,False
department manager,Decathlon Sports,Mumbai,1-7 Yrs,TrainingPilotSalesManagementRecruitmentDepartment ManagementPiloting,Not disclosed,Consumer Retail & Hospitality,1-7,1,7,0.0,0.0,False,0.0,6.0,2024-11-18,12.0,Entry,False,False
department manager,Decathlon Sports,Navi Mumbai,1-7 Yrs,TrainingPilotSalesManagementRecruitmentDepartment ManagementPiloting,Not disclosed,Consumer Retail & Hospitality,1-7,1,7,0.0,0.0,False,0.0,6.0,2024-11-18,12.0,Entry,False,False
mgr i facilities,Te Connectivity India,Pune,5-11 Yrs,HousekeepingEHSAutomationRenewable energyWellnessBudgetingBusiness strategyFacility management,Not disclosed,Consumer Retail & Hospitality,5-11,5,11,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
procurement officer,Itc,Bengaluru,3-8 Yrs,Raw Material ProcurementMaterial ManagementVendor DevelopmentVendor NegotiationNegotiationRaw materialDevelopmentMaterials,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
field sales executive   blr,2Coms,Bengaluru,1-6 Yrs,sales presentationsdeliverynew businessinterpersonal skillscrm softwaresales activitiessalesmarket analysis,Not disclosed,Consumer Retail & Hospitality,1-6,1,6,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Entry,False,False
jobs for 10th/12th pass freshers,2Coms,Mumbai,0-5 Yrs,c,Not disclosed,Consumer Retail & Hospitality,0-5,0,5,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Entry,False,False
national manager   digital marketing,Hindustan Coca Cola Beverages (Hccb),Bengaluru,6-10 Yrs,B2CTrade MarketingOnline Platform SalesE-commerceMarketing Operations FunctionsSalesDigital marketingMarketing management,Not disclosed,Consumer Retail & Hospitality,6-10,6,10,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Mid,False,False
mechanical maintenance engineer,Wonderla Holidays,Bengaluru(Bidadi),3-6 Yrs,HydraulicsmaintenancePneumaticsMechanicalMechanical maintenanceMechanical engineering,Not disclosed,Consumer Retail & Hospitality,3-6,3,6,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
cabin crew,New Flyair Charter Services,Mumbai,0-1 Yrs,Interpersonal skillsCabinCMSInterpersonalInterpersonal SkillCabin crew activities,Not disclosed,Consumer Retail & Hospitality,0-1,0,1,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
cabin crew,New Flyair Charter Services,Delhi,0-1 Yrs,Interpersonal skillsCabinCMSInterpersonalInterpersonal SkillCabin crew activities,Not disclosed,Consumer Retail & Hospitality,0-1,0,1,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
cabin crew,New Flyair Charter Services,Chennai,0-1 Yrs,Interpersonal skillsCabinCMSInterpersonalInterpersonal SkillCabin crew activities,Not disclosed,Consumer Retail & Hospitality,0-1,0,1,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
cabin crew,New Flyair Charter Services,Bengaluru,0-1 Yrs,Interpersonal skillsCabinCMSInterpersonalInterpersonal SkillCabin crew activities,Not disclosed,Consumer Retail & Hospitality,0-1,0,1,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
front office executive @ bengaluru,Shahi,Bangalore/Bengaluru(Arekere +2),0-5 Yrs,Front DeskReceptionist ActivitiesReceptionTelephone HandlingTelephoneDeskOfficeFront,Not disclosed,Consumer Retail & Hospitality,0-5,0,5,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Entry,False,False
duty manager   six senses fort barwara,Ihg Hotels & Resorts,Kolkata,2-4 Yrs,HousekeepingBusiness administrationTrainingFront officeFinanceFocusHotel managementLegal,Not disclosed,Consumer Retail & Hospitality,2-4,2,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
duty manager   six senses fort barwara,Ihg Hotels & Resorts,Mumbai,2-4 Yrs,HousekeepingBusiness administrationTrainingFront officeFinanceFocusHotel managementLegal,Not disclosed,Consumer Retail & Hospitality,2-4,2,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
duty manager   six senses fort barwara,Ihg Hotels & Resorts,New Delhi,2-4 Yrs,HousekeepingBusiness administrationTrainingFront officeFinanceFocusHotel managementLegal,Not disclosed,Consumer Retail & Hospitality,2-4,2,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
duty manager   six senses fort barwara,Ihg Hotels & Resorts,Hyderabad,2-4 Yrs,HousekeepingBusiness administrationTrainingFront officeFinanceFocusHotel managementLegal,Not disclosed,Consumer Retail & Hospitality,2-4,2,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
duty manager   six senses fort barwara,Ihg Hotels & Resorts,Pune,2-4 Yrs,HousekeepingBusiness administrationTrainingFront officeFinanceFocusHotel managementLegal,Not disclosed,Consumer Retail & Hospitality,2-4,2,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
duty manager   six senses fort barwara,Ihg Hotels & Resorts,Chennai,2-4 Yrs,HousekeepingBusiness administrationTrainingFront officeFinanceFocusHotel managementLegal,Not disclosed,Consumer Retail & Hospitality,2-4,2,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
duty manager   six senses fort barwara,Ihg Hotels & Resorts,Bengaluru,2-4 Yrs,HousekeepingBusiness administrationTrainingFront officeFinanceFocusHotel managementLegal,Not disclosed,Consumer Retail & Hospitality,2-4,2,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
supply production leader   footwear,Decathlon Sports,Bengaluru,0-6 Yrs,Supply chainRetailOperational excellenceExcelProduction planningAnalyticalSupply chain planningProduction Manager,Not disclosed,Consumer Retail & Hospitality,0-6,0,6,0.0,0.0,False,0.0,6.0,2024-11-18,12.0,Entry,False,False
sales officer   bangalore,Relaxo,Bengaluru,2-7 Yrs,Field SalesSecondary SalesSalesField WorkSales Executive ActivitiesFieldSecondarySecondary Sale,3.5-4.5 Lacs PA,Consumer Retail & Hospitality,2-7,2,7,3.5,4.5,True,4.0,2.0,2024-11-22,8.0,Entry,False,False
sob business development manager,Oyo,Chennai,3-8 Yrs,Franchisee DevelopmentProperty AcquisitionAcquisitionDevelopmentBusiness developmentPropertyManagementFranchise,6-13 Lacs PA,Consumer Retail & Hospitality,3-8,3,8,6.0,13.0,True,9.5,18.0,2024-11-06,24.0,Mid,False,False
sob business development manager,Oyo,Bengaluru,3-8 Yrs,Franchisee DevelopmentProperty AcquisitionAcquisitionDevelopmentBusiness developmentPropertyManagementFranchise,6-13 Lacs PA,Consumer Retail & Hospitality,3-8,3,8,6.0,13.0,True,9.5,18.0,2024-11-06,24.0,Mid,False,False
sob business development manager,Oyo,Mumbai (All Areas),3-8 Yrs,Franchisee DevelopmentProperty AcquisitionAcquisitionDevelopmentBusiness developmentPropertyManagementFranchise,6-13 Lacs PA,Consumer Retail & Hospitality,3-8,3,8,6.0,13.0,True,9.5,18.0,2024-11-06,24.0,Mid,False,False
counter sales rr nagar,Orra Fine Jewellery,Hyderabad,1-6 Yrs,JewelleryCounter Salesplan salesPresentableExhibitionseventEventsRTR,2.75-4.5 Lacs PA,Consumer Retail & Hospitality,1-6,1,6,2.75,4.5,True,3.625,15.0,2024-11-09,21.0,Entry,False,False
counter sales rr nagar,Orra Fine Jewellery,Bangalore Rural,1-6 Yrs,JewelleryCounter Salesplan salesPresentableExhibitionseventEventsRTR,2.75-4.5 Lacs PA,Consumer Retail & Hospitality,1-6,1,6,2.75,4.5,True,3.625,15.0,2024-11-09,21.0,Entry,False,False
counter sales rr nagar,Orra Fine Jewellery,Mumbai (All Areas),1-6 Yrs,JewelleryCounter Salesplan salesPresentableExhibitionseventEventsRTR,2.75-4.5 Lacs PA,Consumer Retail & Hospitality,1-6,1,6,2.75,4.5,True,3.625,15.0,2024-11-09,21.0,Entry,False,False
store manager,Nilkamal,Bengaluru(Marathahalli),4-9 Yrs,Retail Store OperationsStore SupervisionShowroom ManagementTeam handlingRetail ManagementstoreSupervisionStore management,Not disclosed,Consumer Retail & Hospitality,4-9,4,9,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Mid,False,False
pastry chef   six senses fort barwara,Ihg Hotels & Resorts,Kolkata,2-5 Yrs,TrainingPurchaseCostingNutritionFinanceFocusLegalPastry Chef,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
pastry chef   six senses fort barwara,Ihg Hotels & Resorts,Mumbai,2-5 Yrs,TrainingPurchaseCostingNutritionFinanceFocusLegalPastry Chef,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
pastry chef   six senses fort barwara,Ihg Hotels & Resorts,New Delhi,2-5 Yrs,TrainingPurchaseCostingNutritionFinanceFocusLegalPastry Chef,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
pastry chef   six senses fort barwara,Ihg Hotels & Resorts,Hyderabad,2-5 Yrs,TrainingPurchaseCostingNutritionFinanceFocusLegalPastry Chef,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
pastry chef   six senses fort barwara,Ihg Hotels & Resorts,Pune,2-5 Yrs,TrainingPurchaseCostingNutritionFinanceFocusLegalPastry Chef,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
pastry chef   six senses fort barwara,Ihg Hotels & Resorts,Chennai,2-5 Yrs,TrainingPurchaseCostingNutritionFinanceFocusLegalPastry Chef,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
pastry chef   six senses fort barwara,Ihg Hotels & Resorts,Bengaluru,2-5 Yrs,TrainingPurchaseCostingNutritionFinanceFocusLegalPastry Chef,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
commis  1 (continental cuisine),Ihg Hotels & Resorts,Kolkata,3-6 Yrs,butcherybakeryfood productiondcdpcommisitalianmexicancontinental cuisine,Not disclosed,Consumer Retail & Hospitality,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
commis  1 (continental cuisine),Ihg Hotels & Resorts,Mumbai,3-6 Yrs,butcherybakeryfood productiondcdpcommisitalianmexicancontinental cuisine,Not disclosed,Consumer Retail & Hospitality,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
commis  1 (continental cuisine),Ihg Hotels & Resorts,New Delhi,3-6 Yrs,butcherybakeryfood productiondcdpcommisitalianmexicancontinental cuisine,Not disclosed,Consumer Retail & Hospitality,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
commis  1 (continental cuisine),Ihg Hotels & Resorts,Hyderabad,3-6 Yrs,butcherybakeryfood productiondcdpcommisitalianmexicancontinental cuisine,Not disclosed,Consumer Retail & Hospitality,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
commis  1 (continental cuisine),Ihg Hotels & Resorts,Pune,3-6 Yrs,butcherybakeryfood productiondcdpcommisitalianmexicancontinental cuisine,Not disclosed,Consumer Retail & Hospitality,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
commis  1 (continental cuisine),Ihg Hotels & Resorts,Chennai,3-6 Yrs,butcherybakeryfood productiondcdpcommisitalianmexicancontinental cuisine,Not disclosed,Consumer Retail & Hospitality,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
commis  1 (continental cuisine),Ihg Hotels & Resorts,Bengaluru,3-6 Yrs,butcherybakeryfood productiondcdpcommisitalianmexicancontinental cuisine,Not disclosed,Consumer Retail & Hospitality,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
manager it analytics,Hindustan Coca Cola Beverages (Hccb),Bengaluru,8-12 Yrs,Azure Data WarehouseAzure DatabricksAzure Data FactoryAzure Data LakePythonADFSQL AzureELT,Not disclosed,Consumer Retail & Hospitality,8-12,8,12,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
hiring   sr. sales officer / relationship manager   mumbai & bangalore,Healthkart,Navi Mumbai,2-7 Yrs,Distributor SalesB2B SalesDealer ManagementChannel SalesFMCG SalesDistribution Channel SalessalesHiring,3-5 Lacs PA,Consumer Retail & Hospitality,2-7,2,7,3.0,5.0,True,4.0,13.0,2024-11-11,19.0,Entry,False,False
hiring   sr. sales officer / relationship manager   mumbai & bangalore,Healthkart,Bengaluru,2-7 Yrs,Distributor SalesB2B SalesDealer ManagementChannel SalesFMCG SalesDistribution Channel SalessalesHiring,3-5 Lacs PA,Consumer Retail & Hospitality,2-7,2,7,3.0,5.0,True,4.0,13.0,2024-11-11,19.0,Entry,False,False
assistant manager   learning & quality,Ihg Hotels & Resorts,Kolkata,6-10 Yrs,apqpisoquality controlquality auditspcincoming qualitykaizenquality analysis,Not disclosed,Consumer Retail & Hospitality,6-10,6,10,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
assistant manager   learning & quality,Ihg Hotels & Resorts,Mumbai,6-10 Yrs,apqpisoquality controlquality auditspcincoming qualitykaizenquality analysis,Not disclosed,Consumer Retail & Hospitality,6-10,6,10,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
assistant manager   learning & quality,Ihg Hotels & Resorts,New Delhi,6-10 Yrs,apqpisoquality controlquality auditspcincoming qualitykaizenquality analysis,Not disclosed,Consumer Retail & Hospitality,6-10,6,10,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
assistant manager   learning & quality,Ihg Hotels & Resorts,Hyderabad,6-10 Yrs,apqpisoquality controlquality auditspcincoming qualitykaizenquality analysis,Not disclosed,Consumer Retail & Hospitality,6-10,6,10,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
assistant manager   learning & quality,Ihg Hotels & Resorts,Pune,6-10 Yrs,apqpisoquality controlquality auditspcincoming qualitykaizenquality analysis,Not disclosed,Consumer Retail & Hospitality,6-10,6,10,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
assistant manager   learning & quality,Ihg Hotels & Resorts,Chennai,6-10 Yrs,apqpisoquality controlquality auditspcincoming qualitykaizenquality analysis,Not disclosed,Consumer Retail & Hospitality,6-10,6,10,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
assistant manager   learning & quality,Ihg Hotels & Resorts,Bengaluru,6-10 Yrs,apqpisoquality controlquality auditspcincoming qualitykaizenquality analysis,Not disclosed,Consumer Retail & Hospitality,6-10,6,10,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
head of institute   school of beauty   pan india,Vlcc,Hyderabad,6-10 Yrs,Revenue GenerationTarget AchievementHead of InstituteTarget salesEducation CounselingCentre HeadCareer CounsellingStudent Counseling,Not disclosed,Consumer Retail & Hospitality,6-10,6,10,0.0,0.0,False,0.0,18.0,2024-11-06,24.0,Mid,False,False
head of institute   school of beauty   pan india,Vlcc,Navi Mumbai,6-10 Yrs,Revenue GenerationTarget AchievementHead of InstituteTarget salesEducation CounselingCentre HeadCareer CounsellingStudent Counseling,Not disclosed,Consumer Retail & Hospitality,6-10,6,10,0.0,0.0,False,0.0,18.0,2024-11-06,24.0,Mid,False,False
head of institute   school of beauty   pan india,Vlcc,Bengaluru,6-10 Yrs,Revenue GenerationTarget AchievementHead of InstituteTarget salesEducation CounselingCentre HeadCareer CounsellingStudent Counseling,Not disclosed,Consumer Retail & Hospitality,6-10,6,10,0.0,0.0,False,0.0,18.0,2024-11-06,24.0,Mid,False,False
sous chef conti,Taj Hotels,Mumbai,12-14 Yrs,banquetsbutcheryfood productionitalianthaimexicancontichinese,Not disclosed,Consumer Retail & Hospitality,12-14,12,14,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
sous chef conti,Taj Hotels,Nagpur,12-14 Yrs,banquetsbutcheryfood productionitalianthaimexicancontichinese,Not disclosed,Consumer Retail & Hospitality,12-14,12,14,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
sous chef conti,Taj Hotels,Thane,12-14 Yrs,banquetsbutcheryfood productionitalianthaimexicancontichinese,Not disclosed,Consumer Retail & Hospitality,12-14,12,14,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
sous chef conti,Taj Hotels,Nashik,12-14 Yrs,banquetsbutcheryfood productionitalianthaimexicancontichinese,Not disclosed,Consumer Retail & Hospitality,12-14,12,14,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
sous chef conti,Taj Hotels,Pune,12-14 Yrs,banquetsbutcheryfood productionitalianthaimexicancontichinese,Not disclosed,Consumer Retail & Hospitality,12-14,12,14,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
sous chef conti,Taj Hotels,Aurangabad,12-14 Yrs,banquetsbutcheryfood productionitalianthaimexicancontichinese,Not disclosed,Consumer Retail & Hospitality,12-14,12,14,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
assistant manager / manager   hotel and holiday sales,Flight Raja Travels Private Limited,Srinagar,3-8 Yrs,Hotel salesB2BWeb technologiesB2B SalesMS OfficeBusiness ExecutiveCRMManagement,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant manager / manager   hotel and holiday sales,Flight Raja Travels Private Limited,Guwahati,3-8 Yrs,Hotel salesB2BWeb technologiesB2B SalesMS OfficeBusiness ExecutiveCRMManagement,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant manager / manager   hotel and holiday sales,Flight Raja Travels Private Limited,Hyderabad,3-8 Yrs,Hotel salesB2BWeb technologiesB2B SalesMS OfficeBusiness ExecutiveCRMManagement,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant manager / manager   hotel and holiday sales,Flight Raja Travels Private Limited,Jaipur,3-8 Yrs,Hotel salesB2BWeb technologiesB2B SalesMS OfficeBusiness ExecutiveCRMManagement,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant manager / manager   hotel and holiday sales,Flight Raja Travels Private Limited,Ludhiana,3-8 Yrs,Hotel salesB2BWeb technologiesB2B SalesMS OfficeBusiness ExecutiveCRMManagement,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant manager / manager   hotel and holiday sales,Flight Raja Travels Private Limited,Agartala,3-8 Yrs,Hotel salesB2BWeb technologiesB2B SalesMS OfficeBusiness ExecutiveCRMManagement,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
