roles,companies,locations,experience,skills,salary,industry,experience_cleaned,min_experience,max_experience,min_salary,max_salary,is_salary_disclosed,avg_salary,days_ago,posting_date,job_age_days,seniority_level,is_remote,is_high_salary
it&d solution architect   manufacturing technology,Reckitt,New Delhi,15-17 Yrs,Relationship managementStakeholder EngagementCloud computingChange managementArchitectureNutritionProject managementdata privacy,Not disclosed,Consumer Retail & Hospitality,15-17,15,17,0.0,0.0,False,0.0,23.0,2024-11-01,29.0,Senior,False,False
it&d solution architect   manufacturing technology,Reckitt,Hyderabad,15-17 Yrs,Relationship managementStakeholder EngagementCloud computingChange managementArchitectureNutritionProject managementdata privacy,Not disclosed,Consumer Retail & Hospitality,15-17,15,17,0.0,0.0,False,0.0,23.0,2024-11-01,29.0,Senior,False,False
it&d solution architect   manufacturing technology,Reckitt,Pune,15-17 Yrs,Relationship managementStakeholder EngagementCloud computingChange managementArchitectureNutritionProject managementdata privacy,Not disclosed,Consumer Retail & Hospitality,15-17,15,17,0.0,0.0,False,0.0,23.0,2024-11-01,29.0,Senior,False,False
it&d solution architect   manufacturing technology,Reckitt,Chennai,15-17 Yrs,Relationship managementStakeholder EngagementCloud computingChange managementArchitectureNutritionProject managementdata privacy,Not disclosed,Consumer Retail & Hospitality,15-17,15,17,0.0,0.0,False,0.0,23.0,2024-11-01,29.0,Senior,False,False
it&d solution architect   manufacturing technology,Reckitt,Bengaluru,15-17 Yrs,Relationship managementStakeholder EngagementCloud computingChange managementArchitectureNutritionProject managementdata privacy,Not disclosed,Consumer Retail & Hospitality,15-17,15,17,0.0,0.0,False,0.0,23.0,2024-11-01,29.0,Senior,False,False
assistant floor manager,Market Ninety Nine,Pune,1-6 Yrs,SalesStore KeepingInventory ManagementTeam LeadingRetail ManagementShrinkage ControlStore ManagementManagement,1.5-2.25 Lacs PA,Consumer Retail & Hospitality,1-6,1,6,1.5,2.25,True,1.875,30.0,2024-10-25,36.0,Entry,False,False
assistant floor manager,Market Ninety Nine,Vadodara,1-6 Yrs,SalesStore KeepingInventory ManagementTeam LeadingRetail ManagementShrinkage ControlStore ManagementManagement,1.5-2.25 Lacs PA,Consumer Retail & Hospitality,1-6,1,6,1.5,2.25,True,1.875,30.0,2024-10-25,36.0,Entry,False,False
assistant floor manager,Market Ninety Nine,Mumbai (All Areas),1-6 Yrs,SalesStore KeepingInventory ManagementTeam LeadingRetail ManagementShrinkage ControlStore ManagementManagement,1.5-2.25 Lacs PA,Consumer Retail & Hospitality,1-6,1,6,1.5,2.25,True,1.875,30.0,2024-10-25,36.0,Entry,False,False
fashion consultant/ fashion advisor/ fashion styling / luxury sales,Retail Business,Hyderabad,0-5 Yrs,Convincing PowerRetail OperationsFashion RetailLuxury SalesFashion MarketingPressure HandlingVisual MerchandisingStore Management,1-4 Lacs PA,Consumer Retail & Hospitality,0-5,0,5,1.0,4.0,True,2.5,20.0,2024-11-04,26.0,Entry,False,False
fashion consultant/ fashion advisor/ fashion styling / luxury sales,Retail Business,Pune,0-5 Yrs,Convincing PowerRetail OperationsFashion RetailLuxury SalesFashion MarketingPressure HandlingVisual MerchandisingStore Management,1-4 Lacs PA,Consumer Retail & Hospitality,0-5,0,5,1.0,4.0,True,2.5,20.0,2024-11-04,26.0,Entry,False,False
fashion consultant/ fashion advisor/ fashion styling / luxury sales,Retail Business,Mumbai (All Areas),0-5 Yrs,Convincing PowerRetail OperationsFashion RetailLuxury SalesFashion MarketingPressure HandlingVisual MerchandisingStore Management,1-4 Lacs PA,Consumer Retail & Hospitality,0-5,0,5,1.0,4.0,True,2.5,20.0,2024-11-04,26.0,Entry,False,False
operations manager,Thats Basic,Hyderabad(Paradise Circle +4),0-3 Yrs,ManagementOrder FulfillmentOrder ProcessingTime ManagementCanvaProblem SolvingHard WorkingE-commerce,1-3 Lacs PA,Consumer Retail & Hospitality,0-3,0,3,1.0,3.0,True,2.0,4.0,2024-11-20,10.0,Entry,False,False
room attendant,Hotel Oleander Restaurant,Pune,0-5 Yrs,HousekeepingBed MakingCleaningHotel ManagementHousekeeping ManagementInventoryRoomHotel,1-3 Lacs PA,Consumer Retail & Hospitality,0-5,0,5,1.0,3.0,True,2.0,18.0,2024-11-06,24.0,Entry,False,False
room attendant,Hotel Oleander Restaurant,Ahmedabad,0-5 Yrs,HousekeepingBed MakingCleaningHotel ManagementHousekeeping ManagementInventoryRoomHotel,1-3 Lacs PA,Consumer Retail & Hospitality,0-5,0,5,1.0,3.0,True,2.0,18.0,2024-11-06,24.0,Entry,False,False
room attendant,Hotel Oleander Restaurant,Bengaluru,0-5 Yrs,HousekeepingBed MakingCleaningHotel ManagementHousekeeping ManagementInventoryRoomHotel,1-3 Lacs PA,Consumer Retail & Hospitality,0-5,0,5,1.0,3.0,True,2.0,18.0,2024-11-06,24.0,Entry,False,False
room attendant,Hotel Oleander Restaurant,Mumbai (All Areas),0-5 Yrs,HousekeepingBed MakingCleaningHotel ManagementHousekeeping ManagementInventoryRoomHotel,1-3 Lacs PA,Consumer Retail & Hospitality,0-5,0,5,1.0,3.0,True,2.0,18.0,2024-11-06,24.0,Entry,False,False
sr. marketing executives   space on hire,S And O Investments,Hyderabad,2-4 Yrs,Business DevelopmentPromotion PlanningSales OperationsSales CoordinationPowerpointSales AnalyticsPresentation SkillsExcel,2.75-4 Lacs PA,Consumer Retail & Hospitality,2-4,2,4,2.75,4.0,True,3.375,30.0,2024-10-25,36.0,Entry,False,False
sr. marketing executives   space on hire,S And O Investments,Navi Mumbai,2-4 Yrs,Business DevelopmentPromotion PlanningSales OperationsSales CoordinationPowerpointSales AnalyticsPresentation SkillsExcel,2.75-4 Lacs PA,Consumer Retail & Hospitality,2-4,2,4,2.75,4.0,True,3.375,30.0,2024-10-25,36.0,Entry,False,False
sr. marketing executives   space on hire,S And O Investments,Pune,2-4 Yrs,Business DevelopmentPromotion PlanningSales OperationsSales CoordinationPowerpointSales AnalyticsPresentation SkillsExcel,2.75-4 Lacs PA,Consumer Retail & Hospitality,2-4,2,4,2.75,4.0,True,3.375,30.0,2024-10-25,36.0,Entry,False,False
hotel manager,W Goa,Mumbai,2-5 Yrs,HousekeepingService deliveryBusiness administrationLoss preventionOperations managementFront officeEvent managementFinance,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
hotel manager,W Goa,Nagpur,2-5 Yrs,HousekeepingService deliveryBusiness administrationLoss preventionOperations managementFront officeEvent managementFinance,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
hotel manager,W Goa,Thane,2-5 Yrs,HousekeepingService deliveryBusiness administrationLoss preventionOperations managementFront officeEvent managementFinance,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
hotel manager,W Goa,Nashik,2-5 Yrs,HousekeepingService deliveryBusiness administrationLoss preventionOperations managementFront officeEvent managementFinance,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
hotel manager,W Goa,Pune,2-5 Yrs,HousekeepingService deliveryBusiness administrationLoss preventionOperations managementFront officeEvent managementFinance,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
hotel manager,W Goa,Aurangabad,2-5 Yrs,HousekeepingService deliveryBusiness administrationLoss preventionOperations managementFront officeEvent managementFinance,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
sales executive,Uniform Junction,Bhubaneswar,3-8 Yrs,Cold callingRelationship managementInterpersonal skillsAfter sales serviceExcelTime managementSales ExecutiveSales Person,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales executive,Uniform Junction,Kolkata,3-8 Yrs,Cold callingRelationship managementInterpersonal skillsAfter sales serviceExcelTime managementSales ExecutiveSales Person,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales executive,Uniform Junction,Mumbai,3-8 Yrs,Cold callingRelationship managementInterpersonal skillsAfter sales serviceExcelTime managementSales ExecutiveSales Person,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales executive,Uniform Junction,Siliguri,3-8 Yrs,Cold callingRelationship managementInterpersonal skillsAfter sales serviceExcelTime managementSales ExecutiveSales Person,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales executive,Uniform Junction,Pune,3-8 Yrs,Cold callingRelationship managementInterpersonal skillsAfter sales serviceExcelTime managementSales ExecutiveSales Person,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales executive,Uniform Junction,Ahmedabad,3-8 Yrs,Cold callingRelationship managementInterpersonal skillsAfter sales serviceExcelTime managementSales ExecutiveSales Person,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
executive   projects,Hni Office,Mumbai,2-5 Yrs,Material managementExecutiveAutoCADProject managementPMCProject schedulingCivil project managementMS Office Word,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
executive   projects,Hni Office,Pune,2-5 Yrs,Material managementExecutiveAutoCADProject managementPMCProject schedulingCivil project managementMS Office Word,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
executive   projects,Hni Office,Chennai,2-5 Yrs,Material managementExecutiveAutoCADProject managementPMCProject schedulingCivil project managementMS Office Word,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
deputy manager,Advance Decor,Pune,5-10 Yrs,Project SalesOEMOEM SalesSalesProjectManagement,1-6 Lacs PA,Consumer Retail & Hospitality,5-10,5,10,1.0,6.0,True,3.5,13.0,2024-11-11,19.0,Mid,False,False
deputy manager,Advance Decor,Chennai,5-10 Yrs,Project SalesOEMOEM SalesSalesProjectManagement,1-6 Lacs PA,Consumer Retail & Hospitality,5-10,5,10,1.0,6.0,True,3.5,13.0,2024-11-11,19.0,Mid,False,False
deputy manager,Advance Decor,Mumbai (All Areas),5-10 Yrs,Project SalesOEMOEM SalesSalesProjectManagement,1-6 Lacs PA,Consumer Retail & Hospitality,5-10,5,10,1.0,6.0,True,3.5,13.0,2024-11-11,19.0,Mid,False,False
area managers â sales,Ar!Hant Marketing & Consultant,Bhopal,2-3 Yrs,area sales managementteam managementchannel salessales strategybusiness developmentsalesperformance reviewmarketing,Not disclosed,Consumer Retail & Hospitality,2-3,2,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
area managers â sales,Ar!Hant Marketing & Consultant,Mumbai,2-3 Yrs,area sales managementteam managementchannel salessales strategybusiness developmentsalesperformance reviewmarketing,Not disclosed,Consumer Retail & Hospitality,2-3,2,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
area managers â sales,Ar!Hant Marketing & Consultant,Indore,2-3 Yrs,area sales managementteam managementchannel salessales strategybusiness developmentsalesperformance reviewmarketing,Not disclosed,Consumer Retail & Hospitality,2-3,2,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
area managers â sales,Ar!Hant Marketing & Consultant,Hyderabad,2-3 Yrs,area sales managementteam managementchannel salessales strategybusiness developmentsalesperformance reviewmarketing,Not disclosed,Consumer Retail & Hospitality,2-3,2,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
area managers â sales,Ar!Hant Marketing & Consultant,Pune,2-3 Yrs,area sales managementteam managementchannel salessales strategybusiness developmentsalesperformance reviewmarketing,Not disclosed,Consumer Retail & Hospitality,2-3,2,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
area managers â sales,Ar!Hant Marketing & Consultant,Chennai,2-3 Yrs,area sales managementteam managementchannel salessales strategybusiness developmentsalesperformance reviewmarketing,Not disclosed,Consumer Retail & Hospitality,2-3,2,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
area managers â sales,Ar!Hant Marketing & Consultant,Jaipur,2-3 Yrs,area sales managementteam managementchannel salessales strategybusiness developmentsalesperformance reviewmarketing,Not disclosed,Consumer Retail & Hospitality,2-3,2,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
opening for alliance/partnership manager,Benzy Infotech,Pune,2-4 Yrs,AlliancesAlliance ManagementStrategic AlliancesBrand AlliancesPartnershipsStrategic PartnershipsBusiness AlliancesPartnership management,Not disclosed,Consumer Retail & Hospitality,2-4,2,4,0.0,0.0,False,0.0,19.0,2024-11-05,25.0,Entry,False,False
opening for alliance/partnership manager,Benzy Infotech,Mumbai (All Areas),2-4 Yrs,AlliancesAlliance ManagementStrategic AlliancesBrand AlliancesPartnershipsStrategic PartnershipsBusiness AlliancesPartnership management,Not disclosed,Consumer Retail & Hospitality,2-4,2,4,0.0,0.0,False,0.0,19.0,2024-11-05,25.0,Entry,False,False
cloud infra devops windows engineer,Fabhotels,Mumbai,2-5 Yrs,AutomationorchestrationPowershellCloudAgileDNSWindowsLoad balancing,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
cloud infra devops windows engineer,Fabhotels,Pune,2-5 Yrs,AutomationorchestrationPowershellCloudAgileDNSWindowsLoad balancing,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
cloud infra devops windows engineer,Fabhotels,Bengaluru,2-5 Yrs,AutomationorchestrationPowershellCloudAgileDNSWindowsLoad balancing,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
cloud infra devops linux engineer,Fabhotels,Mumbai,2-5 Yrs,AutomationorchestrationLinuxCloud ServicesCloudAgileDNSLoad balancing,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
cloud infra devops linux engineer,Fabhotels,Pune,2-5 Yrs,AutomationorchestrationLinuxCloud ServicesCloudAgileDNSLoad balancing,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
cloud infra devops linux engineer,Fabhotels,Bengaluru,2-5 Yrs,AutomationorchestrationLinuxCloud ServicesCloudAgileDNSLoad balancing,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
senior lead cyber security architect  cloud security,Fabhotels,Mumbai,10-12 Yrs,AutomationUsageHP data protectorConsultingSecurity servicesSenior LeadApplication developmentContinuous improvement,Not disclosed,Consumer Retail & Hospitality,10-12,10,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
senior lead cyber security architect  cloud security,Fabhotels,Pune,10-12 Yrs,AutomationUsageHP data protectorConsultingSecurity servicesSenior LeadApplication developmentContinuous improvement,Not disclosed,Consumer Retail & Hospitality,10-12,10,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
senior lead cyber security architect  cloud security,Fabhotels,Bengaluru,10-12 Yrs,AutomationUsageHP data protectorConsultingSecurity servicesSenior LeadApplication developmentContinuous improvement,Not disclosed,Consumer Retail & Hospitality,10-12,10,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
cloud network devops engineer,Fabhotels,Mumbai,2-5 Yrs,githubNetworkingPowershelldevopsDebuggingSSLPythonFirewall,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
cloud network devops engineer,Fabhotels,Pune,2-5 Yrs,githubNetworkingPowershelldevopsDebuggingSSLPythonFirewall,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
cloud network devops engineer,Fabhotels,Bengaluru,2-5 Yrs,githubNetworkingPowershelldevopsDebuggingSSLPythonFirewall,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
senior systems administration engineer   citrix cloud,Fabhotels,Mumbai,2-5 Yrs,AdministrationVMwareNetworkingWindowsmicrosoftTroubleshootingMCSEVirtualization,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
senior systems administration engineer   citrix cloud,Fabhotels,Pune,2-5 Yrs,AdministrationVMwareNetworkingWindowsmicrosoftTroubleshootingMCSEVirtualization,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
senior systems administration engineer   citrix cloud,Fabhotels,Bengaluru,2-5 Yrs,AdministrationVMwareNetworkingWindowsmicrosoftTroubleshootingMCSEVirtualization,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
sales manager/bdm,Realty Automation,Kolkata,3-10 Yrs,Access controlFire alarm systemSalesIntruder alarmSystemControlFireAccess,Not disclosed,Consumer Retail & Hospitality,3-10,3,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales manager/bdm,Realty Automation,Mumbai,3-10 Yrs,Access controlFire alarm systemSalesIntruder alarmSystemControlFireAccess,Not disclosed,Consumer Retail & Hospitality,3-10,3,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales manager/bdm,Realty Automation,New Delhi,3-10 Yrs,Access controlFire alarm systemSalesIntruder alarmSystemControlFireAccess,Not disclosed,Consumer Retail & Hospitality,3-10,3,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales manager/bdm,Realty Automation,Hyderabad,3-10 Yrs,Access controlFire alarm systemSalesIntruder alarmSystemControlFireAccess,Not disclosed,Consumer Retail & Hospitality,3-10,3,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales manager/bdm,Realty Automation,Pune,3-10 Yrs,Access controlFire alarm systemSalesIntruder alarmSystemControlFireAccess,Not disclosed,Consumer Retail & Hospitality,3-10,3,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales manager/bdm,Realty Automation,Chennai,3-10 Yrs,Access controlFire alarm systemSalesIntruder alarmSystemControlFireAccess,Not disclosed,Consumer Retail & Hospitality,3-10,3,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sr . sales engineer,Messung,Mumbai,4-6 Yrs,Relationship managementElectrical engineeringHVACSalesRelationshipPMCInstrumentationCustomer relationship,Not disclosed,Consumer Retail & Hospitality,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sr . sales engineer,Messung,Hyderabad,4-6 Yrs,Relationship managementElectrical engineeringHVACSalesRelationshipPMCInstrumentationCustomer relationship,Not disclosed,Consumer Retail & Hospitality,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sr . sales engineer,Messung,Pune,4-6 Yrs,Relationship managementElectrical engineeringHVACSalesRelationshipPMCInstrumentationCustomer relationship,Not disclosed,Consumer Retail & Hospitality,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
yoga teacher,Aviyog Group,Mumbai,1-3 Yrs,teacherTeachingYoga,Not disclosed,Consumer Retail & Hospitality,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
yoga teacher,Aviyog Group,Hyderabad,1-3 Yrs,teacherTeachingYoga,Not disclosed,Consumer Retail & Hospitality,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
yoga teacher,Aviyog Group,Pune,1-3 Yrs,teacherTeachingYoga,Not disclosed,Consumer Retail & Hospitality,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
yoga teacher,Aviyog Group,Chennai,1-3 Yrs,teacherTeachingYoga,Not disclosed,Consumer Retail & Hospitality,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
sales manager   solutions,Imaginarium,Mumbai,5-10 Yrs,Solution salesCampaign planningSalesManufacturing technologyBrand awarenessSales processPipeline managementForecasting,Not disclosed,Consumer Retail & Hospitality,5-10,5,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales manager   solutions,Imaginarium,Pune,5-10 Yrs,Solution salesCampaign planningSalesManufacturing technologyBrand awarenessSales processPipeline managementForecasting,Not disclosed,Consumer Retail & Hospitality,5-10,5,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales manager   solutions,Imaginarium,Bengaluru,5-10 Yrs,Solution salesCampaign planningSalesManufacturing technologyBrand awarenessSales processPipeline managementForecasting,Not disclosed,Consumer Retail & Hospitality,5-10,5,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant store manager,Market Ninety Nine,Udaipur,2-7 Yrs,Sales Shrinkage Control Store Setup / Team Leader Team handling Inventory Management Store Keeping Retail Management Store Supervision Only Male CandidatesRetail ManagementTeam HandlingStore SupervisionStore KeepingInventory ManagementTeam LeadingShrinkage,2-3 Lacs PA,Consumer Retail & Hospitality,2-7,2,7,2.0,3.0,True,2.5,30.0,2024-10-25,36.0,Entry,False,False
assistant store manager,Market Ninety Nine,Pune,2-7 Yrs,Sales Shrinkage Control Store Setup / Team Leader Team handling Inventory Management Store Keeping Retail Management Store Supervision Only Male CandidatesRetail ManagementTeam HandlingStore SupervisionStore KeepingInventory ManagementTeam LeadingShrinkage,2-3 Lacs PA,Consumer Retail & Hospitality,2-7,2,7,2.0,3.0,True,2.5,30.0,2024-10-25,36.0,Entry,False,False
assistant store manager,Market Ninety Nine,Mumbai (All Areas),2-7 Yrs,Sales Shrinkage Control Store Setup / Team Leader Team handling Inventory Management Store Keeping Retail Management Store Supervision Only Male CandidatesRetail ManagementTeam HandlingStore SupervisionStore KeepingInventory ManagementTeam LeadingShrinkage,2-3 Lacs PA,Consumer Retail & Hospitality,2-7,2,7,2.0,3.0,True,2.5,30.0,2024-10-25,36.0,Entry,False,False
associate loss prevention,W Goa,Mumbai,1-4 Yrs,SupervisorPrintingLoss preventionManager Quality AssuranceSafety trainingInspectionLicensingRoom,Not disclosed,Consumer Retail & Hospitality,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
associate loss prevention,W Goa,Nagpur,1-4 Yrs,SupervisorPrintingLoss preventionManager Quality AssuranceSafety trainingInspectionLicensingRoom,Not disclosed,Consumer Retail & Hospitality,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
associate loss prevention,W Goa,Thane,1-4 Yrs,SupervisorPrintingLoss preventionManager Quality AssuranceSafety trainingInspectionLicensingRoom,Not disclosed,Consumer Retail & Hospitality,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
associate loss prevention,W Goa,Nashik,1-4 Yrs,SupervisorPrintingLoss preventionManager Quality AssuranceSafety trainingInspectionLicensingRoom,Not disclosed,Consumer Retail & Hospitality,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
associate loss prevention,W Goa,Pune,1-4 Yrs,SupervisorPrintingLoss preventionManager Quality AssuranceSafety trainingInspectionLicensingRoom,Not disclosed,Consumer Retail & Hospitality,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
associate loss prevention,W Goa,Aurangabad,1-4 Yrs,SupervisorPrintingLoss preventionManager Quality AssuranceSafety trainingInspectionLicensingRoom,Not disclosed,Consumer Retail & Hospitality,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
back office admin,Futurelink Consultants,Bharuch,3-8 Yrs,AdministrationBasicInterpersonal skillsApplication managementUPSManagementBack Office AdministratorCounselling,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
back office admin,Futurelink Consultants,Mumbai,3-8 Yrs,AdministrationBasicInterpersonal skillsApplication managementUPSManagementBack Office AdministratorCounselling,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
back office admin,Futurelink Consultants,Pune,3-8 Yrs,AdministrationBasicInterpersonal skillsApplication managementUPSManagementBack Office AdministratorCounselling,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
back office admin,Futurelink Consultants,Anand,3-8 Yrs,AdministrationBasicInterpersonal skillsApplication managementUPSManagementBack Office AdministratorCounselling,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
shift manager,Chaayos,Pune(Balewadi +3),2-6 Yrs,QSRHandling Customer QueriesStore OperationsShift ManagementInventory ManagementStaff ManagementFood CostingWastage Control,2-2.75 Lacs PA,Consumer Retail & Hospitality,2-6,2,6,2.0,2.75,True,2.375,20.0,2024-11-04,26.0,Entry,False,False
shift manager,Chaayos,Mumbai (All Areas),2-6 Yrs,QSRHandling Customer QueriesStore OperationsShift ManagementInventory ManagementStaff ManagementFood CostingWastage Control,2-2.75 Lacs PA,Consumer Retail & Hospitality,2-6,2,6,2.0,2.75,True,2.375,20.0,2024-11-04,26.0,Entry,False,False
hiring shift manager for an top brand in mumbai/pune/delhi,Http://Www.Smart-Source.In/,Pune,1-5 Yrs,Shift Managementtime-off requestsCOGS reportHiringTopCogsManagementReporting,Not disclosed,Consumer Retail & Hospitality,1-5,1,5,0.0,0.0,False,0.0,20.0,2024-11-04,26.0,Entry,False,False
hiring shift manager for an top brand in mumbai/pune/delhi,Http://Www.Smart-Source.In/,Delhi / NCR,1-5 Yrs,Shift Managementtime-off requestsCOGS reportHiringTopCogsManagementReporting,Not disclosed,Consumer Retail & Hospitality,1-5,1,5,0.0,0.0,False,0.0,20.0,2024-11-04,26.0,Entry,False,False
hiring shift manager for an top brand in mumbai/pune/delhi,Http://Www.Smart-Source.In/,Mumbai (All Areas),1-5 Yrs,Shift Managementtime-off requestsCOGS reportHiringTopCogsManagementReporting,Not disclosed,Consumer Retail & Hospitality,1-5,1,5,0.0,0.0,False,0.0,20.0,2024-11-04,26.0,Entry,False,False
kst executive,W Goa,Mumbai,1-4 Yrs,SupervisorBasicSafety trainingSenior ExecutiveRoomSupervisionSeniorSafety,Not disclosed,Consumer Retail & Hospitality,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
kst executive,W Goa,Nagpur,1-4 Yrs,SupervisorBasicSafety trainingSenior ExecutiveRoomSupervisionSeniorSafety,Not disclosed,Consumer Retail & Hospitality,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
