roles,companies,locations,experience,skills,salary,industry,experience_cleaned,min_experience,max_experience,min_salary,max_salary,is_salary_disclosed,avg_salary,days_ago,posting_date,job_age_days,seniority_level,is_remote,is_high_salary
account strategist,Inmobi,Bengaluru,3-5 Yrs,digital mediainternet advertisingsearch enginesearchingsearch engine marketingadvertisinganalysis,Not disclosed,Technology,3-5,3,5,0.0,0.0,False,0.0,25.0,2024-10-30,31.0,Mid,False,False
"manager hr systems, workday configuration ( uk shift )",Dneg,Mumbai,5-9 Yrs,HRWorkday ConfigurationAbsence ManagementTalent OptimizationCompensationTotal RewardsTime TrackingOptimization,Not disclosed,Technology,5-9,5,9,0.0,0.0,False,0.0,12.0,2024-11-12,18.0,Mid,False,False
regional account service manager,Vodafone Idea,Mumbai,4-9 Yrs,B2BAccount ManagementKey Account ManagementManagementKey accountsKeyRegionalAccounting,Not disclosed,Technology,4-9,4,9,0.0,0.0,False,0.0,11.0,2024-11-13,17.0,Mid,False,False
sr. people and engagement analyst,Ntt Data,Mumbai Suburban,6-8 Yrs,People AnalyticsTalent AnalyticsHR AnalyticsHR AnalysisWorkforce AnalyticsWorkforceAnalyticsHrsd,Not disclosed,Technology,6-8,6,8,0.0,0.0,False,0.0,10.0,2024-11-14,16.0,Mid,False,False
senior manager hr,Dneg,Mumbai(Aarey Milk Colony),15-20 Yrs,hr strategyemployee relationsstakeholder managementdata analyticshrsdhuman resource managementpayrollManagement,Not disclosed,Technology,15-20,15,20,0.0,0.0,False,0.0,10.0,2024-11-14,16.0,Senior,False,False
compositing   artist,Xentrix,Bengaluru,3-4 Yrs,3DUsageWeb technologiesIllustrationComputer graphicsAnimationTestingSoftware testing,Not disclosed,Technology,3-4,3,4,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
social media research + manager,The Param Science Experience Centre,Bengaluru,3-8 Yrs,Media strategySocial mediaShapingMedia researchBrand awarenessResearchManagementBranding,Not disclosed,Technology,3-8,3,8,0.0,0.0,False,0.0,25.0,2024-10-30,31.0,Mid,False,False
modeling   senior artist,Xentrix,Bengaluru,6-8 Yrs,3DUsageTranslationWeb technologiesIllustrationArt DirectorComputer graphicsMaya,Not disclosed,Technology,6-8,6,8,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
r&d technical lead,Nokia,Bengaluru,7-10 Yrs,Functional testingVMwareDockerLinuxquality assuranceAgile developmentdebuggingCloud Infrastructure,Not disclosed,Technology,7-10,7,10,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
systems engineer,Fortinet Technologies,Mumbai,10-13 Yrs,cloud securityNetworkingcyber securityConflict resolutionNetwork securityPresalesRFPVirtualization,Not disclosed,Technology,10-13,10,13,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Senior,False,False
team leader  esoc,Jio,Remote,6-8 Yrs,Team ManagementTroubleshooting And ConfigurationMPLSRouting And SwitchingIncident ManagementNetwork EngineeringNOC OperationsTeam Coordination,Not disclosed,Technology,6-8,6,8,0.0,0.0,False,0.0,12.0,2024-11-12,18.0,Mid,True,False
logistic supervisor,Johnson Publications,Hyderabad(Mallapur),27 Nov - 04 Dec,Strategic ThinkingAnalytical SkillsProblem SolvingManagement SkillsLeadership SkillsStrong Interpersonal SkillsStrong Communication SkillsAnalytics,1.75-3 Lacs PA,Technology,27 Nov - 04 Dec,0,0,1.75,3.0,True,2.375,1.0,2024-11-23,7.0,Entry,False,False
