roles,companies,locations,experience,skills,salary,industry,experience_cleaned,min_experience,max_experience,min_salary,max_salary,is_salary_disclosed,avg_salary,days_ago,posting_date,job_age_days,seniority_level,is_remote,is_high_salary
operations executive,Simurise Learning Solutions,Mumbai,1-4 Yrs,Back Office ExecutiveMIS reportingBackendExecutiveCorporateProgram deliveryMS OfficeBack office operations,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
operations executive,Simurise Learning Solutions,Navi Mumbai,1-4 Yrs,Back Office ExecutiveMIS reportingBackendExecutiveCorporateProgram deliveryMS OfficeBack office operations,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
hr & engagement manager,Bringle Academy,Mumbai,1-3 Yrs,AdministrationChange managementEvent managementTrend analysisEmployee engagementToolsServiceHealthcare,Not disclosed,Education,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
it / data science content writer,Corporate Bridge,Mumbai,1-4 Yrs,E-learningContent managementPDFExceldata scienceCodingWeb developmentHadoop,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
finance content writer,Corporate Bridge,Mumbai,1-4 Yrs,E-learningContent managementPublishingPDFExcelManagement systemsWeb developmentHadoop,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
requirement assistant professor,Sp Jain Institute Of Management And Research,Mumbai,1-6 Yrs,HR ExecutiveFinanceAssistant ProfessorManagementResearchGeneral managementMonitoringTeaching,Not disclosed,Education,1-6,1,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
requirement assistant professor,Sp Jain Institute Of Management And Research,Mumbai,1-6 Yrs,HR ExecutiveFinanceAssistant ProfessorManagementResearchMonitoringTeachingRequirements,Not disclosed,Education,1-6,1,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
project coordinator,Wadhwani Ai,Mumbai,2-4 Yrs,ProcurementUser researchProject CoordinatorInterpersonal skillsEvent managementArtificial IntelligenceHealthcareScheduling,Not disclosed,Education,2-4,2,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant professor   mpstme   economics,Knowledge Park,Mumbai,2-5 Yrs,EconomicsTechnology managementBusiness managementConsultancyAssistant ProfessorResearchAssistanceTechnology,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
sales executive,Passionmojo,Mumbai,1-3 Yrs,Business administrationTradeInterpersonal skillsSalesExecutive Sales & MarketingPharmaTechnology solutionsDigital marketing,Not disclosed,Education,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
telecaller professionals,Livewires Media Institute,Mumbai,2-7 Yrs,bpoback officecustomer servicecustomer complaintscustomer carecustomer interactionsalescustomer support,Not disclosed,Education,2-7,2,7,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
professor/associate professor/assistant professor mpstme data science,Knowledge Park,Mumbai,3-7 Yrs,data scienceAssociate ProfessorManager TechnologyConsultancyAssistant ProfessorResearchTeachingScience,Not disclosed,Education,3-7,3,7,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant professor   sopa   guitar,Knowledge Park,Mumbai,5-8 Yrs,TrainingAssistant ProfessorGuitarAssistance,Not disclosed,Education,5-8,5,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant professor   sopa   piano (western contemporary music),Knowledge Park,Mumbai,5-8 Yrs,TrainingAssistant ProfessorAssistanceMusic,Not disclosed,Education,5-8,5,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
product analyst,Wadhwani Ai,Mumbai,2-5 Yrs,Product managementData analysisProject managementMachine learningAgileWorkflowHealthcareSystem design,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
senior marketing manager (edtech   k12),Empowering The Learning Ecosystem For Schools And Students,Mumbai(Andheri West),5-8 Yrs,Ui/UxGoogle AnalyticsGoogle AdWordsDigital MarketingAtl BtlLead SquaredWebEngageZoho,Not disclosed,Education,5-8,5,8,0.0,0.0,False,0.0,17.0,2024-11-07,23.0,Mid,False,False
instructional design specialist,Wadhwani Ai,Mumbai,5-7 Yrs,E-learningStakeholder EngagementLMSInstructional designManagement systemsProject managementArtificial IntelligenceProgram delivery,Not disclosed,Education,5-7,5,7,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
ai trainer,Wadhwani Ai,Mumbai,3-5 Yrs,Computer visionMoodleCurriculum developmentArtificial IntelligenceMachine learningHealthcareNatural language processingContinuous improvement,Not disclosed,Education,3-5,3,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
requirement associate professor,Sp Jain Institute Of Management And Research,Mumbai,6-11 Yrs,Industry researchAssociate ProfessorFinanceHRResearchManagementMonitoringTeaching,Not disclosed,Education,6-11,6,11,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
freelance senior java resource,Imurgence,Mumbai,4-9 Yrs,ScalabilityArchitectureCodingJava J2Ee DeveloperArchitectural designDebuggingTechnical leadershipTroubleshooting,Not disclosed,Education,4-9,4,9,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
engagement lead   ai,Wadhwani Ai,Mumbai,12-15 Yrs,Computer scienceData managementProject managementAnalyticalArtificial IntelligenceEngagement LeadManager TechnologyHealthcare,Not disclosed,Education,12-15,12,15,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
executive assistant,K J Somaiya Institute Of Management,Mumbai,1-4 Yrs,Interpersonal skillsExecutiveCommunication managementIllustratorMISDirectorSchedulingManagement,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
junior clerk,K J Somaiya Institute Of Management,Mumbai,2-7 Yrs,PrintingAdministrationReport generationJunior ClerkBudgetingSupervisionReportingGeneration,Not disclosed,Education,2-7,2,7,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
manager   administration,Jbcn,Mumbai,3-8 Yrs,HousekeepingInterpersonal skillsComplianceguest satisfactionCustomer serviceMonitoringInterpersonalManagement,Not disclosed,Education,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
overseas education counsellor,Numen Eduservices,Mumbai,1-5 Yrs,Education CounsellorOverseas educationCounsellingEducationEducation counseling,Not disclosed,Education,1-5,1,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
overseas education counsellor,Numen Eduservices,New Delhi,1-5 Yrs,Education CounsellorOverseas educationCounsellingEducationEducation counseling,Not disclosed,Education,1-5,1,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
tax consultant,Ca Monk,Mumbai,1-4 Yrs,PayrollIncome taxAnalyticalTransfer pricingConsultingIndirect taxationCorporate taxationCam,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant accounts & finance manager,Iide Education,Mumbai(Lower Parel West),5-10 Yrs,Finance And AccountsBalance Sheet FinalisationTDSFinanceGstAccounts And FinanceTaxationCash Flow,5-11 Lacs PA,Education,5-10,5,10,5.0,11.0,True,8.0,19.0,2024-11-05,25.0,Mid,False,False
assistant professor   sppsptm   pharmacology,Knowledge Park,Mumbai,1-4 Yrs,Assistant ProfessorPharmacologyResearchTeachingAssistance,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
android developer,Ventura Technologies,Mumbai,1-4 Yrs,Object oriented designCore JavaPrototypeGITTDDSQLiteAgilesoftware quality,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
counsellor (psychologist),K J Somaiya Institute Of Management,Mumbai,5-10 Yrs,CounsellorPDFPsychologyConsultancyRepresentativeResearchCounselling,Not disclosed,Education,5-10,5,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sr student visa experts,Numen Eduservices,Mumbai,1-4 Yrs,Sr Student Visa Experts,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
sr student visa experts,Numen Eduservices,New Delhi,1-4 Yrs,Sr Student Visa Experts,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
customer services,Bfc Forex And Financial Services,Mumbai,1-4 Yrs,ForexHead Business DevelopmentManager Internal AuditOperational excellencePDFWorkflowCustomer serviceMS Office,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
youtube growth manager,Passionmojo,Mumbai,2-6 Yrs,Digital mediaMarketing campaignsRelationshipUPSSEMGrowth strategyManagementSEO,Not disclosed,Education,2-6,2,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
business development manager,Numen Eduservices,Mumbai,2-6 Yrs,Business Development ManagerManagementBusiness development managementDevelopmentBusiness development,Not disclosed,Education,2-6,2,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
business development manager,Numen Eduservices,New Delhi,2-6 Yrs,Business Development ManagerManagementBusiness development managementDevelopmentBusiness development,Not disclosed,Education,2-6,2,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
officer   communications: alumni relations,K J Somaiya Institute Of Management,Mumbai,5-10 Yrs,Media managementSocial mediaProject managementcontent designingManagementDigital marketingFund raisingMonitoring,Not disclosed,Education,5-10,5,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
digital marketing strategist   advertising & marketing company,Passionmojo,Mumbai,1-4 Yrs,Social media marketingQuality LeadPPCData analysisEmail marketingMarketing campaignsSEODigital marketing,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
manager alumni relations,K J Somaiya Institute Of Management,Mumbai,7-8 Yrs,Administration managementBusiness administrationStakeholder EngagementEvent managementMISManagementMS OfficeMonitoring,Not disclosed,Education,7-8,7,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
business development manager   underwriting,Profituni.In,Mumbai,4-8 Yrs,Senior managementSales processNew business developmentNew businessSalesBusiness developmentDevelopmentSenior,Not disclosed,Education,4-8,4,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
secondary section : librarian,Bombay Scottish School,Mumbai,3-8 Yrs,pre primarycataloguinglibrary managementinformation managementlibrary sciencelibsysteachinglibrary automation,Not disclosed,Education,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
php developer,Brainwonders,Mumbai,3-8 Yrs,Software designLinuxJavascriptPHPData structuresHTMLSEOmicrosoft,Not disclosed,Education,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
full stack qa engineer,Ventura Technologies,Mumbai,3-6 Yrs,LinuxNetworkingXMLDebuggingAgileDNSVOIPData structures,Not disclosed,Education,3-6,3,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
content creator,Invest4Edu,Mumbai,2-5 Yrs,PublishingFund managementSocial mediaManager TechnologyJournalismContent writingCreative writingResearch,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
administrative officer,K J Somaiya Institute Of Management,Mumbai,8-10 Yrs,ProcurementMS Office suitePDFInvoice processingWorkflowStaff managementMS OfficeOperations,Not disclosed,Education,8-10,8,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
secondary teacher,Pawar Public School,Mumbai,1-5 Yrs,AdministrationExcelAdministration ClerkSecondaryTeaching,Not disclosed,Education,1-5,1,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
presales consultant and advisor,Invest4Edu,Mumbai,1-4 Yrs,Relationship managementTechnical ExpertSenior ExecutiveBankingInfrastructureManager TechnologyPresalesTechnical Staff,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
senior career counsellor,Invest4Edu,Mumbai,1-3 Yrs,Career developmentInterpersonal skillsCareer counsellingCareer CounsellorManagementSeniorCounsellingInterpersonal,Not disclosed,Education,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
jr . accountant / tally,Icit,Mumbai,1-2 Yrs,StationTallyCounsellorLedger scrutinyExcelSalesStock managementReconciliation,Not disclosed,Education,1-2,1,2,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
derivative analyst,Invest4Edu,Mumbai,1-3 Yrs,TrainingDerivative AnalystMINDeltaEquityResearchCFADerivatives,Not disclosed,Education,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
senior ui developer,Invest4Edu,Mumbai,1-2 Yrs,CSSVersion controlGIThtml5JavascriptManager TechnologyPackagingUPS,Not disclosed,Education,1-2,1,2,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
ui developer,Invest4Edu,Mumbai,1-2 Yrs,CSSVersion controlGIThtml5JavascriptManager TechnologyPackagingHTML,Not disclosed,Education,1-2,1,2,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
motion graphics designer,Passionmojo,Mumbai,1-2 Yrs,GraphicsGraphic designingIllustratoradobe creative suiteProductionVideo editingPhotoshopAdvertising,Not disclosed,Education,1-2,1,2,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
"senior executive, financial aid & scholarships",K J Somaiya Institute Of Management,Mumbai,2-3 Yrs,Business administrationReport generationData analysisInterpersonal skillsExcelPDFSenior ExecutiveFinance,Not disclosed,Education,2-3,2,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
sr relationship manager   loans,Invest4Edu,Mumbai,1-5 Yrs,LoansDue diligenceNBFCRelationshipBankingManagementServicingDiligence,Not disclosed,Education,1-5,1,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
marketing & business development manager,Madsmania Edutech,Remote,2-7 Yrs,Business Development ManagerDigital marketingbusiness developmentmanagementdigitalbusiness development managementmarketingdevelopment,Not disclosed,Education,2-7,2,7,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,True,False
graphic designer,Invest4Edu,Mumbai,2-3 Yrs,GraphicsGraphic designingWeb technologiesIllustratorCorporate identityCADPackagingDesktop publishing,Not disclosed,Education,2-3,2,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
senior business analyst,Elevate K 12,Mumbai,4-8 Yrs,Business processProduction supportProject managementAnalyticalTest executionTest planningGap analysisAgile methodology,Not disclosed,Education,4-8,4,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
web designer,Invest4Edu,Mumbai,3-4 Yrs,Content managementjQueryFront endManagement systemsJavascriptProgrammingConceptualizationHTML,Not disclosed,Education,3-4,3,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
workshop instructor (multi   skill),K J Somaiya Institute Of Management,Mumbai,5-10 Yrs,Head Business DevelopmentNetworkingConsultingMechanicalResearch HeadWorkshop InstructorElectricalsResearch,Not disclosed,Education,5-10,5,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
senior project manager it,Elevate K 12,Mumbai,9-13 Yrs,Analytical skillsConflict resolutionProject managementAgileSoftware development life cycleProject planningCustomer serviceManagement,Not disclosed,Education,9-13,9,13,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
senior software developer,Invest4Edu,Mumbai,3-6 Yrs,jQueryFront endXMLMySQLPHPHTMLOracleApache,Not disclosed,Education,3-6,3,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
education program manager,Invest4Edu,Mumbai,5-7 Yrs,Product managementSocial marketingCustomer managementCostingNetworkingProject leadershipIT managementBudgeting,Not disclosed,Education,5-7,5,7,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
transportation / school bus manager,The Cathedral John Connon School,Mumbai,1-3 Yrs,vendor managementlogistics managementadministrationwarehouse operationswarehouse managementlogistics operationslogisticswarehouse,Not disclosed,Education,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
day care teacher,Kido,Mumbai Suburban,1-4 Yrs,TrainingBasicMINMedical insuranceCenter HeadMonitoringTeachingDay Care,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
receptionist,Livewires Media Institute,Mumbai,2-5 Yrs,Receptionist,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
primary teachers,Pawar Public School,Mumbai,1-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingAdvisoryTraining,Not disclosed,Education,1-5,1,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
librarian,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingMentoringCounselling,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
accountant,Livewires Media Institute,Mumbai,2-5 Yrs,Capital AdvisorsAdministrationCredit OfficersReport GenerationAnalystsData EntryRisk ManagementCredit,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
sap trainer for finance,Enterprise Building Training Solutions,Mumbai,1-5 Yrs,SAP FI moduleTrainingFISAP FinanceSAP FISAPFinance,Not disclosed,Education,1-5,1,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
sap trainer for sales and distribution,Enterprise Building Training Solutions,Mumbai,1-5 Yrs,TrainingSalesSAP SDSD moduleDistributionSapsDistributor salesSAP,Not disclosed,Education,1-5,1,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
lady executive,New Millennium Education Partners,Mumbai,1-4 Yrs,TrainingExecutiveNetworkingEvent managementSocial mediaData collectionConsultancyResearch,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
senior career counsellor,Invest4Edu,Mumbai,1-3 Yrs,Career CounsellorHTMLWindowsCounsellingCareer counsellingMicrosoft WindowsSeniorCareer development,Not disclosed,Education,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
sap abap trainer,Enterprise Building Training Solutions,Mumbai,1-5 Yrs,TrainingSAP ABAPProgrammingProgramSAPAbap,Not disclosed,Education,1-5,1,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
faculty / lecturer,Livewires Media Institute,Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingTrainingEducation,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant professor bms,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingMentoringCounselling,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant professor microbiology,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingAssistanceCounselling,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant professor zoology,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingEducationMentoring,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
project management associate,Wadhwani Ai,Mumbai,2-5 Yrs,User researchManagement AssociateProject managementArtificial IntelligenceManager Program ManagementHealthcareIssue resolutionManagement,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
telemarketing,Livewires Media Institute,Mumbai,2-5 Yrs,Telemarketing,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
telecaller,Livewires Media Institute,Mumbai,2-5 Yrs,TelecallerTelecalling,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
sports director,Lords Universal College (Luc),Mumbai,6-8 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingSportsTraining,Not disclosed,Education,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
librarian,Lords Universal College (Luc),Mumbai,5-8 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingTrainingCounselling,Not disclosed,Education,5-8,5,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
lab assistant,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingMentoringAssistance,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
principal,Lords Universal College (Luc),Mumbai,10-13 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingMentoringCounselling,Not disclosed,Education,10-13,10,13,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
electronics teacher,Lords Universal College (Luc),Mumbai,4-6 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingEducationMentoring,Not disclosed,Education,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
information technology teacher,Lords Universal College (Luc),Mumbai,4-6 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingMentoringCounselling,Not disclosed,Education,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
environmental science teacher,Lords Universal College (Luc),Mumbai,4-6 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingScienceMentoring,Not disclosed,Education,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
biology teacher,Lords Universal College (Luc),Mumbai,4-6 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingBiologyMentoring,Not disclosed,Education,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
computer science teacher,Lords Universal College (Luc),Mumbai,4-6 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingScienceMentoring,Not disclosed,Education,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
maths teacher,Lords Universal College (Luc),Mumbai,4-6 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingAdvisoryMentoring,Not disclosed,Education,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
economics teacher,Lords Universal College (Luc),Mumbai,4-6 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingAdvisoryEconomics,Not disclosed,Education,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
chemistry teacher,Lords Universal College (Luc),Mumbai,4-6 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingChemistryCounselling,Not disclosed,Education,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant professor chemistry,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingMentoringAssistance,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant professor business law,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingEducationMentoring,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant professor environmental science,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingScienceMentoring,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant professor english,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingTrainingCounselling,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant professor accountancy,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingMentoringAssistance,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant professor mathematics & statistics,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingMentoringCounselling,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant professor economics,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingTrainingCounselling,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
assistant professor commerce,Lords Universal College (Luc),Mumbai,2-5 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingAssistanceCounselling,Not disclosed,Education,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
physical education teacher,Lords Universal College (Luc),Mumbai,4-6 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingAdvisoryPhysical education,Not disclosed,Education,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
hr executive,Kido,Mumbai,1-4 Yrs,HR ExecutivePerformance managementData managementSocial mediaPackagingHRManagementinterview scheduling,Not disclosed,Education,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
content writer and editior,Passionmojo,Mumbai,1-3 Yrs,Digital mediaBasicAprPublishingPDFSocial mediaContent EditorEditor,Not disclosed,Education,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
front desk executive,K J Somaiya Institute Of Management,Mumbai,2-7 Yrs,Front Desk Executivegoogle appsManagementMS OfficeDeskFront deskFrontMicrosoft,Not disclosed,Education,2-7,2,7,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
principal,Lords Universal College (Luc),Mumbai,12-15 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingEducationMentoring,Not disclosed,Education,12-15,12,15,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
sports co   ordinator,J B Ludhani Group Of Schools,Mumbai,4-5 Yrs,Trainingsportsco,Not disclosed,Education,4-5,4,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
pre   primary teachers,Goldcrest School,Mumbai,1-3 Yrs,TeacherPreTeaching,Not disclosed,Education,1-3,1,3,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
hindi teacher,Lords Universal College (Luc),Mumbai,4-6 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingHindiMentoring,Not disclosed,Education,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
english teacher,Lords Universal College (Luc),Mumbai,4-6 Yrs,CounselorMentorTrainerAdvisorEducatorTeachingCounsellingTraining,Not disclosed,Education,4-6,4,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
